cycle	date	state	hpi	year	month	type
1985M03	3/1/1985	TX	75.76608393	1985	3	State
1985M03	3/1/1985	UT	50.06879589	1985	3	State
1985M03	3/1/1985	VA	54.03324082	1985	3	State
1985M03	3/1/1985	VT	49.73511227	1985	3	State
1985M03	3/1/1985	WA	40.73950435	1985	3	State
1985M03	3/1/1985	WI	47.0263845	1985	3	State
1985M03	3/1/1985	WV	64.04556657	1985	3	State
1985M03	3/1/1985	WY	62.64167218	1985	3	State
1985M03	3/1/1985	US.NSA	50.85342021	1985	3	US
1985M03	3/1/1985	US.SA	50.7450813	1985	3	US
1985M04	4/1/1985	AK	83.18004977	1985	4	State
1985M04	4/1/1985	AL	59.37592552	1985	4	State
1985M04	4/1/1985	AR	65.31248447	1985	4	State
1985M04	4/1/1985	AZ	61.14329337	1985	4	State
1985M04	4/1/1985	CA	45.7438736	1985	4	State
1985M04	4/1/1985	CO	45.12026754	1985	4	State
1985M04	4/1/1985	CT	55.80717208	1985	4	State
1985M04	4/1/1985	DC	43.71082629	1985	4	State
1985M04	4/1/1985	DE	51.27799718	1985	4	State
1985M04	4/1/1985	FL	61.26177997	1985	4	State
1985M04	4/1/1985	GA	52.83350581	1985	4	State
1985M04	4/1/1985	HI	51.96859093	1985	4	State
1985M04	4/1/1985	IA	52.3340547	1985	4	State
1985M04	4/1/1985	ID	55.89264376	1985	4	State
1985M04	4/1/1985	IL	45.5302924	1985	4	State
1985M04	4/1/1985	IN	53.15135396	1985	4	State
1985M04	4/1/1985	KS	60.07678908	1985	4	State
1985M04	4/1/1985	KY	53.31506616	1985	4	State
1985M04	4/1/1985	LA	71.47523506	1985	4	State
1985M04	4/1/1985	MA	45.0818977	1985	4	State
1985M04	4/1/1985	MD	52.87675949	1985	4	State
1985M04	4/1/1985	ME	51.97854586	1985	4	State
1985M04	4/1/1985	MI	39.27819311	1985	4	State
1985M04	4/1/1985	MN	48.82238179	1985	4	State
1985M04	4/1/1985	MO	57.32287002	1985	4	State
1985M04	4/1/1985	MS	65.92809037	1985	4	State
1985M04	4/1/1985	MT	51.53875522	1985	4	State
1985M04	4/1/1985	NC	53.81366474	1985	4	State
1985M04	4/1/1985	ND	70.21086301	1985	4	State
1985M04	4/1/1985	NE	56.18280365	1985	4	State
1985M04	4/1/1985	NH	52.25075004	1985	4	State
1985M04	4/1/1985	NJ	49.22358809	1985	4	State
1985M04	4/1/1985	NM	63.72466281	1985	4	State
1985M04	4/1/1985	NV	61.73528279	1985	4	State
1985M04	4/1/1985	NY	51.87899767	1985	4	State
1985M04	4/1/1985	OH	50.34417743	1985	4	State
1985M04	4/1/1985	OK	79.88817543	1985	4	State
1985M04	4/1/1985	OR	40.03483114	1985	4	State
1985M04	4/1/1985	PA	52.3842959	1985	4	State
1985M04	4/1/1985	RI	45.06777552	1985	4	State
1985M04	4/1/1985	SC	55.67023779	1985	4	State
1985M04	4/1/1985	SD	57.23495345	1985	4	State
1985M04	4/1/1985	TN	56.23360113	1985	4	State
1985M04	4/1/1985	TX	75.86313315	1985	4	State
1985M04	4/1/1985	UT	49.94322985	1985	4	State
1985M04	4/1/1985	VA	54.46224013	1985	4	State
1985M04	4/1/1985	VT	50.36153216	1985	4	State
1985M04	4/1/1985	WA	40.7344846	1985	4	State
1985M04	4/1/1985	WI	47.3651037	1985	4	State
1985M04	4/1/1985	WV	64.72172526	1985	4	State
1985M04	4/1/1985	WY	62.77172668	1985	4	State
1985M04	4/1/1985	US.NSA	51.06715215	1985	4	US
1985M04	4/1/1985	US.SA	50.84672395	1985	4	US
1985M05	5/1/1985	AK	83.48827892	1985	5	State
1985M05	5/1/1985	AL	59.70278065	1985	5	State
1985M05	5/1/1985	AR	65.19397949	1985	5	State
1985M05	5/1/1985	AZ	61.34621036	1985	5	State
1985M05	5/1/1985	CA	45.90570132	1985	5	State
1985M05	5/1/1985	CO	45.19226895	1985	5	State
1985M05	5/1/1985	CT	56.71516437	1985	5	State
1985M05	5/1/1985	DC	44.24058732	1985	5	State
1985M05	5/1/1985	DE	51.71606934	1985	5	State
1985M05	5/1/1985	FL	61.20228336	1985	5	State
1985M05	5/1/1985	GA	53.64215852	1985	5	State
1985M05	5/1/1985	HI	51.8293297	1985	5	State
1985M05	5/1/1985	IA	52.56305916	1985	5	State
1985M05	5/1/1985	ID	56.27299555	1985	5	State
1985M05	5/1/1985	IL	45.639654	1985	5	State
1985M05	5/1/1985	IN	53.36146653	1985	5	State
1985M05	5/1/1985	KS	59.53313389	1985	5	State
1985M05	5/1/1985	KY	53.39347451	1985	5	State
1985M05	5/1/1985	LA	71.72755139	1985	5	State
1985M05	5/1/1985	MA	46.34759598	1985	5	State
1985M05	5/1/1985	MD	53.27680489	1985	5	State
1985M05	5/1/1985	ME	52.6563182	1985	5	State
1985M05	5/1/1985	MI	39.5559212	1985	5	State
1985M05	5/1/1985	MN	47.9471544	1985	5	State
1985M05	5/1/1985	MO	57.73277269	1985	5	State
1985M05	5/1/1985	MS	66.66836041	1985	5	State
1985M05	5/1/1985	MT	51.61733945	1985	5	State
1985M05	5/1/1985	NC	54.13961792	1985	5	State
1985M05	5/1/1985	ND	70.34924221	1985	5	State
1985M05	5/1/1985	NE	56.33702237	1985	5	State
1985M05	5/1/1985	NH	53.37661842	1985	5	State
1985M05	5/1/1985	NJ	50.11745868	1985	5	State
1985M05	5/1/1985	NM	64.13261796	1985	5	State
1985M05	5/1/1985	NV	61.5625832	1985	5	State
1985M05	5/1/1985	NY	52.53565538	1985	5	State
1985M05	5/1/1985	OH	50.60525249	1985	5	State
1985M05	5/1/1985	OK	79.55218701	1985	5	State
1985M05	5/1/1985	OR	39.74069779	1985	5	State
1985M05	5/1/1985	PA	53.04761335	1985	5	State
1985M05	5/1/1985	RI	45.68651948	1985	5	State
1985M05	5/1/1985	SC	55.91838136	1985	5	State
1985M05	5/1/1985	SD	56.99752494	1985	5	State
1985M05	5/1/1985	TN	56.46834749	1985	5	State
1985M05	5/1/1985	TX	76.01565269	1985	5	State
1985M05	5/1/1985	UT	49.78309496	1985	5	State
1985M05	5/1/1985	VA	54.77484673	1985	5	State
1985M05	5/1/1985	VT	50.98958299	1985	5	State
1985M05	5/1/1985	WA	40.72948638	1985	5	State
1985M05	5/1/1985	WI	47.64037481	1985	5	State
1985M05	5/1/1985	WV	65.05946232	1985	5	State
1985M05	5/1/1985	WY	62.74125529	1985	5	State
1985M05	5/1/1985	US.NSA	51.33557911	1985	5	US
1985M05	5/1/1985	US.SA	51.00935278	1985	5	US
1985M06	6/1/1985	AK	83.56213874	1985	6	State
1985M06	6/1/1985	AL	60.1424343	1985	6	State
1985M06	6/1/1985	AR	65.52960148	1985	6	State
1985M06	6/1/1985	AZ	61.64984482	1985	6	State
1985M06	6/1/1985	CA	46.28445434	1985	6	State
1985M06	6/1/1985	CO	45.31032915	1985	6	State
1985M06	6/1/1985	CT	57.56081077	1985	6	State
1985M06	6/1/1985	DC	44.714136	1985	6	State
1985M06	6/1/1985	DE	52.06282288	1985	6	State
1985M06	6/1/1985	FL	61.10022617	1985	6	State
1985M06	6/1/1985	GA	54.78243933	1985	6	State
1985M06	6/1/1985	HI	51.76531121	1985	6	State
1985M06	6/1/1985	IA	52.93146006	1985	6	State
1985M06	6/1/1985	ID	56.66258799	1985	6	State
1985M06	6/1/1985	IL	45.93933752	1985	6	State
1985M06	6/1/1985	IN	53.30767131	1985	6	State
1985M06	6/1/1985	KS	59.02512804	1985	6	State
1985M06	6/1/1985	KY	53.40220711	1985	6	State
1985M06	6/1/1985	LA	71.56053706	1985	6	State
1985M06	6/1/1985	MA	47.6266815	1985	6	State
1985M06	6/1/1985	MD	53.66663892	1985	6	State
1985M06	6/1/1985	ME	53.30312151	1985	6	State
1985M06	6/1/1985	MI	39.85489258	1985	6	State
1985M06	6/1/1985	MN	46.70749041	1985	6	State
1985M06	6/1/1985	MO	58.19241027	1985	6	State
1985M06	6/1/1985	MS	67.19943081	1985	6	State
1985M06	6/1/1985	MT	51.72103818	1985	6	State
1985M06	6/1/1985	NC	54.41911153	1985	6	State
1985M06	6/1/1985	ND	70.43488009	1985	6	State
1985M06	6/1/1985	NE	56.48373939	1985	6	State
1985M06	6/1/1985	NH	54.45897592	1985	6	State
1985M06	6/1/1985	NJ	50.99488343	1985	6	State
1985M06	6/1/1985	NM	64.56730723	1985	6	State
1985M06	6/1/1985	NV	61.30939052	1985	6	State
1985M06	6/1/1985	NY	53.48971895	1985	6	State
1985M06	6/1/1985	OH	50.61134726	1985	6	State
1985M06	6/1/1985	OK	79.34251143	1985	6	State
1985M06	6/1/1985	OR	39.54762145	1985	6	State
1985M06	6/1/1985	PA	53.86131656	1985	6	State
1985M06	6/1/1985	RI	46.34361318	1985	6	State
1985M06	6/1/1985	SC	56.21717402	1985	6	State
1985M06	6/1/1985	SD	56.82825797	1985	6	State
1985M06	6/1/1985	TN	56.90191742	1985	6	State
1985M06	6/1/1985	TX	76.10164169	1985	6	State
1985M06	6/1/1985	UT	49.69958354	1985	6	State
1985M06	6/1/1985	VA	54.98833982	1985	6	State
1985M06	6/1/1985	VT	51.52878503	1985	6	State
1985M06	6/1/1985	WA	40.74302263	1985	6	State
1985M06	6/1/1985	WI	47.81251097	1985	6	State
1985M06	6/1/1985	WV	64.99089274	1985	6	State
1985M06	6/1/1985	WY	62.56563338	1985	6	State
1985M06	6/1/1985	US.NSA	51.67076762	1985	6	US
1985M06	6/1/1985	US.SA	51.21798285	1985	6	US
1985M07	7/1/1985	AK	83.10035643	1985	7	State
1985M07	7/1/1985	AL	60.55295759	1985	7	State
1985M07	7/1/1985	AR	66.20889477	1985	7	State
1985M07	7/1/1985	AZ	61.99660026	1985	7	State
1985M07	7/1/1985	CA	46.70537594	1985	7	State
1985M07	7/1/1985	CO	45.32075897	1985	7	State
1985M07	7/1/1985	CT	58.38266101	1985	7	State
1985M07	7/1/1985	DC	45.06559822	1985	7	State
1985M07	7/1/1985	DE	52.24569734	1985	7	State
1985M07	7/1/1985	FL	60.99588016	1985	7	State
1985M07	7/1/1985	GA	55.63948713	1985	7	State
1985M07	7/1/1985	HI	51.83606411	1985	7	State
1985M07	7/1/1985	IA	53.26419253	1985	7	State
1985M07	7/1/1985	ID	56.91775753	1985	7	State
1985M07	7/1/1985	IL	46.24034478	1985	7	State
1985M07	7/1/1985	IN	53.11566882	1985	7	State
1985M07	7/1/1985	KS	59.16433873	1985	7	State
1985M07	7/1/1985	KY	53.32406287	1985	7	State
1985M07	7/1/1985	LA	71.15774775	1985	7	State
1985M07	7/1/1985	MA	48.85385022	1985	7	State
1985M07	7/1/1985	MD	53.9606521	1985	7	State
1985M07	7/1/1985	ME	53.91085646	1985	7	State
1985M07	7/1/1985	MI	40.12641497	1985	7	State
1985M07	7/1/1985	MN	46.51319076	1985	7	State
1985M07	7/1/1985	MO	58.65816093	1985	7	State
1985M07	7/1/1985	MS	67.49224445	1985	7	State
1985M07	7/1/1985	MT	51.87476341	1985	7	State
1985M07	7/1/1985	NC	54.78061614	1985	7	State
1985M07	7/1/1985	ND	70.43137995	1985	7	State
1985M07	7/1/1985	NE	56.5703449	1985	7	State
1985M07	7/1/1985	NH	55.56285491	1985	7	State
1985M07	7/1/1985	NJ	51.78660824	1985	7	State
1985M07	7/1/1985	NM	64.72843934	1985	7	State
1985M07	7/1/1985	NV	61.20462621	1985	7	State
1985M07	7/1/1985	NY	54.64479543	1985	7	State
1985M07	7/1/1985	OH	50.64999217	1985	7	State
1985M07	7/1/1985	OK	79.32741708	1985	7	State
1985M07	7/1/1985	OR	39.51793988	1985	7	State
1985M07	7/1/1985	PA	54.38537154	1985	7	State
1985M07	7/1/1985	RI	46.98735276	1985	7	State
1985M07	7/1/1985	SC	56.43622766	1985	7	State
1985M07	7/1/1985	SD	56.77397082	1985	7	State
1985M07	7/1/1985	TN	57.34686754	1985	7	State
1985M07	7/1/1985	TX	76.13984133	1985	7	State
1985M07	7/1/1985	UT	49.76123019	1985	7	State
1985M07	7/1/1985	VA	55.29076438	1985	7	State
1985M07	7/1/1985	VT	51.99432031	1985	7	State
1985M07	7/1/1985	WA	40.89061385	1985	7	State
1985M07	7/1/1985	WI	47.89868364	1985	7	State
1985M07	7/1/1985	WV	64.48427629	1985	7	State
1985M07	7/1/1985	WY	62.29494146	1985	7	State
1985M07	7/1/1985	US.NSA	52.03646327	1985	7	US
1985M07	7/1/1985	US.SA	51.52655385	1985	7	US
1985M08	8/1/1985	AK	82.22201098	1985	8	State
1985M08	8/1/1985	AL	60.7506622	1985	8	State
1985M08	8/1/1985	AR	66.85372907	1985	8	State
1985M08	8/1/1985	AZ	62.35538144	1985	8	State
1985M08	8/1/1985	CA	47.02596214	1985	8	State
1985M08	8/1/1985	CO	45.06412198	1985	8	State
1985M08	8/1/1985	CT	59.26022374	1985	8	State
1985M08	8/1/1985	DC	45.32847919	1985	8	State
1985M08	8/1/1985	DE	52.38471694	1985	8	State
1985M08	8/1/1985	FL	61.36651347	1985	8	State
1985M08	8/1/1985	GA	56.20888697	1985	8	State
1985M08	8/1/1985	HI	52.11268619	1985	8	State
1985M08	8/1/1985	IA	53.3754709	1985	8	State
1985M08	8/1/1985	ID	56.96758818	1985	8	State
1985M08	8/1/1985	IL	46.58436329	1985	8	State
1985M08	8/1/1985	IN	53.01368162	1985	8	State
1985M08	8/1/1985	KS	59.88911401	1985	8	State
1985M08	8/1/1985	KY	53.3730373	1985	8	State
1985M08	8/1/1985	LA	70.70318779	1985	8	State
1985M08	8/1/1985	MA	49.86046141	1985	8	State
1985M08	8/1/1985	MD	54.11377879	1985	8	State
1985M08	8/1/1985	ME	54.5713481	1985	8	State
1985M08	8/1/1985	MI	40.28615879	1985	8	State
1985M08	8/1/1985	MN	47.80858326	1985	8	State
1985M08	8/1/1985	MO	59.03188722	1985	8	State
1985M08	8/1/1985	MS	67.53348005	1985	8	State
1985M08	8/1/1985	MT	52.08543319	1985	8	State
1985M08	8/1/1985	NC	55.17218963	1985	8	State
1985M08	8/1/1985	ND	70.31316408	1985	8	State
1985M08	8/1/1985	NE	56.59770407	1985	8	State
1985M08	8/1/1985	NH	56.76222082	1985	8	State
1985M08	8/1/1985	NJ	52.52969318	1985	8	State
1985M08	8/1/1985	NM	64.65614092	1985	8	State
1985M08	8/1/1985	NV	61.31545031	1985	8	State
1985M08	8/1/1985	NY	55.50393864	1985	8	State
1985M08	8/1/1985	OH	50.93926161	1985	8	State
1985M08	8/1/1985	OK	79.230708	1985	8	State
1985M08	8/1/1985	OR	39.63965499	1985	8	State
1985M08	8/1/1985	PA	54.46812549	1985	8	State
1985M08	8/1/1985	RI	47.67434265	1985	8	State
1985M08	8/1/1985	SC	56.61553157	1985	8	State
1985M08	8/1/1985	SD	56.8387012	1985	8	State
1985M08	8/1/1985	TN	57.73389924	1985	8	State
1985M08	8/1/1985	TX	76.38668325	1985	8	State
1985M08	8/1/1985	UT	49.90575291	1985	8	State
1985M08	8/1/1985	VA	55.60977836	1985	8	State
1985M08	8/1/1985	VT	52.3991969	1985	8	State
1985M08	8/1/1985	WA	41.1212188	1985	8	State
1985M08	8/1/1985	WI	47.84807033	1985	8	State
1985M08	8/1/1985	WV	63.61345377	1985	8	State
1985M08	8/1/1985	WY	61.98716756	1985	8	State
1985M08	8/1/1985	US.NSA	52.3984954	1985	8	US
1985M08	8/1/1985	US.SA	51.91273171	1985	8	US
1985M09	9/1/1985	AK	81.30803423	1985	9	State
1985M09	9/1/1985	AL	60.75919921	1985	9	State
1985M09	9/1/1985	AR	67.28244687	1985	9	State
1985M09	9/1/1985	AZ	62.6577288	1985	9	State
1985M09	9/1/1985	CA	47.24848342	1985	9	State
1985M09	9/1/1985	CO	44.60555238	1985	9	State
1985M09	9/1/1985	CT	60.2392051	1985	9	State
1985M09	9/1/1985	DC	45.50904181	1985	9	State
1985M09	9/1/1985	DE	52.6188138	1985	9	State
1985M09	9/1/1985	FL	61.80375814	1985	9	State
1985M09	9/1/1985	GA	56.52616432	1985	9	State
1985M09	9/1/1985	HI	52.53473606	1985	9	State
1985M09	9/1/1985	IA	53.26852247	1985	9	State
1985M09	9/1/1985	ID	56.90097072	1985	9	State
1985M09	9/1/1985	IL	46.89933042	1985	9	State
1985M09	9/1/1985	IN	53.13025268	1985	9	State
1985M09	9/1/1985	KS	60.36117014	1985	9	State
1985M09	9/1/1985	KY	53.61175386	1985	9	State
1985M09	9/1/1985	LA	70.23360885	1985	9	State
1985M09	9/1/1985	MA	50.82809466	1985	9	State
1985M09	9/1/1985	MD	54.1024002	1985	9	State
1985M09	9/1/1985	ME	55.37675874	1985	9	State
1985M09	9/1/1985	MI	40.43799458	1985	9	State
1985M09	9/1/1985	MN	49.16494244	1985	9	State
1985M09	9/1/1985	MO	59.18232376	1985	9	State
1985M09	9/1/1985	MS	67.35272764	1985	9	State
1985M09	9/1/1985	MT	52.39169533	1985	9	State
1985M09	9/1/1985	NC	55.44638048	1985	9	State
1985M09	9/1/1985	ND	70.07832997	1985	9	State
1985M09	9/1/1985	NE	56.63511197	1985	9	State
1985M09	9/1/1985	NH	58.03877092	1985	9	State
1985M09	9/1/1985	NJ	53.22936953	1985	9	State
1985M09	9/1/1985	NM	64.65370763	1985	9	State
1985M09	9/1/1985	NV	61.60072786	1985	9	State
1985M09	9/1/1985	NY	55.80215887	1985	9	State
1985M09	9/1/1985	OH	51.2779357	1985	9	State
1985M09	9/1/1985	OK	78.86454296	1985	9	State
1985M09	9/1/1985	OR	39.78998388	1985	9	State
1985M09	9/1/1985	PA	54.55122872	1985	9	State
1985M09	9/1/1985	RI	48.47353568	1985	9	State
1985M09	9/1/1985	SC	56.75087388	1985	9	State
1985M09	9/1/1985	SD	56.98725831	1985	9	State
1985M09	9/1/1985	TN	58.00980028	1985	9	State
1985M09	9/1/1985	TX	76.57246504	1985	9	State
1985M09	9/1/1985	UT	50.0071097	1985	9	State
1985M09	9/1/1985	VA	55.78990168	1985	9	State
1985M09	9/1/1985	VT	52.70745897	1985	9	State
1985M09	9/1/1985	WA	41.15986026	1985	9	State
1985M09	9/1/1985	WI	47.72742931	1985	9	State
1985M09	9/1/1985	WV	62.57769355	1985	9	State
1985M09	9/1/1985	WY	61.76088933	1985	9	State
1985M09	9/1/1985	US.NSA	52.66814905	1985	9	US
1985M09	9/1/1985	US.SA	52.22225407	1985	9	US
1985M10	10/1/1985	AK	80.65215823	1985	10	State
1985M10	10/1/1985	AL	60.8992638	1985	10	State
1985M10	10/1/1985	AR	67.51820678	1985	10	State
1985M10	10/1/1985	AZ	62.8171405	1985	10	State
1985M10	10/1/1985	CA	47.30985484	1985	10	State
1985M10	10/1/1985	CO	44.49515862	1985	10	State
1985M10	10/1/1985	CT	61.21983902	1985	10	State
1985M10	10/1/1985	DC	45.5846558	1985	10	State
1985M10	10/1/1985	DE	52.98080179	1985	10	State
1985M10	10/1/1985	FL	61.87294689	1985	10	State
1985M10	10/1/1985	GA	56.70729575	1985	10	State
1985M10	10/1/1985	HI	52.93564631	1985	10	State
1985M10	10/1/1985	IA	53.09827804	1985	10	State
1985M10	10/1/1985	ID	56.85503424	1985	10	State
1985M10	10/1/1985	IL	47.03310498	1985	10	State
1985M10	10/1/1985	IN	53.37660671	1985	10	State
1985M10	10/1/1985	KS	60.38940536	1985	10	State
1985M10	10/1/1985	KY	53.84197879	1985	10	State
1985M10	10/1/1985	LA	69.74872951	1985	10	State
1985M10	10/1/1985	MA	51.97294772	1985	10	State
1985M10	10/1/1985	MD	54.16145566	1985	10	State
1985M10	10/1/1985	ME	56.27438176	1985	10	State
1985M10	10/1/1985	MI	40.68663035	1985	10	State
1985M10	10/1/1985	MN	49.79781168	1985	10	State
1985M10	10/1/1985	MO	59.23734339	1985	10	State
1985M10	10/1/1985	MS	67.09171633	1985	10	State
1985M10	10/1/1985	MT	52.82285243	1985	10	State
1985M10	10/1/1985	NC	55.58548359	1985	10	State
1985M10	10/1/1985	ND	69.77620838	1985	10	State
1985M10	10/1/1985	NE	56.69554247	1985	10	State
1985M10	10/1/1985	NH	59.19951369	1985	10	State
1985M10	10/1/1985	NJ	54.00937089	1985	10	State
1985M10	10/1/1985	NM	64.86406988	1985	10	State
1985M10	10/1/1985	NV	61.94140322	1985	10	State
1985M10	10/1/1985	NY	56.16188829	1985	10	State
1985M10	10/1/1985	OH	51.39956121	1985	10	State
1985M10	10/1/1985	OK	78.19986875	1985	10	State
1985M10	10/1/1985	OR	39.91513863	1985	10	State
1985M10	10/1/1985	PA	54.8639294	1985	10	State
1985M10	10/1/1985	RI	49.3720277	1985	10	State
1985M10	10/1/1985	SC	56.79571671	1985	10	State
1985M10	10/1/1985	SD	57.16576766	1985	10	State
1985M10	10/1/1985	TN	58.14602016	1985	10	State
1985M10	10/1/1985	TX	76.44879495	1985	10	State
1985M10	10/1/1985	UT	50.01777017	1985	10	State
1985M10	10/1/1985	VA	55.79283117	1985	10	State
1985M10	10/1/1985	VT	52.92603895	1985	10	State
1985M10	10/1/1985	WA	41.01634901	1985	10	State
1985M10	10/1/1985	WI	47.67413437	1985	10	State
1985M10	10/1/1985	WV	61.67422511	1985	10	State
1985M10	10/1/1985	WY	61.71502548	1985	10	State
1985M10	10/1/1985	US.NSA	52.84471703	1985	10	US
1985M10	10/1/1985	US.SA	52.47660843	1985	10	US
1985M11	11/1/1985	AK	80.32964424	1985	11	State
1985M11	11/1/1985	AL	61.20584253	1985	11	State
1985M11	11/1/1985	AR	67.59721135	1985	11	State
1985M11	11/1/1985	AZ	62.86001609	1985	11	State
1985M11	11/1/1985	CA	47.32038629	1985	11	State
1985M11	11/1/1985	CO	44.85212592	1985	11	State
1985M11	11/1/1985	CT	62.01212537	1985	11	State
1985M11	11/1/1985	DC	45.59362671	1985	11	State
1985M11	11/1/1985	DE	53.50497676	1985	11	State
1985M11	11/1/1985	FL	61.63474432	1985	11	State
1985M11	11/1/1985	GA	56.77085104	1985	11	State
1985M11	11/1/1985	HI	53.24805451	1985	11	State
1985M11	11/1/1985	IA	53.02819501	1985	11	State
1985M11	11/1/1985	ID	56.86157956	1985	11	State
1985M11	11/1/1985	IL	47.10588484	1985	11	State
1985M11	11/1/1985	IN	53.64235288	1985	11	State
1985M11	11/1/1985	KS	60.3627761	1985	11	State
1985M11	11/1/1985	KY	54.06734028	1985	11	State
1985M11	11/1/1985	LA	69.20056334	1985	11	State
1985M11	11/1/1985	MA	53.0775789	1985	11	State
1985M11	11/1/1985	MD	54.51179688	1985	11	State
1985M11	11/1/1985	ME	57.07683415	1985	11	State
1985M11	11/1/1985	MI	40.8412899	1985	11	State
1985M11	11/1/1985	MN	49.98951892	1985	11	State
1985M11	11/1/1985	MO	59.28590018	1985	11	State
1985M11	11/1/1985	MS	66.8654366	1985	11	State
1985M11	11/1/1985	MT	53.33172868	1985	11	State
1985M11	11/1/1985	NC	55.66882998	1985	11	State
1985M11	11/1/1985	ND	69.51726506	1985	11	State
1985M11	11/1/1985	NE	56.77908559	1985	11	State
1985M11	11/1/1985	NH	60.17813645	1985	11	State
1985M11	11/1/1985	NJ	54.78831349	1985	11	State
1985M11	11/1/1985	NM	65.26404182	1985	11	State
1985M11	11/1/1985	NV	62.25000325	1985	11	State
1985M11	11/1/1985	NY	56.88157704	1985	11	State
1985M11	11/1/1985	OH	51.28670008	1985	11	State
1985M11	11/1/1985	OK	77.40772942	1985	11	State
1985M11	11/1/1985	OR	39.9325163	1985	11	State
1985M11	11/1/1985	PA	55.16367406	1985	11	State
1985M11	11/1/1985	RI	50.21381339	1985	11	State
1985M11	11/1/1985	SC	56.91444812	1985	11	State
1985M11	11/1/1985	SD	57.31640836	1985	11	State
1985M11	11/1/1985	TN	58.26848289	1985	11	State
1985M11	11/1/1985	TX	76.073232	1985	11	State
1985M11	11/1/1985	UT	49.99324154	1985	11	State
1985M11	11/1/1985	VA	55.79789304	1985	11	State
1985M11	11/1/1985	VT	53.12041702	1985	11	State
1985M11	11/1/1985	WA	40.9150219	1985	11	State
1985M11	11/1/1985	WI	47.71366201	1985	11	State
1985M11	11/1/1985	WV	61.20206529	1985	11	State
1985M11	11/1/1985	WY	61.79351328	1985	11	State
1985M11	11/1/1985	US.NSA	52.99531948	1985	11	US
1985M11	11/1/1985	US.SA	52.74674891	1985	11	US
1985M12	12/1/1985	AK	80.20708374	1985	12	State
1985M12	12/1/1985	AL	61.41665131	1985	12	State
1985M12	12/1/1985	AR	67.58882571	1985	12	State
1985M12	12/1/1985	AZ	62.93730833	1985	12	State
1985M12	12/1/1985	CA	47.39372015	1985	12	State
1985M12	12/1/1985	CO	45.28593676	1985	12	State
1985M12	12/1/1985	CT	62.65109182	1985	12	State
1985M12	12/1/1985	DC	45.5908705	1985	12	State
1985M12	12/1/1985	DE	54.11968133	1985	12	State
1985M12	12/1/1985	FL	61.42780267	1985	12	State
1985M12	12/1/1985	GA	56.92610696	1985	12	State
1985M12	12/1/1985	HI	53.50741945	1985	12	State
1985M12	12/1/1985	IA	53.108452	1985	12	State
1985M12	12/1/1985	ID	56.83974494	1985	12	State
1985M12	12/1/1985	IL	47.18156761	1985	12	State
1985M12	12/1/1985	IN	53.9020772	1985	12	State
1985M12	12/1/1985	KS	60.36721067	1985	12	State
1985M12	12/1/1985	KY	54.23558883	1985	12	State
1985M12	12/1/1985	LA	68.87128636	1985	12	State
1985M12	12/1/1985	MA	53.97385118	1985	12	State
1985M12	12/1/1985	MD	54.93659645	1985	12	State
1985M12	12/1/1985	ME	57.66630957	1985	12	State
1985M12	12/1/1985	MI	40.9099313	1985	12	State
1985M12	12/1/1985	MN	50.07907461	1985	12	State
1985M12	12/1/1985	MO	59.30188311	1985	12	State
1985M12	12/1/1985	MS	66.78329132	1985	12	State
1985M12	12/1/1985	MT	53.83522071	1985	12	State
1985M12	12/1/1985	NC	55.76816639	1985	12	State
1985M12	12/1/1985	ND	69.408617	1985	12	State
1985M12	12/1/1985	NE	56.88019164	1985	12	State
1985M12	12/1/1985	NH	61.14299029	1985	12	State
1985M12	12/1/1985	NJ	55.4245682	1985	12	State
1985M12	12/1/1985	NM	65.69103245	1985	12	State
1985M12	12/1/1985	NV	62.53165775	1985	12	State
1985M12	12/1/1985	NY	57.80873778	1985	12	State
1985M12	12/1/1985	OH	51.30984829	1985	12	State
1985M12	12/1/1985	OK	76.94661225	1985	12	State
1985M12	12/1/1985	OR	39.69671421	1985	12	State
1985M12	12/1/1985	PA	55.37617715	1985	12	State
1985M12	12/1/1985	RI	50.90385389	1985	12	State
1985M12	12/1/1985	SC	57.10138602	1985	12	State
1985M12	12/1/1985	SD	57.39522719	1985	12	State
1985M12	12/1/1985	TN	58.49692725	1985	12	State
1985M12	12/1/1985	TX	75.68789	1985	12	State
1985M12	12/1/1985	UT	49.96271606	1985	12	State
1985M12	12/1/1985	VA	55.88809609	1985	12	State
1985M12	12/1/1985	VT	53.34794281	1985	12	State
1985M12	12/1/1985	WA	40.9656179	1985	12	State
1985M12	12/1/1985	WI	47.86867607	1985	12	State
1985M12	12/1/1985	WV	61.27178478	1985	12	State
1985M12	12/1/1985	WY	61.83128354	1985	12	State
1985M12	12/1/1985	US.NSA	53.17028971	1985	12	US
1985M12	12/1/1985	US.SA	53.04202151	1985	12	US
1986M01	1/1/1986	AK	80.18959172	1986	1	State
1986M01	1/1/1986	AL	61.50304726	1986	1	State
1986M01	1/1/1986	AR	67.51310925	1986	1	State
1986M01	1/1/1986	AZ	63.10594264	1986	1	State
1986M01	1/1/1986	CA	47.50836963	1986	1	State
1986M01	1/1/1986	CO	45.6209087	1986	1	State
1986M01	1/1/1986	CT	63.36859035	1986	1	State
1986M01	1/1/1986	DC	45.65795508	1986	1	State
1986M01	1/1/1986	DE	54.71058851	1986	1	State
1986M01	1/1/1986	FL	61.48729819	1986	1	State
