per_idx	cat_idx	dt_idx	et_idx	geo_idx	is_adj	val
329	7	2	0	3	1	188
329	7	2	0	4	1	533
329	7	2	0	5	1	237
329	7	3	0	1	1	616
329	8	1	0	1	0	147.9
329	8	1	0	2	0	18
329	8	1	0	3	0	20.4
329	8	1	0	4	0	74.3
329	8	1	0	5	0	35.2
329	8	2	0	1	0	88.6
329	8	2	0	2	0	13.7
329	8	2	0	3	0	13.2
329	8	2	0	4	0	43
329	8	2	0	5	0	18.7
329	8	3	0	1	0	53.7
330	1	1	0	1	1	1790
330	1	1	0	2	1	284
330	1	1	0	3	1	289
330	1	1	0	4	1	724
330	1	1	0	5	1	493
330	1	2	0	1	1	1107
330	1	3	0	1	1	577
330	2	1	0	1	0	173.7
330	2	1	0	2	0	28.4
330	2	1	0	3	0	29.5
330	2	1	0	4	0	66.5
330	2	1	0	5	0	49.2
330	2	2	0	1	0	110.8
330	2	2	0	2	0	21.1
330	2	2	0	3	0	18.4
330	2	2	0	4	0	44.2
330	2	2	0	5	0	27.2
330	2	3	0	1	0	52.7
330	3	1	0	1	0	210.8
330	3	1	0	2	0	39
330	3	1	0	3	0	23.6
330	3	1	0	4	0	102.3
330	3	1	0	5	0	45.9
330	3	2	0	1	0	93.6
330	3	2	0	2	0	24
330	3	2	0	3	0	11
330	3	2	0	4	0	42.7
330	3	2	0	5	0	15.9
330	3	3	0	1	0	105.5
330	4	1	0	1	1	1847
330	4	1	0	2	1	286
330	4	1	0	3	1	294
330	4	1	0	4	1	768
330	4	1	0	5	1	499
330	4	2	0	1	1	1221
330	4	2	0	2	1	213
330	4	2	0	3	1	187
330	4	2	0	4	1	550
330	4	2	0	5	1	271
330	4	3	0	1	1	550
330	5	1	0	1	0	183.6
330	5	1	0	2	0	30.4
330	5	1	0	3	0	34.9
330	5	1	0	4	0	70.3
330	5	1	0	5	0	48.1
330	5	2	0	1	0	124.9
330	5	2	0	2	0	23.6
330	5	2	0	3	0	23.1
330	5	2	0	4	0	51.7
330	5	2	0	5	0	26.5
330	5	3	0	1	0	51.7
330	6	1	0	1	1	1149
330	6	1	0	1	0	1175.5
330	6	1	0	2	1	211
330	6	1	0	2	0	210.9
330	6	1	0	3	1	168
330	6	1	0	3	0	174.8
330	6	1	0	4	1	449
330	6	1	0	4	0	461.4
330	6	1	0	5	1	321
330	6	1	0	5	0	328.3
330	6	2	0	1	1	610
330	6	2	0	1	0	635.4
330	6	2	0	2	1	139
330	6	2	0	2	0	140.8
330	6	2	0	3	1	89
330	6	2	0	3	0	94.7
330	6	2	0	4	1	246
330	6	2	0	4	0	257.8
330	6	2	0	5	1	136
330	6	2	0	5	0	142.1
330	6	3	0	1	1	487
330	6	3	0	1	0	487.8
330	7	1	0	1	1	1672
330	7	1	0	2	1	249
330	7	1	0	3	1	232
330	7	1	0	4	1	742
330	7	1	0	5	1	449
330	7	2	0	1	1	1070
330	7	2	0	2	1	175
330	7	2	0	3	1	153
330	7	2	0	4	1	498
330	7	2	0	5	1	244
330	7	3	0	1	1	521
330	8	1	0	1	0	149.9
330	8	1	0	2	0	22.3
330	8	1	0	3	0	21
330	8	1	0	4	0	66.3
330	8	1	0	5	0	40.4
330	8	2	0	1	0	95.1
330	8	2	0	2	0	15.5
330	8	2	0	3	0	13.6
330	8	2	0	4	0	44
330	8	2	0	5	0	22.1
330	8	3	0	1	0	47.2
331	1	1	0	1	1	1780
331	1	1	0	2	1	302
331	1	1	0	3	1	297
331	1	1	0	4	1	701
331	1	1	0	5	1	480
331	1	2	0	1	1	1102
331	1	3	0	1	1	571
331	2	1	0	1	0	167.1
331	2	1	0	2	0	29.9
331	2	1	0	3	0	30.6
331	2	1	0	4	0	62
331	2	1	0	5	0	44.7
331	2	2	0	1	0	106.2
331	2	2	0	2	0	22
331	2	2	0	3	0	18.1
331	2	2	0	4	0	41.4
331	2	2	0	5	0	24.7
331	2	3	0	1	0	51.4
331	3	1	0	1	0	212.1
331	3	1	0	2	0	42.8
331	3	1	0	3	0	20.3
331	3	1	0	4	0	104.1
331	3	1	0	5	0	44.8
331	3	2	0	1	0	96
331	3	2	0	2	0	26.3
331	3	2	0	3	0	9.6
331	3	2	0	4	0	45.4
331	3	2	0	5	0	14.6
331	3	3	0	1	0	104.6
331	4	1	0	1	1	1782
331	4	1	0	2	1	272
331	4	1	0	3	1	325
331	4	1	0	4	1	712
331	4	1	0	5	1	473
331	4	2	0	1	1	1153
331	4	2	0	2	1	206
331	4	2	0	3	1	187
331	4	2	0	4	1	488
331	4	2	0	5	1	272
331	4	3	0	1	1	549
331	5	1	0	1	0	172
331	5	1	0	2	0	28.1
331	5	1	0	3	0	34.4
331	5	1	0	4	0	64.2
331	5	1	0	5	0	45.3
331	5	2	0	1	0	113.5
331	5	2	0	2	0	22.1
331	5	2	0	3	0	20.3
331	5	2	0	4	0	44.7
331	5	2	0	5	0	26.4
331	5	3	0	1	0	50.5
331	6	1	0	1	1	1151
331	6	1	0	1	0	1194.8
331	6	1	0	2	1	216
331	6	1	0	2	0	219.2
331	6	1	0	3	1	171
331	6	1	0	3	0	183.5
331	6	1	0	4	1	444
331	6	1	0	4	0	459
331	6	1	0	5	1	320
331	6	1	0	5	0	333
331	6	2	0	1	1	617
331	6	2	0	1	0	654.3
331	6	2	0	2	1	144
331	6	2	0	2	0	149.1
331	6	2	0	3	1	91
331	6	2	0	3	0	100.3
331	6	2	0	4	1	245
331	6	2	0	4	0	258.8
331	6	2	0	5	1	137
331	6	2	0	5	0	146
331	6	3	0	1	1	482
331	6	3	0	1	0	487.8
331	7	1	0	1	1	1722
331	7	1	0	2	1	217
331	7	1	0	3	1	293
331	7	1	0	4	1	748
331	7	1	0	5	1	464
331	7	2	0	1	1	1070
331	7	2	0	2	1	151
331	7	2	0	3	1	168
331	7	2	0	4	1	497
331	7	2	0	5	1	254
331	7	3	0	1	1	570
331	8	1	0	1	0	150.5
331	8	1	0	2	0	19.2
331	8	1	0	3	0	25.4
331	8	1	0	4	0	66
331	8	1	0	5	0	39.9
331	8	2	0	1	0	93.8
331	8	2	0	2	0	13.6
331	8	2	0	3	0	14.8
331	8	2	0	4	0	43
331	8	2	0	5	0	22.4
331	8	3	0	1	0	49.9
332	1	1	0	1	1	1726
332	1	1	0	2	1	284
332	1	1	0	3	1	304
332	1	1	0	4	1	662
332	1	1	0	5	1	476
332	1	2	0	1	1	1056
332	1	3	0	1	1	561
332	2	1	0	1	0	146.5
332	2	1	0	2	0	25.7
332	2	1	0	3	0	27.9
332	2	1	0	4	0	53
332	2	1	0	5	0	39.9
332	2	2	0	1	0	91.3
332	2	2	0	2	0	18.9
332	2	2	0	3	0	16.5
332	2	2	0	4	0	34.9
332	2	2	0	5	0	21
332	2	3	0	1	0	45.9
332	3	1	0	1	0	198
332	3	1	0	2	0	34.7
332	3	1	0	3	0	18.2
332	3	1	0	4	0	101.7
332	3	1	0	5	0	43.4
332	3	2	0	1	0	89.3
332	3	2	0	2	0	21.8
332	3	2	0	3	0	8.1
332	3	2	0	4	0	44.8
332	3	2	0	5	0	14.5
332	3	3	0	1	0	98.8
332	4	1	0	1	1	1807
332	4	1	0	2	1	330
332	4	1	0	3	1	311
332	4	1	0	4	1	708
332	4	1	0	5	1	458
332	4	2	0	1	1	1194
332	4	2	0	2	1	242
332	4	2	0	3	1	198
332	4	2	0	4	1	497
332	4	2	0	5	1	257
332	4	3	0	1	1	527
332	5	1	0	1	0	163.8
332	5	1	0	2	0	34
332	5	1	0	3	0	30.4
332	5	1	0	4	0	59.6
332	5	1	0	5	0	39.8
332	5	2	0	1	0	109.4
332	5	2	0	2	0	25
332	5	2	0	3	0	19.7
332	5	2	0	4	0	42.9
332	5	2	0	5	0	21.8
332	5	3	0	1	0	46.4
332	6	1	0	1	1	1157
332	6	1	0	1	0	1197.2
332	6	1	0	2	1	219
332	6	1	0	2	0	229.7
332	6	1	0	3	1	174
332	6	1	0	3	0	185.8
332	6	1	0	4	1	444
332	6	1	0	4	0	452
332	6	1	0	5	1	320
332	6	1	0	5	0	329.8
332	6	2	0	1	1	624
332	6	2	0	1	0	661
332	6	2	0	2	1	146
332	6	2	0	2	0	156.3
332	6	2	0	3	1	94
332	6	2	0	3	0	104
332	6	2	0	4	1	247
332	6	2	0	4	0	257.2
332	6	2	0	5	1	137
332	6	2	0	5	0	143.5
332	6	3	0	1	1	480
332	6	3	0	1	0	481.9
332	7	1	0	1	1	1763
332	7	1	0	2	1	273
332	7	1	0	3	1	279
332	7	1	0	4	1	744
332	7	1	0	5	1	467
332	7	2	0	1	1	1131
332	7	2	0	2	1	206
332	7	2	0	3	1	167
332	7	2	0	4	1	497
332	7	2	0	5	1	261
332	7	3	0	1	1	565
332	8	1	0	1	0	159.2
332	8	1	0	2	0	23.5
332	8	1	0	3	0	27.6
332	8	1	0	4	0	66
332	8	1	0	5	0	42
332	8	2	0	1	0	102.8
332	8	2	0	2	0	17.8
332	8	2	0	3	0	15.8
332	8	2	0	4	0	45.1
332	8	2	0	5	0	24
332	8	3	0	1	0	50.3
333	1	1	0	1	1	1686
333	1	1	0	2	1	304
333	1	1	0	3	1	273
333	1	1	0	4	1	631
333	1	1	0	5	1	478
333	1	2	0	1	1	1077
333	1	3	0	1	1	508
333	2	1	0	1	0	153.7
333	2	1	0	2	0	30.2
333	2	1	0	3	0	27.8
333	2	1	0	4	0	54.4
333	2	1	0	5	0	41.3
333	2	2	0	1	0	94.8
333	2	2	0	2	0	20.4
333	2	2	0	3	0	16.3
333	2	2	0	4	0	36.5
333	2	2	0	5	0	21.7
333	2	3	0	1	0	49.6
333	3	1	0	1	0	202.9
333	3	1	0	2	0	39
333	3	1	0	3	0	20.4
333	3	1	0	4	0	97.8
333	3	1	0	5	0	45.8
333	3	2	0	1	0	94.4
333	3	2	0	2	0	22.3
333	3	2	0	3	0	8.3
333	3	2	0	4	0	47.4
333	3	2	0	5	0	16.4
333	3	3	0	1	0	97.6
333	4	1	0	1	1	1687
333	4	1	0	2	1	295
333	4	1	0	3	1	269
333	4	1	0	4	1	698
333	4	1	0	5	1	425
333	4	2	0	1	1	1137
333	4	2	0	2	1	232
333	4	2	0	3	1	184
333	4	2	0	4	1	480
333	4	2	0	5	1	241
333	4	3	0	1	1	486
333	5	1	0	1	0	154
333	5	1	0	2	0	29.1
333	5	1	0	3	0	27.4
333	5	1	0	4	0	60.9
333	5	1	0	5	0	36.6
333	5	2	0	1	0	102.5
333	5	2	0	2	0	23
333	5	2	0	3	0	18.9
333	5	2	0	4	0	40.9
333	5	2	0	5	0	19.7
333	5	3	0	1	0	46.1
333	6	1	0	1	1	1148
333	6	1	0	1	0	1191.6
333	6	1	0	2	1	222
333	6	1	0	2	0	232.1
333	6	1	0	3	1	173
333	6	1	0	3	0	186
333	6	1	0	4	1	437
333	6	1	0	4	0	447.2
333	6	1	0	5	1	316
333	6	1	0	5	0	326.2
333	6	2	0	1	1	624
333	6	2	0	1	0	658.2
333	6	2	0	2	1	149
333	6	2	0	2	0	158.7
333	6	2	0	3	1	95
333	6	2	0	3	0	105.1
333	6	2	0	4	1	245
333	6	2	0	4	0	254.3
333	6	2	0	5	1	135
333	6	2	0	5	0	140.1
333	6	3	0	1	1	474
333	6	3	0	1	0	481.2
333	7	1	0	1	1	1732
333	7	1	0	2	1	279
333	7	1	0	3	1	278
333	7	1	0	4	1	714
333	7	1	0	5	1	461
333	7	2	0	1	1	1113
333	7	2	0	2	1	206
333	7	2	0	3	1	170
333	7	2	0	4	1	483
333	7	2	0	5	1	254
333	7	3	0	1	1	544
333	8	1	0	1	0	157.2
333	8	1	0	2	0	25.9
333	8	1	0	3	0	28.1
333	8	1	0	4	0	64.1
333	8	1	0	5	0	39.1
333	8	2	0	1	0	104.9
333	8	2	0	2	0	20
333	8	2	0	3	0	18
333	8	2	0	4	0	43.6
333	8	2	0	5	0	23.3
333	8	3	0	1	0	45.7
334	1	1	0	1	1	1675
334	1	1	0	2	1	273
334	1	1	0	3	1	264
334	1	1	0	4	1	633
334	1	1	0	5	1	505
334	1	2	0	1	1	1050
334	1	3	0	1	1	518
334	2	1	0	1	0	150.2
334	2	1	0	2	0	26.7
334	2	1	0	3	0	26.8
334	2	1	0	4	0	54.3
334	2	1	0	5	0	42.5
334	2	2	0	1	0	93.5
334	2	2	0	2	0	19.5
334	2	2	0	3	0	15.8
334	2	2	0	4	0	35.9
334	2	2	0	5	0	22.3
334	2	3	0	1	0	46.7
334	3	1	0	1	0	195.3
334	3	1	0	2	0	39.7
334	3	1	0	3	0	19.6
334	3	1	0	4	0	88.7
334	3	1	0	5	0	47.4
334	3	2	0	1	0	92.7
334	3	2	0	2	0	23.8
334	3	2	0	3	0	7.9
334	3	2	0	4	0	43.1
334	3	2	0	5	0	17.9
334	3	3	0	1	0	90.8
334	4	1	0	1	1	1681
334	4	1	0	2	1	281
334	4	1	0	3	1	263
334	4	1	0	4	1	683
334	4	1	0	5	1	454
334	4	2	0	1	1	1126
334	4	2	0	2	1	211
334	4	2	0	3	1	182
334	4	2	0	4	1	481
334	4	2	0	5	1	252
334	4	3	0	1	1	471
334	5	1	0	1	0	154.8
334	5	1	0	2	0	27.2
334	5	1	0	3	0	27.3
334	5	1	0	4	0	60.4
334	5	1	0	5	0	39.9
334	5	2	0	1	0	100.9
334	5	2	0	2	0	20
334	5	2	0	3	0	17.9
334	5	2	0	4	0	41.2
334	5	2	0	5	0	21.8
334	5	3	0	1	0	46.3
334	6	1	0	1	1	1136
334	6	1	0	1	0	1174.8
334	6	1	0	2	1	221
334	6	1	0	2	0	234.3
334	6	1	0	3	1	170
334	6	1	0	3	0	182.5
334	6	1	0	4	1	432
334	6	1	0	4	0	437.7
334	6	1	0	5	1	313
334	6	1	0	5	0	320.3
334	6	2	0	1	1	620
334	6	2	0	1	0	648.3
334	6	2	0	2	1	149
334	6	2	0	2	0	159.5
334	6	2	0	3	1	94
334	6	2	0	3	0	102.6
334	6	2	0	4	1	243
334	6	2	0	4	0	248.7
334	6	2	0	5	1	134
334	6	2	0	5	0	137.4
334	6	3	0	1	1	465
334	6	3	0	1	0	475.6
334	7	1	0	1	1	1782
334	7	1	0	2	1	262
334	7	1	0	3	1	296
334	7	1	0	4	1	752
334	7	1	0	5	1	472
334	7	2	0	1	1	1170
334	7	2	0	2	1	196
334	7	2	0	3	1	194
334	7	2	0	4	1	510
334	7	2	0	5	1	270
334	7	3	0	1	1	536
334	8	1	0	1	0	167.3
334	8	1	0	2	0	25
334	8	1	0	3	0	30.2
334	8	1	0	4	0	67.9
334	8	1	0	5	0	44.3
334	8	2	0	1	0	109.7
334	8	2	0	2	0	19.2
334	8	2	0	3	0	20.1
334	8	2	0	4	0	45.9
334	8	2	0	5	0	24.5
334	8	3	0	1	0	50.4
335	1	1	0	1	1	1644
335	1	1	0	2	1	265
335	1	1	0	3	1	295
335	1	1	0	4	1	607
335	1	1	0	5	1	477
335	1	2	0	1	1	1027
335	1	3	0	1	1	524
335	2	1	0	1	0	110.3
335	2	1	0	2	0	18.5
335	2	1	0	3	0	21.3
335	2	1	0	4	0	40.9
335	2	1	0	5	0	29.6
335	2	2	0	1	0	66.4
335	2	2	0	2	0	14.1
335	2	2	0	3	0	10.9
335	2	2	0	4	0	25.7
335	2	2	0	5	0	15.7
335	2	3	0	1	0	37.5
335	3	1	0	1	0	186.9
335	3	1	0	2	0	33
335	3	1	0	3	0	20.8
335	3	1	0	4	0	88.5
335	3	1	0	5	0	44.6
335	3	2	0	1	0	87.1
335	3	2	0	2	0	21.4
335	3	2	0	3	0	7.6
335	3	2	0	4	0	42.5
335	3	2	0	5	0	15.6
335	3	3	0	1	0	87.8
335	4	1	0	1	1	1623
335	4	1	0	2	1	271
335	4	1	0	3	1	271
335	4	1	0	4	1	610
335	4	1	0	5	1	471
335	4	2	0	1	1	1113
335	4	2	0	2	1	221
335	4	2	0	3	1	184
335	4	2	0	4	1	439
335	4	2	0	5	1	269
335	4	3	0	1	1	439
335	5	1	0	1	0	115.6
335	5	1	0	2	0	21.7
335	5	1	0	3	0	19.8
335	5	1	0	4	0	43.2
335	5	1	0	5	0	31
335	5	2	0	1	0	77.5
335	5	2	0	2	0	17
335	5	2	0	3	0	12.7
335	5	2	0	4	0	30.1
335	5	2	0	5	0	17.7
335	5	3	0	1	0	32.7
335	6	1	0	1	1	1119
335	6	1	0	1	0	1142.1
335	6	1	0	2	1	220
335	6	1	0	2	0	231.1
335	6	1	0	3	1	167
335	6	1	0	3	0	175.5
335	6	1	0	4	1	420
335	6	1	0	4	0	421.7
335	6	1	0	5	1	312
335	6	1	0	5	0	313.7
335	6	2	0	1	1	615
335	6	2	0	1	0	626
335	6	2	0	2	1	149
335	6	2	0	2	0	157.1
335	6	2	0	3	1	93
335	6	2	0	3	0	97
335	6	2	0	4	1	237
335	6	2	0	4	0	236.9
335	6	2	0	5	1	136
335	6	2	0	5	0	135
335	6	3	0	1	1	456
335	6	3	0	1	0	467.1
335	7	1	0	1	1	1793
335	7	1	0	2	1	273
335	7	1	0	3	1	311
335	7	1	0	4	1	729
335	7	1	0	5	1	480
335	7	2	0	1	1	1153
335	7	2	0	2	1	209
335	7	2	0	3	1	192
335	7	2	0	4	1	500
335	7	2	0	5	1	252
335	7	3	0	1	1	547
335	8	1	0	1	0	147
335	8	1	0	2	0	24.8
335	8	1	0	3	0	27.4
335	8	1	0	4	0	57.9
335	8	1	0	5	0	36.9
335	8	2	0	1	0	99.1
335	8	2	0	2	0	19.2
335	8	2	0	3	0	18.6
335	8	2	0	4	0	41.1
335	8	2	0	5	0	20.2
335	8	3	0	1	0	40.6
336	1	1	0	1	1	1903
336	1	1	0	2	1	292
336	1	1	0	3	1	313
336	1	1	0	4	1	591
336	1	1	0	5	1	707
336	1	2	0	1	1	1184
336	1	3	0	1	1	614
336	2	1	0	1	0	133.4
336	2	1	0	2	0	20.5
336	2	1	0	3	0	18.6
336	2	1	0	4	0	43.2
336	2	1	0	5	0	51.1
336	2	2	0	1	0	74.7
336	2	2	0	2	0	13.1
336	2	2	0	3	0	9.1
336	2	2	0	4	0	28
336	2	2	0	5	0	24.5
336	2	3	0	1	0	51
336	3	1	0	1	0	205.2
336	3	1	0	2	0	34.4
336	3	1	0	3	0	21.1
336	3	1	0	4	0	91.3
336	3	1	0	5	0	58.4
336	3	2	0	1	0	92.8
336	3	2	0	2	0	21.2
336	3	2	0	3	0	6.4
336	3	2	0	4	0	43.5
336	3	2	0	5	0	21.7
336	3	3	0	1	0	100.2
336	4	1	0	1	1	1833
336	4	1	0	2	1	312
336	4	1	0	3	1	365
336	4	1	0	4	1	615
336	4	1	0	5	1	541
336	4	2	0	1	1	1227
336	4	2	0	2	1	258
336	4	2	0	3	1	226
336	4	2	0	4	1	455
336	4	2	0	5	1	288
336	4	3	0	1	1	495
336	5	1	0	1	0	113
336	5	1	0	2	0	19.1
336	5	1	0	3	0	18.9
336	5	1	0	4	0	39.4
336	5	1	0	5	0	35.5
336	5	2	0	1	0	72.2
336	5	2	0	2	0	15.2
336	5	2	0	3	0	10.6
336	5	2	0	4	0	28.2
336	5	2	0	5	0	18.3
336	5	3	0	1	0	33.7
336	6	1	0	1	1	1107
336	6	1	0	1	0	1073.5
336	6	1	0	2	1	218
336	6	1	0	2	0	218.9
336	6	1	0	3	1	171
336	6	1	0	3	0	165.7
336	6	1	0	4	1	406
336	6	1	0	4	0	387.3
336	6	1	0	5	1	312
336	6	1	0	5	0	301.5
336	6	2	0	1	1	613
336	6	2	0	1	0	583.1
336	6	2	0	2	1	150
336	6	2	0	2	0	149.1
336	6	2	0	3	1	95
336	6	2	0	3	0	88.9
336	6	2	0	4	1	232
336	6	2	0	4	0	216.9
336	6	2	0	5	1	136
336	6	2	0	5	0	128.2
336	6	3	0	1	1	444
336	6	3	0	1	0	442.7
336	7	1	0	1	1	1840
336	7	1	0	2	1	302
336	7	1	0	3	1	285
336	7	1	0	4	1	755
336	7	1	0	5	1	498
336	7	2	0	1	1	1164
336	7	2	0	2	1	218
336	7	2	0	3	1	180
336	7	2	0	4	1	496
336	7	2	0	5	1	270
336	7	3	0	1	1	587
336	8	1	0	1	0	174.7
336	8	1	0	2	0	28.4
336	8	1	0	3	0	28.1
336	8	1	0	4	0	71.6
336	8	1	0	5	0	46.6
336	8	2	0	1	0	112.1
336	8	2	0	2	0	21.2
336	8	2	0	3	0	18.4
336	8	2	0	4	0	47.7
336	8	2	0	5	0	24.8
336	8	3	0	1	0	54.4
337	1	1	0	1	1	1690
337	1	1	0	2	1	286
337	1	1	0	3	1	351
337	1	1	0	4	1	570
337	1	1	0	5	1	483
337	1	2	0	1	1	1088
337	1	3	0	1	1	502
337	2	1	0	1	0	101
337	2	1	0	2	0	14.2
337	2	1	0	3	0	13.6
337	2	1	0	4	0	41
337	2	1	0	5	0	32.2
337	2	2	0	1	0	62.4
337	2	2	0	2	0	9
337	2	2	0	3	0	7.8
337	2	2	0	4	0	28.1
337	2	2	0	5	0	17.6
337	2	3	0	1	0	32.6
337	3	1	0	1	0	197.3
337	3	1	0	2	0	33
337	3	1	0	3	0	19.2
337	3	1	0	4	0	88.1
337	3	1	0	5	0	57
337	3	2	0	1	0	89.3
337	3	2	0	2	0	18.7
337	3	2	0	3	0	6.6
337	3	2	0	4	0	41.2
337	3	2	0	5	0	22.9
337	3	3	0	1	0	94.6
337	4	1	0	1	1	1774
337	4	1	0	2	1	302
337	4	1	0	3	1	423
337	4	1	0	4	1	609
337	4	1	0	5	1	440
337	4	2	0	1	1	1224
337	4	2	0	2	1	241
337	4	2	0	3	1	229
337	4	2	0	4	1	496
337	4	2	0	5	1	258
337	4	3	0	1	1	474
337	5	1	0	1	0	105.1
337	5	1	0	2	0	15.5
337	5	1	0	3	0	16
337	5	1	0	4	0	44.3
337	5	1	0	5	0	29.3
337	5	2	0	1	0	69.2
337	5	2	0	2	0	11.8
337	5	2	0	3	0	7.9
337	5	2	0	4	0	33.2
337	5	2	0	5	0	16.3
337	5	3	0	1	0	30.5
337	6	1	0	1	1	1090
337	6	1	0	1	0	1040.9
337	6	1	0	2	1	219
337	6	1	0	2	0	211.8
337	6	1	0	3	1	173
337	6	1	0	3	0	160.1
337	6	1	0	4	1	393
337	6	1	0	4	0	375.9
337	6	1	0	5	1	305
337	6	1	0	5	0	293.1
337	6	2	0	1	1	610
337	6	2	0	1	0	566.3
337	6	2	0	2	1	151
337	6	2	0	2	0	144.3
337	6	2	0	3	1	94
337	6	2	0	3	0	83.5
337	6	2	0	4	1	231
337	6	2	0	4	0	213.6
337	6	2	0	5	1	134
337	6	2	0	5	0	125
337	6	3	0	1	1	432
337	6	3	0	1	0	427.5
337	7	1	0	1	1	1862
337	7	1	0	2	1	277
337	7	1	0	3	1	323
337	7	1	0	4	1	757
337	7	1	0	5	1	505
337	7	2	0	1	1	1165
337	7	2	0	2	1	212
337	7	2	0	3	1	195
337	7	2	0	4	1	497
337	7	2	0	5	1	261
337	7	3	0	1	1	616
337	8	1	0	1	0	136.7
337	8	1	0	2	0	21.4
337	8	1	0	3	0	21.8
337	8	1	0	4	0	56.1
337	8	1	0	5	0	37.4
337	8	2	0	1	0	85
337	8	2	0	2	0	15.7
337	8	2	0	3	0	13.2
337	8	2	0	4	0	36.6
337	8	2	0	5	0	19.5
337	8	3	0	1	0	46
338	1	1	0	1	1	1689
338	1	1	0	2	1	306
338	1	1	0	3	1	371
338	1	1	0	4	1	603
338	1	1	0	5	1	409
338	1	2	0	1	1	1195
338	1	3	0	1	1	391
338	2	1	0	1	0	102
338	2	1	0	2	0	14.6
338	2	1	0	3	0	15.8
338	2	1	0	4	0	43.8
338	2	1	0	5	0	27.8
338	2	2	0	1	0	69.5
338	2	2	0	2	0	10.7
338	2	2	0	3	0	10.3
338	2	2	0	4	0	31.1
338	2	2	0	5	0	17.4
338	2	3	0	1	0	25.8
338	3	1	0	1	0	196.8
338	3	1	0	2	0	36.9
338	3	1	0	3	0	20.1
338	3	1	0	4	0	88.8
338	3	1	0	5	0	51.1
338	3	2	0	1	0	91.5
338	3	2	0	2	0	21.6
338	3	2	0	3	0	7.8
338	3	2	0	4	0	41.4
338	3	2	0	5	0	20.7
338	3	3	0	1	0	90.6
338	4	1	0	1	1	1784
338	4	1	0	2	1	262
338	4	1	0	3	1	360
338	4	1	0	4	1	661
338	4	1	0	5	1	501
338	4	2	0	1	1	1282
338	4	2	0	2	1	215
338	4	2	0	3	1	282
338	4	2	0	4	1	492
338	4	2	0	5	1	293
338	4	3	0	1	1	431
338	5	1	0	1	0	102.8
338	5	1	0	2	0	10
338	5	1	0	3	0	14.1
338	5	1	0	4	0	44.7
338	5	1	0	5	0	34
338	5	2	0	1	0	71.8
338	5	2	0	2	0	7.7
338	5	2	0	3	0	9.7
338	5	2	0	4	0	33.8
338	5	2	0	5	0	20.6
338	5	3	0	1	0	26.7
338	6	1	0	1	1	1096
338	6	1	0	1	0	1024.5
338	6	1	0	2	1	220
338	6	1	0	2	0	204.3
338	6	1	0	3	1	177
338	6	1	0	3	0	155.9
338	6	1	0	4	1	392
338	6	1	0	4	0	372.7
338	6	1	0	5	1	307
338	6	1	0	5	0	291.6
338	6	2	0	1	1	619
338	6	2	0	1	0	564.5
338	6	2	0	2	1	152
338	6	2	0	2	0	139.3
338	6	2	0	3	1	97
338	6	2	0	3	0	81.6
338	6	2	0	4	1	234
338	6	2	0	4	0	217.7
338	6	2	0	5	1	136
338	6	2	0	5	0	126
338	6	3	0	1	1	428
338	6	3	0	1	0	413.4
338	7	1	0	1	1	1771
338	7	1	0	2	1	272
338	7	1	0	3	1	306
338	7	1	0	4	1	715
338	7	1	0	5	1	478
338	7	2	0	1	1	1144
338	7	2	0	2	1	215
338	7	2	0	3	1	203
338	7	2	0	4	1	446
338	7	2	0	5	1	280
338	7	3	0	1	1	550
338	8	1	0	1	0	117.8
338	8	1	0	2	0	16.8
338	8	1	0	3	0	18.2
338	8	1	0	4	0	47.4
338	8	1	0	5	0	35.4
338	8	2	0	1	0	72.8
338	8	2	0	2	0	12.1
338	8	2	0	3	0	11.4
338	8	2	0	4	0	29.8
338	8	2	0	5	0	19.6
338	8	3	0	1	0	40
339	1	1	0	1	1	1704
339	1	1	0	2	1	317
339	1	1	0	3	1	319
339	1	1	0	4	1	625
339	1	1	0	5	1	443
339	1	2	0	1	1	1132
339	1	3	0	1	1	475
339	2	1	0	1	0	152.1
339	2	1	0	2	0	25.4
339	2	1	0	3	0	25.7
339	2	1	0	4	0	59.7
339	2	1	0	5	0	41.3
339	2	2	0	1	0	103.5
339	2	2	0	2	0	18.2
339	2	2	0	3	0	17.2
339	2	2	0	4	0	42.4
339	2	2	0	5	0	25.7
339	2	3	0	1	0	39.9
339	3	1	0	1	0	208
339	3	1	0	2	0	39.5
339	3	1	0	3	0	21.8
339	3	1	0	4	0	94
339	3	1	0	5	0	52.7
339	3	2	0	1	0	101.5
339	3	2	0	2	0	24.4
339	3	2	0	3	0	9.9
339	3	2	0	4	0	46.6
339	3	2	0	5	0	20.7
339	3	3	0	1	0	92.1
339	4	1	0	1	1	1726
339	4	1	0	2	1	292
339	4	1	0	3	1	333
339	4	1	0	4	1	628
339	4	1	0	5	1	473
339	4	2	0	1	1	1205
339	4	2	0	2	1	219
339	4	2	0	3	1	229
339	4	2	0	4	1	452
339	4	2	0	5	1	305
339	4	3	0	1	1	435
339	5	1	0	1	0	141.2
339	5	1	0	2	0	21.4
339	5	1	0	3	0	23.7
339	5	1	0	4	0	56.5
339	5	1	0	5	0	39.6
339	5	2	0	1	0	100.4
339	5	2	0	2	0	14.6
339	5	2	0	3	0	17.2
339	5	2	0	4	0	41.7
339	5	2	0	5	0	26.8
339	5	3	0	1	0	33.9
339	6	1	0	1	1	1084
339	6	1	0	1	0	1034.1
