date	state	hpi	year	month	type
10/1/1985	MA	52.0032798	1985	10	State
10/1/1985	MD	54.16844658	1985	10	State
10/1/1985	ME	56.30426923	1985	10	State
10/1/1985	MI	40.69034806	1985	10	State
10/1/1985	MN	49.76537362	1985	10	State
10/1/1985	MO	59.25567018	1985	10	State
10/1/1985	MS	67.10743839	1985	10	State
10/1/1985	MT	52.80473711	1985	10	State
10/1/1985	NC	55.58204125	1985	10	State
10/1/1985	ND	69.67270607	1985	10	State
10/1/1985	NE	56.74009002	1985	10	State
10/1/1985	NH	59.21629858	1985	10	State
10/1/1985	NJ	54.0252183	1985	10	State
10/1/1985	NM	64.82146737	1985	10	State
10/1/1985	NV	61.9600867	1985	10	State
10/1/1985	NY	56.18429907	1985	10	State
10/1/1985	OH	51.39278236	1985	10	State
10/1/1985	OK	78.2274181	1985	10	State
10/1/1985	OR	39.92770631	1985	10	State
10/1/1985	PA	54.8736404	1985	10	State
10/1/1985	RI	49.34952057	1985	10	State
10/1/1985	SC	56.81916358	1985	10	State
10/1/1985	SD	57.38661086	1985	10	State
10/1/1985	TN	58.18513	1985	10	State
10/1/1985	TX	76.45809629	1985	10	State
10/1/1985	UT	50.04097204	1985	10	State
10/1/1985	VA	55.82212987	1985	10	State
10/1/1985	VT	52.89944536	1985	10	State
10/1/1985	WA	41.01713731	1985	10	State
10/1/1985	WI	47.69970006	1985	10	State
10/1/1985	WV	61.6232603	1985	10	State
10/1/1985	WY	61.74630822	1985	10	State
10/1/1985	US.NSA	52.85685137	1985	10	State
10/1/1985	US.SA	52.4891088	1985	10	State
11/1/1985	AK	80.33668529	1985	11	State
11/1/1985	AL	61.23378662	1985	11	State
11/1/1985	AR	67.6488974	1985	11	State
11/1/1985	AZ	62.87676139	1985	11	State
11/1/1985	CA	47.32071625	1985	11	State
11/1/1985	CO	44.85039077	1985	11	State
11/1/1985	CT	61.99879403	1985	11	State
11/1/1985	DC	45.60352366	1985	11	State
11/1/1985	DE	53.54386547	1985	11	State
11/1/1985	FL	61.65904949	1985	11	State
11/1/1985	GA	56.81010735	1985	11	State
11/1/1985	HI	53.17220921	1985	11	State
11/1/1985	IA	53.05885041	1985	11	State
11/1/1985	ID	56.85787643	1985	11	State
11/1/1985	IL	47.13807604	1985	11	State
11/1/1985	IN	53.68026653	1985	11	State
11/1/1985	KS	60.33441388	1985	11	State
11/1/1985	KY	54.04591368	1985	11	State
11/1/1985	LA	69.21781519	1985	11	State
11/1/1985	MA	53.11972531	1985	11	State
11/1/1985	MD	54.50496018	1985	11	State
11/1/1985	ME	57.11596329	1985	11	State
11/1/1985	MI	40.84686326	1985	11	State
11/1/1985	MN	49.96957215	1985	11	State
11/1/1985	MO	59.30950205	1985	11	State
11/1/1985	MS	66.87496706	1985	11	State
11/1/1985	MT	53.2858404	1985	11	State
11/1/1985	NC	55.67423105	1985	11	State
11/1/1985	ND	69.42666418	1985	11	State
11/1/1985	NE	56.82360062	1985	11	State
11/1/1985	NH	60.21308152	1985	11	State
11/1/1985	NJ	54.81331296	1985	11	State
11/1/1985	NM	65.22415034	1985	11	State
11/1/1985	NV	62.26135643	1985	11	State
11/1/1985	NY	56.89285376	1985	11	State
11/1/1985	OH	51.27606091	1985	11	State
11/1/1985	OK	77.45050509	1985	11	State
11/1/1985	OR	39.94640397	1985	11	State
11/1/1985	PA	55.16680405	1985	11	State
11/1/1985	RI	50.18653298	1985	11	State
11/1/1985	SC	56.95545536	1985	11	State
11/1/1985	SD	57.54147023	1985	11	State
11/1/1985	TN	58.29384367	1985	11	State
11/1/1985	TX	76.11266816	1985	11	State
11/1/1985	UT	50.01328483	1985	11	State
11/1/1985	VA	55.82389185	1985	11	State
11/1/1985	VT	53.09288454	1985	11	State
11/1/1985	WA	40.91659006	1985	11	State
11/1/1985	WI	47.7439688	1985	11	State
11/1/1985	WV	61.1369747	1985	11	State
11/1/1985	WY	61.8154952	1985	11	State
11/1/1985	US.NSA	53.00876453	1985	11	State
11/1/1985	US.SA	52.76036952	1985	11	State
12/1/1985	AK	80.20815244	1985	12	State
12/1/1985	AL	61.45152217	1985	12	State
12/1/1985	AR	67.63695559	1985	12	State
12/1/1985	AZ	62.94128537	1985	12	State
12/1/1985	CA	47.39190933	1985	12	State
12/1/1985	CO	45.27472386	1985	12	State
12/1/1985	CT	62.64172806	1985	12	State
12/1/1985	DC	45.60215155	1985	12	State
12/1/1985	DE	54.14015738	1985	12	State
12/1/1985	FL	61.42774968	1985	12	State
12/1/1985	GA	56.98609438	1985	12	State
12/1/1985	HI	53.47587698	1985	12	State
12/1/1985	IA	53.13570033	1985	12	State
12/1/1985	ID	56.79545511	1985	12	State
12/1/1985	IL	47.21752532	1985	12	State
12/1/1985	IN	53.93856027	1985	12	State
12/1/1985	KS	60.33750336	1985	12	State
12/1/1985	KY	54.20446666	1985	12	State
12/1/1985	LA	68.89051992	1985	12	State
12/1/1985	MA	54.02365156	1985	12	State
12/1/1985	MD	54.91896716	1985	12	State
12/1/1985	ME	57.72473062	1985	12	State
12/1/1985	MI	40.91229633	1985	12	State
12/1/1985	MN	50.06498633	1985	12	State
12/1/1985	MO	59.32671947	1985	12	State
12/1/1985	MS	66.79408925	1985	12	State
12/1/1985	MT	53.76666824	1985	12	State
12/1/1985	NC	55.7767425	1985	12	State
12/1/1985	ND	69.32024837	1985	12	State
12/1/1985	NE	56.92150605	1985	12	State
12/1/1985	NH	61.18952137	1985	12	State
12/1/1985	NJ	55.45655824	1985	12	State
12/1/1985	NM	65.66154204	1985	12	State
12/1/1985	NV	62.53662371	1985	12	State
12/1/1985	NY	57.81762006	1985	12	State
12/1/1985	OH	51.30050493	1985	12	State
12/1/1985	OK	77.00360842	1985	12	State
12/1/1985	OR	39.71762376	1985	12	State
12/1/1985	PA	55.37722468	1985	12	State
12/1/1985	RI	50.87793482	1985	12	State
12/1/1985	SC	57.14284141	1985	12	State
12/1/1985	SD	57.61519207	1985	12	State
12/1/1985	TN	58.50909505	1985	12	State
12/1/1985	TX	75.74795702	1985	12	State
12/1/1985	UT	49.9761987	1985	12	State
12/1/1985	VA	55.90904602	1985	12	State
12/1/1985	VT	53.32014496	1985	12	State
12/1/1985	WA	40.97136105	1985	12	State
12/1/1985	WI	47.89709763	1985	12	State
12/1/1985	WV	61.19041815	1985	12	State
12/1/1985	WY	61.84887197	1985	12	State
12/1/1985	US.NSA	53.18272486	1985	12	State
12/1/1985	US.SA	53.05427366	1985	12	State
1/1/1986	AK	80.18088574	1986	1	State
1/1/1986	AL	61.53759873	1986	1	State
1/1/1986	AR	67.56647877	1986	1	State
1/1/1986	AZ	63.10240562	1986	1	State
1/1/1986	CA	47.50179545	1986	1	State
1/1/1986	CO	45.59893425	1986	1	State
1/1/1986	CT	63.36336479	1986	1	State
1/1/1986	DC	45.66159868	1986	1	State
1/1/1986	DE	54.71756611	1986	1	State
1/1/1986	FL	61.49062211	1986	1	State
1/1/1986	GA	57.20402613	1986	1	State
1/1/1986	HI	53.80971691	1986	1	State
1/1/1986	IA	53.2817602	1986	1	State
1/1/1986	ID	56.65815311	1986	1	State
1/1/1986	IL	47.24177329	1986	1	State
1/1/1986	IN	54.06659079	1986	1	State
1/1/1986	KS	60.3331446	1986	1	State
1/1/1986	KY	54.1812431	1986	1	State
1/1/1986	LA	69.02772358	1986	1	State
1/1/1986	MA	54.82237541	1986	1	State
1/1/1986	MD	55.2150113	1986	1	State
1/1/1986	ME	58.15040525	1986	1	State
1/1/1986	MI	40.98019371	1986	1	State
1/1/1986	MN	50.05517124	1986	1	State
1/1/1986	MO	59.29079507	1986	1	State
1/1/1986	MS	66.96092086	1986	1	State
1/1/1986	MT	54.20005725	1986	1	State
1/1/1986	NC	55.88118468	1986	1	State
1/1/1986	ND	69.37542199	1986	1	State
1/1/1986	NE	56.91836168	1986	1	State
1/1/1986	NH	62.17781075	1986	1	State
1/1/1986	NJ	56.13989348	1986	1	State
1/1/1986	NM	66.00151194	1986	1	State
1/1/1986	NV	62.79622149	1986	1	State
1/1/1986	NY	58.70996551	1986	1	State
1/1/1986	OH	51.56238185	1986	1	State
1/1/1986	OK	77.0414209	1986	1	State
1/1/1986	OR	39.31551086	1986	1	State
1/1/1986	PA	55.54674294	1986	1	State
1/1/1986	RI	51.47918462	1986	1	State
1/1/1986	SC	57.32409453	1986	1	State
1/1/1986	SD	57.61778202	1986	1	State
1/1/1986	TN	58.84931394	1986	1	State
1/1/1986	TX	75.65257551	1986	1	State
1/1/1986	UT	49.94238372	1986	1	State
1/1/1986	VA	56.07180696	1986	1	State
1/1/1986	VT	53.63041254	1986	1	State
1/1/1986	WA	41.13628998	1986	1	State
1/1/1986	WI	48.12182518	1986	1	State
1/1/1986	WV	61.62604441	1986	1	State
1/1/1986	WY	61.68781024	1986	1	State
1/1/1986	US.NSA	53.38549671	1986	1	State
1/1/1986	US.SA	53.32613542	1986	1	State
2/1/1986	AK	80.24034153	1986	2	State
2/1/1986	AL	61.73295275	1986	2	State
2/1/1986	AR	67.50831891	1986	2	State
2/1/1986	AZ	63.41426567	1986	2	State
2/1/1986	CA	47.77572002	1986	2	State
2/1/1986	CO	45.80245893	1986	2	State
2/1/1986	CT	64.42700249	1986	2	State
2/1/1986	DC	45.84756951	1986	2	State
2/1/1986	DE	55.27216767	1986	2	State
2/1/1986	FL	61.93934167	1986	2	State
2/1/1986	GA	57.32033259	1986	2	State
2/1/1986	HI	54.22737112	1986	2	State
2/1/1986	IA	53.38612099	1986	2	State
2/1/1986	ID	56.52303535	1986	2	State
2/1/1986	IL	47.34869769	1986	2	State
2/1/1986	IN	54.11556056	1986	2	State
2/1/1986	KS	60.52303018	1986	2	State
2/1/1986	KY	54.194115	1986	2	State
2/1/1986	LA	69.44569145	1986	2	State
2/1/1986	MA	55.67844169	1986	2	State
2/1/1986	MD	55.43140959	1986	2	State
2/1/1986	ME	58.4914635	1986	2	State
2/1/1986	MI	41.08969565	1986	2	State
2/1/1986	MN	49.71766619	1986	2	State
2/1/1986	MO	59.25657273	1986	2	State
2/1/1986	MS	67.31908305	1986	2	State
2/1/1986	MT	54.54757775	1986	2	State
2/1/1986	NC	56.05855165	1986	2	State
2/1/1986	ND	69.54297905	1986	2	State
2/1/1986	NE	56.79764659	1986	2	State
2/1/1986	NH	63.11896839	1986	2	State
2/1/1986	NJ	56.93594096	1986	2	State
2/1/1986	NM	66.28859975	1986	2	State
2/1/1986	NV	63.06851111	1986	2	State
2/1/1986	NY	59.50250915	1986	2	State
2/1/1986	OH	51.93021119	1986	2	State
2/1/1986	OK	77.34043943	1986	2	State
2/1/1986	OR	38.8971642	1986	2	State
2/1/1986	PA	55.76322956	1986	2	State
2/1/1986	RI	52.04001417	1986	2	State
2/1/1986	SC	57.50203194	1986	2	State
2/1/1986	SD	57.57481691	1986	2	State
2/1/1986	TN	59.24282636	1986	2	State
2/1/1986	TX	75.53289179	1986	2	State
2/1/1986	UT	49.95498405	1986	2	State
2/1/1986	VA	56.41136514	1986	2	State
2/1/1986	VT	54.0436101	1986	2	State
2/1/1986	WA	41.24840517	1986	2	State
2/1/1986	WI	48.34744029	1986	2	State
2/1/1986	WV	62.18466579	1986	2	State
2/1/1986	WY	61.30733379	1986	2	State
2/1/1986	US.NSA	53.65313021	1986	2	State
2/1/1986	US.SA	53.60767394	1986	2	State
3/1/1986	AK	80.34882814	1986	3	State
3/1/1986	AL	62.21607386	1986	3	State
3/1/1986	AR	67.68366535	1986	3	State
3/1/1986	AZ	63.97372379	1986	3	State
3/1/1986	CA	48.15005981	1986	3	State
3/1/1986	CO	45.99264785	1986	3	State
3/1/1986	CT	65.87266242	1986	3	State
3/1/1986	DC	46.14002217	1986	3	State
3/1/1986	DE	55.79601759	1986	3	State
3/1/1986	FL	62.49555631	1986	3	State
3/1/1986	GA	57.51121962	1986	3	State
3/1/1986	HI	54.61436081	1986	3	State
3/1/1986	IA	53.42221112	1986	3	State
3/1/1986	ID	56.50041203	1986	3	State
3/1/1986	IL	47.6677456	1986	3	State
3/1/1986	IN	54.32296836	1986	3	State
3/1/1986	KS	60.90050516	1986	3	State
3/1/1986	KY	54.43226907	1986	3	State
3/1/1986	LA	69.93128465	1986	3	State
3/1/1986	MA	56.65866289	1986	3	State
3/1/1986	MD	55.69939194	1986	3	State
3/1/1986	ME	58.83465294	1986	3	State
3/1/1986	MI	41.39697217	1986	3	State
3/1/1986	MN	49.02835781	1986	3	State
3/1/1986	MO	59.4625543	1986	3	State
3/1/1986	MS	67.69515234	1986	3	State
3/1/1986	MT	54.77116719	1986	3	State
3/1/1986	NC	56.37136833	1986	3	State
3/1/1986	ND	69.8039968	1986	3	State
3/1/1986	NE	56.67293291	1986	3	State
3/1/1986	NH	64.1258575	1986	3	State
3/1/1986	NJ	57.83145977	1986	3	State
3/1/1986	NM	66.53966053	1986	3	State
3/1/1986	NV	63.36633128	1986	3	State
3/1/1986	NY	60.33694796	1986	3	State
3/1/1986	OH	52.24589832	1986	3	State
3/1/1986	OK	77.72552082	1986	3	State
3/1/1986	OR	38.64466396	1986	3	State
3/1/1986	PA	56.09904993	1986	3	State
3/1/1986	RI	52.67946644	1986	3	State
3/1/1986	SC	57.63936555	1986	3	State
3/1/1986	SD	57.49795336	1986	3	State
3/1/1986	TN	59.61074701	1986	3	State
3/1/1986	TX	75.62526552	1986	3	State
3/1/1986	UT	50.08733446	1986	3	State
3/1/1986	VA	56.79221195	1986	3	State
3/1/1986	VT	54.54603472	1986	3	State
3/1/1986	WA	41.26023871	1986	3	State
3/1/1986	WI	48.54780122	1986	3	State
3/1/1986	WV	62.69746465	1986	3	State
3/1/1986	WY	60.83290249	1986	3	State
3/1/1986	US.NSA	54.0035344	1986	3	State
3/1/1986	US.SA	53.8879549	1986	3	State
4/1/1986	AK	80.49767391	1986	4	State
4/1/1986	AL	62.71052539	1986	4	State
4/1/1986	AR	68.00502927	1986	4	State
4/1/1986	AZ	64.73973135	1986	4	State
4/1/1986	CA	48.47478526	1986	4	State
4/1/1986	CO	46.16843134	1986	4	State
4/1/1986	CT	67.4883438	1986	4	State
4/1/1986	DC	46.48361882	1986	4	State
4/1/1986	DE	56.32221446	1986	4	State
4/1/1986	FL	62.76785337	1986	4	State
4/1/1986	GA	57.90173748	1986	4	State
4/1/1986	HI	54.80211765	1986	4	State
4/1/1986	IA	53.47654216	1986	4	State
4/1/1986	ID	56.74707461	1986	4	State
4/1/1986	IL	48.15991329	1986	4	State
4/1/1986	IN	54.96952711	1986	4	State
4/1/1986	KS	61.32637636	1986	4	State
4/1/1986	KY	54.73396734	1986	4	State
4/1/1986	LA	70.34000698	1986	4	State
4/1/1986	MA	57.61771523	1986	4	State
4/1/1986	MD	56.19233733	1986	4	State
4/1/1986	ME	59.29988061	1986	4	State
4/1/1986	MI	41.84819513	1986	4	State
4/1/1986	MN	48.8998248	1986	4	State
4/1/1986	MO	59.93404426	1986	4	State
4/1/1986	MS	67.90998301	1986	4	State
4/1/1986	MT	54.83722986	1986	4	State
4/1/1986	NC	56.89809841	1986	4	State
4/1/1986	ND	70.10964765	1986	4	State
4/1/1986	NE	56.57741334	1986	4	State
4/1/1986	NH	65.31472752	1986	4	State
4/1/1986	NJ	58.79509818	1986	4	State
4/1/1986	NM	66.71763781	1986	4	State
4/1/1986	NV	63.61484701	1986	4	State
4/1/1986	NY	61.28275335	1986	4	State
4/1/1986	OH	52.44045052	1986	4	State
4/1/1986	OK	78.00890964	1986	4	State
4/1/1986	OR	38.95638562	1986	4	State
4/1/1986	PA	56.6291213	1986	4	State
4/1/1986	RI	53.57782724	1986	4	State
4/1/1986	SC	57.86266709	1986	4	State
4/1/1986	SD	57.41209364	1986	4	State
4/1/1986	TN	59.9847658	1986	4	State
4/1/1986	TX	76.22732445	1986	4	State
4/1/1986	UT	50.31396123	1986	4	State
4/1/1986	VA	57.12266426	1986	4	State
4/1/1986	VT	55.11811981	1986	4	State
4/1/1986	WA	41.4780923	1986	4	State
4/1/1986	WI	48.76471651	1986	4	State
4/1/1986	WV	63.1260367	1986	4	State
4/1/1986	WY	60.40040217	1986	4	State
4/1/1986	US.NSA	54.43967966	1986	4	State
4/1/1986	US.SA	54.20418248	1986	4	State
5/1/1986	AK	80.60630139	1986	5	State
5/1/1986	AL	62.93955297	1986	5	State
5/1/1986	AR	68.17926915	1986	5	State
5/1/1986	AZ	65.39973502	1986	5	State
5/1/1986	CA	48.83892003	1986	5	State
5/1/1986	CO	46.24065667	1986	5	State
5/1/1986	CT	69.17903508	1986	5	State
5/1/1986	DC	46.90347084	1986	5	State
5/1/1986	DE	56.9406193	1986	5	State
5/1/1986	FL	63.1395307	1986	5	State
5/1/1986	GA	58.34580945	1986	5	State
5/1/1986	HI	54.82352113	1986	5	State
5/1/1986	IA	53.60524793	1986	5	State
5/1/1986	ID	57.18232935	1986	5	State
5/1/1986	IL	48.77640791	1986	5	State
5/1/1986	IN	55.95074203	1986	5	State
5/1/1986	KS	61.70990133	1986	5	State
5/1/1986	KY	55.1067231	1986	5	State
5/1/1986	LA	70.4397261	1986	5	State
5/1/1986	MA	58.59321257	1986	5	State
5/1/1986	MD	56.88723882	1986	5	State
5/1/1986	ME	59.95179741	1986	5	State
5/1/1986	MI	42.19901766	1986	5	State
5/1/1986	MN	49.75147172	1986	5	State
5/1/1986	MO	60.45933227	1986	5	State
5/1/1986	MS	67.88343953	1986	5	State
5/1/1986	MT	54.70670713	1986	5	State
5/1/1986	NC	57.52614553	1986	5	State
5/1/1986	ND	70.34992171	1986	5	State
5/1/1986	NE	56.50750457	1986	5	State
5/1/1986	NH	66.67163107	1986	5	State
5/1/1986	NJ	60.03396268	1986	5	State
5/1/1986	NM	66.80613287	1986	5	State
5/1/1986	NV	63.73202893	1986	5	State
5/1/1986	NY	62.37518706	1986	5	State
5/1/1986	OH	52.86856536	1986	5	State
5/1/1986	OK	77.94183432	1986	5	State
5/1/1986	OR	39.6714681	1986	5	State
5/1/1986	PA	57.37536048	1986	5	State
5/1/1986	RI	54.75081019	1986	5	State
5/1/1986	SC	58.35351248	1986	5	State
5/1/1986	SD	57.30251779	1986	5	State
5/1/1986	TN	60.30154451	1986	5	State
5/1/1986	TX	76.56224209	1986	5	State
5/1/1986	UT	50.47487716	1986	5	State
5/1/1986	VA	57.60147904	1986	5	State
5/1/1986	VT	55.80696514	1986	5	State
5/1/1986	WA	41.83992209	1986	5	State
5/1/1986	WI	49.07238364	1986	5	State
5/1/1986	WV	63.57979899	1986	5	State
5/1/1986	WY	60.12040572	1986	5	State
5/1/1986	US.NSA	54.96641505	1986	5	State
5/1/1986	US.SA	54.61699947	1986	5	State
6/1/1986	AK	80.42427647	1986	6	State
6/1/1986	AL	62.97649072	1986	6	State
6/1/1986	AR	68.17546372	1986	6	State
6/1/1986	AZ	65.69645719	1986	6	State
6/1/1986	CA	49.32510418	1986	6	State
6/1/1986	CO	46.18358474	1986	6	State
6/1/1986	CT	71.07120574	1986	6	State
6/1/1986	DC	47.44366906	1986	6	State
6/1/1986	DE	57.65142012	1986	6	State
6/1/1986	FL	63.51501291	1986	6	State
6/1/1986	GA	58.77367505	1986	6	State
6/1/1986	HI	54.8008247	1986	6	State
6/1/1986	IA	53.72166897	1986	6	State
6/1/1986	ID	57.47690804	1986	6	State
6/1/1986	IL	49.41979718	1986	6	State
6/1/1986	IN	56.63992467	1986	6	State
6/1/1986	KS	61.99436441	1986	6	State
6/1/1986	KY	55.5526492	1986	6	State
6/1/1986	LA	70.08669341	1986	6	State
6/1/1986	MA	59.81822093	1986	6	State
6/1/1986	MD	57.58303766	1986	6	State
6/1/1986	ME	60.77763112	1986	6	State
6/1/1986	MI	42.85171168	1986	6	State
6/1/1986	MN	50.77049325	1986	6	State
6/1/1986	MO	60.98928257	1986	6	State
6/1/1986	MS	67.69262805	1986	6	State
6/1/1986	MT	54.35705321	1986	6	State
6/1/1986	NC	57.95787958	1986	6	State
6/1/1986	ND	70.3689918	1986	6	State
6/1/1986	NE	56.42854917	1986	6	State
6/1/1986	NH	68.19184978	1986	6	State
6/1/1986	NJ	61.74432529	1986	6	State
6/1/1986	NM	66.81733187	1986	6	State
6/1/1986	NV	63.69609846	1986	6	State
6/1/1986	NY	63.34856063	1986	6	State
6/1/1986	OH	53.5613026	1986	6	State
6/1/1986	OK	77.53836226	1986	6	State
6/1/1986	OR	40.16029392	1986	6	State
6/1/1986	PA	58.37479351	1986	6	State
6/1/1986	RI	56.14758953	1986	6	State
6/1/1986	SC	58.96781947	1986	6	State
6/1/1986	SD	57.13443742	1986	6	State
6/1/1986	TN	60.57007274	1986	6	State
6/1/1986	TX	76.41023512	1986	6	State
6/1/1986	UT	50.46014784	1986	6	State
6/1/1986	VA	58.2461559	1986	6	State
6/1/1986	VT	56.65676794	1986	6	State
6/1/1986	WA	41.8329391	1986	6	State
6/1/1986	WI	49.38034935	1986	6	State
6/1/1986	WV	64.12160771	1986	6	State
6/1/1986	WY	59.99898859	1986	6	State
6/1/1986	US.NSA	55.50664931	1986	6	State
6/1/1986	US.SA	55.02118831	1986	6	State
7/1/1986	AK	79.78030202	1986	7	State
7/1/1986	AL	63.31638403	1986	7	State
7/1/1986	AR	68.1539499	1986	7	State
7/1/1986	AZ	65.64977989	1986	7	State
7/1/1986	CA	49.74607978	1986	7	State
7/1/1986	CO	46.0954924	1986	7	State
7/1/1986	CT	73.14265071	1986	7	State
7/1/1986	DC	47.98219882	1986	7	State
7/1/1986	DE	58.41646067	1986	7	State
7/1/1986	FL	63.80954279	1986	7	State
7/1/1986	GA	59.10196846	1986	7	State
7/1/1986	HI	54.77854015	1986	7	State
7/1/1986	IA	53.77754668	1986	7	State
7/1/1986	ID	57.50191006	1986	7	State
7/1/1986	IL	49.99231103	1986	7	State
7/1/1986	IN	56.82777964	1986	7	State
7/1/1986	KS	62.18432498	1986	7	State
7/1/1986	KY	55.80734905	1986	7	State
7/1/1986	LA	69.26061079	1986	7	State
7/1/1986	MA	61.09155571	1986	7	State
7/1/1986	MD	58.16112293	1986	7	State
7/1/1986	ME	61.73439197	1986	7	State
7/1/1986	MI	43.72774749	1986	7	State
7/1/1986	MN	51.33137611	1986	7	State
7/1/1986	MO	61.50891394	1986	7	State
7/1/1986	MS	67.47860644	1986	7	State
7/1/1986	MT	53.80925321	1986	7	State
7/1/1986	NC	58.32311042	1986	7	State
7/1/1986	ND	70.11564959	1986	7	State
7/1/1986	NE	56.70111546	1986	7	State
7/1/1986	NH	69.68566921	1986	7	State
7/1/1986	NJ	63.44757786	1986	7	State
7/1/1986	NM	66.83493228	1986	7	State
7/1/1986	NV	63.52017857	1986	7	State
7/1/1986	NY	64.38814057	1986	7	State
7/1/1986	OH	54.0052871	1986	7	State
7/1/1986	OK	76.99692842	1986	7	State
7/1/1986	OR	40.16596703	1986	7	State
7/1/1986	PA	59.48788241	1986	7	State
7/1/1986	RI	57.76432678	1986	7	State
7/1/1986	SC	59.45286336	1986	7	State
7/1/1986	SD	56.97011731	1986	7	State
7/1/1986	TN	60.86229861	1986	7	State
7/1/1986	TX	76.15210032	1986	7	State
7/1/1986	UT	50.26517924	1986	7	State
7/1/1986	VA	58.87449019	1986	7	State
7/1/1986	VT	57.59306469	1986	7	State
7/1/1986	WA	41.66304343	1986	7	State
7/1/1986	WI	49.53829934	1986	7	State
7/1/1986	WV	64.62216734	1986	7	State
7/1/1986	WY	59.87007891	1986	7	State
7/1/1986	US.NSA	55.96269795	1986	7	State
7/1/1986	US.SA	55.41546969	1986	7	State
8/1/1986	AK	78.89109806	1986	8	State
8/1/1986	AL	63.89909122	1986	8	State
8/1/1986	AR	68.31326896	1986	8	State
8/1/1986	AZ	65.21331889	1986	8	State
8/1/1986	CA	50.00829405	1986	8	State
8/1/1986	CO	46.02701548	1986	8	State
8/1/1986	CT	75.24175266	1986	8	State
8/1/1986	DC	48.40851065	1986	8	State
8/1/1986	DE	59.17689077	1986	8	State
8/1/1986	FL	63.9812945	1986	8	State
8/1/1986	GA	59.08261892	1986	8	State
8/1/1986	HI	54.86473322	1986	8	State
8/1/1986	IA	53.75852387	1986	8	State
8/1/1986	ID	57.39729432	1986	8	State
8/1/1986	IL	50.30491943	1986	8	State
8/1/1986	IN	56.78149972	1986	8	State
8/1/1986	KS	62.27215071	1986	8	State
8/1/1986	KY	55.86093235	1986	8	State
8/1/1986	LA	68.33883517	1986	8	State
8/1/1986	MA	62.0854411	1986	8	State
8/1/1986	MD	58.67439859	1986	8	State
8/1/1986	ME	62.66404354	1986	8	State
8/1/1986	MI	44.23054887	1986	8	State
8/1/1986	MN	51.20812487	1986	8	State
8/1/1986	MO	61.68363762	1986	8	State
8/1/1986	MS	67.37247924	1986	8	State
8/1/1986	MT	53.14029019	1986	8	State
8/1/1986	NC	58.70748597	1986	8	State
8/1/1986	ND	69.69511784	1986	8	State
8/1/1986	NE	57.31761648	1986	8	State
8/1/1986	NH	70.86667494	1986	8	State
8/1/1986	NJ	64.44225335	1986	8	State
8/1/1986	NM	66.91214004	1986	8	State
8/1/1986	NV	63.42283505	1986	8	State
8/1/1986	NY	65.07811941	1986	8	State
8/1/1986	OH	54.03487493	1986	8	State
8/1/1986	OK	76.39513578	1986	8	State
8/1/1986	OR	39.74412406	1986	8	State
8/1/1986	PA	60.25482179	1986	8	State
8/1/1986	RI	59.45262982	1986	8	State
8/1/1986	SC	59.6860553	1986	8	State
8/1/1986	SD	56.92495016	1986	8	State
8/1/1986	TN	61.01744155	1986	8	State
8/1/1986	TX	75.66661659	1986	8	State
8/1/1986	UT	50.069491	1986	8	State
8/1/1986	VA	59.34615378	1986	8	State
8/1/1986	VT	58.54919348	1986	8	State
8/1/1986	WA	41.84734704	1986	8	State
8/1/1986	WI	49.52335514	1986	8	State
8/1/1986	WV	64.93488036	1986	8	State
8/1/1986	WY	59.61278097	1986	8	State
8/1/1986	US.NSA	56.22280847	1986	8	State
8/1/1986	US.SA	55.70125929	1986	8	State
9/1/1986	AK	78.02304444	1986	9	State
9/1/1986	AL	64.17160855	1986	9	State
9/1/1986	AR	68.59744009	1986	9	State
9/1/1986	AZ	64.42996453	1986	9	State
9/1/1986	CA	50.16070708	1986	9	State
9/1/1986	CO	45.94942908	1986	9	State
9/1/1986	CT	77.24549664	1986	9	State
9/1/1986	DC	48.8326018	1986	9	State
9/1/1986	DE	59.75399472	1986	9	State
9/1/1986	FL	63.86940576	1986	9	State
9/1/1986	GA	59.10167533	1986	9	State
9/1/1986	HI	55.20518091	1986	9	State
9/1/1986	IA	53.5479002	1986	9	State
9/1/1986	ID	57.33028653	1986	9	State
9/1/1986	IL	50.44279101	1986	9	State
9/1/1986	IN	56.78286161	1986	9	State
9/1/1986	KS	62.28034741	1986	9	State
9/1/1986	KY	55.99430909	1986	9	State
9/1/1986	LA	67.93977739	1986	9	State
9/1/1986	MA	62.83795321	1986	9	State
9/1/1986	MD	59.20966439	1986	9	State
9/1/1986	ME	63.5281349	1986	9	State
9/1/1986	MI	44.32185467	1986	9	State
9/1/1986	MN	50.74698193	1986	9	State
9/1/1986	MO	61.63718739	1986	9	State
9/1/1986	MS	67.3850809	1986	9	State
9/1/1986	MT	52.52463785	1986	9	State
9/1/1986	NC	58.90737148	1986	9	State
9/1/1986	ND	69.24086006	1986	9	State
9/1/1986	NE	57.71655217	1986	9	State
9/1/1986	NH	71.91102899	1986	9	State
9/1/1986	NJ	65.17007564	1986	9	State
9/1/1986	NM	67.02254692	1986	9	State
9/1/1986	NV	63.56546942	1986	9	State
9/1/1986	NY	65.66811055	1986	9	State
9/1/1986	OH	54.05540414	1986	9	State
9/1/1986	OK	75.71853555	1986	9	State
9/1/1986	OR	39.20217752	1986	9	State
9/1/1986	PA	60.69733294	1986	9	State
9/1/1986	RI	61.17097064	1986	9	State
