Cycle	state	hpi	year	month	date	type	pmax	pmin
1975M01	AK	34.43	1975	1	1/1/1975	State	161.63	152.97
1975M02	AK	34.94	1975	2	2/1/1975	State	161.63	152.97
1975M03	AK	35.46	1975	3	3/1/1975	State	161.63	152.97
1975M04	AK	36.01	1975	4	4/1/1975	State	161.63	152.97
1975M05	AK	36.6	1975	5	5/1/1975	State	161.63	152.97
1975M06	AK	37.24	1975	6	6/1/1975	State	161.63	152.97
1975M07	AK	37.88	1975	7	7/1/1975	State	161.63	152.97
1975M08	AK	38.46	1975	8	8/1/1975	State	161.63	152.97
1975M09	AK	38.97	1975	9	9/1/1975	State	161.63	152.97
1975M10	AK	39.43	1975	10	10/1/1975	State	161.63	152.97
1975M11	AK	39.84	1975	11	11/1/1975	State	161.63	152.97
1975M12	AK	40.17	1975	12	12/1/1975	State	161.63	152.97
1976M01	AK	40.44	1976	1	1/1/1976	State	161.63	152.97
1976M02	AK	40.67	1976	2	2/1/1976	State	161.63	152.97
1976M03	AK	40.88	1976	3	3/1/1976	State	161.63	152.97
1976M04	AK	41.09	1976	4	4/1/1976	State	161.63	152.97
1976M05	AK	41.3	1976	5	5/1/1976	State	161.63	152.97
1976M06	AK	41.5	1976	6	6/1/1976	State	161.63	152.97
1976M07	AK	41.67	1976	7	7/1/1976	State	161.63	152.97
1976M08	AK	41.8	1976	8	8/1/1976	State	161.63	152.97
1976M09	AK	41.96	1976	9	9/1/1976	State	161.63	152.97
1976M10	AK	42.2	1976	10	10/1/1976	State	161.63	152.97
1976M11	AK	42.53	1976	11	11/1/1976	State	161.63	152.97
1976M12	AK	42.92	1976	12	12/1/1976	State	161.63	152.97
1977M01	AK	43.35	1977	1	1/1/1977	State	161.63	152.97
1977M02	AK	43.74	1977	2	2/1/1977	State	161.63	152.97
1977M03	AK	44.05	1977	3	3/1/1977	State	161.63	152.97
1977M04	AK	44.3	1977	4	4/1/1977	State	161.63	152.97
1977M05	AK	44.51	1977	5	5/1/1977	State	161.63	152.97
1977M06	AK	44.73	1977	6	6/1/1977	State	161.63	152.97
1977M07	AK	44.98	1977	7	7/1/1977	State	161.63	152.97
1977M08	AK	45.23	1977	8	8/1/1977	State	161.63	152.97
1977M09	AK	45.48	1977	9	9/1/1977	State	161.63	152.97
1977M10	AK	45.74	1977	10	10/1/1977	State	161.63	152.97
1977M11	AK	46.02	1977	11	11/1/1977	State	161.63	152.97
1977M12	AK	46.34	1977	12	12/1/1977	State	161.63	152.97
1978M01	AK	46.72	1978	1	1/1/1978	State	161.63	152.97
1978M02	AK	47.18	1978	2	2/1/1978	State	161.63	152.97
1978M03	AK	47.75	1978	3	3/1/1978	State	161.63	152.97
1978M04	AK	48.39	1978	4	4/1/1978	State	161.63	152.97
1978M05	AK	49.03	1978	5	5/1/1978	State	161.63	152.97
1978M06	AK	49.59	1978	6	6/1/1978	State	161.63	152.97
1978M07	AK	49.99	1978	7	7/1/1978	State	161.63	152.97
1978M08	AK	50.22	1978	8	8/1/1978	State	161.63	152.97
1978M09	AK	50.39	1978	9	9/1/1978	State	161.63	152.97
1978M10	AK	50.62	1978	10	10/1/1978	State	161.63	152.97
1978M11	AK	50.99	1978	11	11/1/1978	State	161.63	152.97
1978M12	AK	51.52	1978	12	12/1/1978	State	161.63	152.97
1979M01	AK	52.19	1979	1	1/1/1979	State	161.63	152.97
1979M02	AK	52.99	1979	2	2/1/1979	State	161.63	152.97
1979M03	AK	53.96	1979	3	3/1/1979	State	161.63	152.97
1979M04	AK	55.02	1979	4	4/1/1979	State	161.63	152.97
1979M05	AK	55.93	1979	5	5/1/1979	State	161.63	152.97
1979M06	AK	56.44	1979	6	6/1/1979	State	161.63	152.97
1979M07	AK	56.52	1979	7	7/1/1979	State	161.63	152.97
1979M08	AK	56.32	1979	8	8/1/1979	State	161.63	152.97
1979M09	AK	56.01	1979	9	9/1/1979	State	161.63	152.97
1979M10	AK	55.75	1979	10	10/1/1979	State	161.63	152.97
1979M11	AK	55.58	1979	11	11/1/1979	State	161.63	152.97
1979M12	AK	55.52	1979	12	12/1/1979	State	161.63	152.97
1980M01	AK	55.49	1980	1	1/1/1980	State	161.63	152.97
1980M02	AK	55.42	1980	2	2/1/1980	State	161.63	152.97
1980M03	AK	55.27	1980	3	3/1/1980	State	161.63	152.97
1980M04	AK	55.06	1980	4	4/1/1980	State	161.63	152.97
1980M05	AK	54.87	1980	5	5/1/1980	State	161.63	152.97
1980M06	AK	54.77	1980	6	6/1/1980	State	161.63	152.97
1980M07	AK	54.81	1980	7	7/1/1980	State	161.63	152.97
1980M08	AK	55.04	1980	8	8/1/1980	State	161.63	152.97
1980M09	AK	55.49	1980	9	9/1/1980	State	161.63	152.97
1980M10	AK	56.13	1980	10	10/1/1980	State	161.63	152.97
1980M11	AK	56.95	1980	11	11/1/1980	State	161.63	152.97
1980M12	AK	57.91	1980	12	12/1/1980	State	161.63	152.97
1981M01	AK	58.99	1981	1	1/1/1981	State	161.63	152.97
1981M02	AK	60.12	1981	2	2/1/1981	State	161.63	152.97
1981M03	AK	61.29	1981	3	3/1/1981	State	161.63	152.97
1981M04	AK	62.45	1981	4	4/1/1981	State	161.63	152.97
1981M05	AK	63.61	1981	5	5/1/1981	State	161.63	152.97
1981M06	AK	64.76	1981	6	6/1/1981	State	161.63	152.97
1981M07	AK	65.92	1981	7	7/1/1981	State	161.63	152.97
1981M08	AK	67.11	1981	8	8/1/1981	State	161.63	152.97
1981M09	AK	68.3	1981	9	9/1/1981	State	161.63	152.97
1981M10	AK	69.47	1981	10	10/1/1981	State	161.63	152.97
1981M11	AK	70.59	1981	11	11/1/1981	State	161.63	152.97
1981M12	AK	71.64	1981	12	12/1/1981	State	161.63	152.97
1982M01	AK	72.58	1982	1	1/1/1982	State	161.63	152.97
1982M02	AK	73.42	1982	2	2/1/1982	State	161.63	152.97
1982M03	AK	74.16	1982	3	3/1/1982	State	161.63	152.97
1982M04	AK	74.86	1982	4	4/1/1982	State	161.63	152.97
1982M05	AK	75.5	1982	5	5/1/1982	State	161.63	152.97
1982M06	AK	76.05	1982	6	6/1/1982	State	161.63	152.97
1982M07	AK	76.47	1982	7	7/1/1982	State	161.63	152.97
1982M08	AK	76.75	1982	8	8/1/1982	State	161.63	152.97
1982M09	AK	76.96	1982	9	9/1/1982	State	161.63	152.97
1982M10	AK	77.21	1982	10	10/1/1982	State	161.63	152.97
1982M11	AK	77.58	1982	11	11/1/1982	State	161.63	152.97
1982M12	AK	78.11	1982	12	12/1/1982	State	161.63	152.97
1983M01	AK	78.79	1983	1	1/1/1983	State	161.63	152.97
1983M02	AK	79.6	1983	2	2/1/1983	State	161.63	152.97
1983M03	AK	80.52	1983	3	3/1/1983	State	161.63	152.97
1983M04	AK	81.5	1983	4	4/1/1983	State	161.63	152.97
1983M05	AK	82.51	1983	5	5/1/1983	State	161.63	152.97
1983M06	AK	83.47	1983	6	6/1/1983	State	161.63	152.97
1983M07	AK	84.26	1983	7	7/1/1983	State	161.63	152.97
1983M08	AK	84.85	1983	8	8/1/1983	State	161.63	152.97
1983M09	AK	85.27	1983	9	9/1/1983	State	161.63	152.97
1983M10	AK	85.52	1983	10	10/1/1983	State	161.63	152.97
1983M11	AK	85.59	1983	11	11/1/1983	State	161.63	152.97
1983M12	AK	85.51	1983	12	12/1/1983	State	161.63	152.97
1984M01	AK	85.29	1984	1	1/1/1984	State	161.63	152.97
1984M02	AK	85	1984	2	2/1/1984	State	161.63	152.97
1984M03	AK	84.78	1984	3	3/1/1984	State	161.63	152.97
1984M04	AK	84.84	1984	4	4/1/1984	State	161.63	152.97
1984M05	AK	85.23	1984	5	5/1/1984	State	161.63	152.97
1984M06	AK	85.74	1984	6	6/1/1984	State	161.63	152.97
1984M07	AK	86.15	1984	7	7/1/1984	State	161.63	152.97
1984M08	AK	86.45	1984	8	8/1/1984	State	161.63	152.97
1984M09	AK	86.58	1984	9	9/1/1984	State	161.63	152.97
1984M10	AK	86.34	1984	10	10/1/1984	State	161.63	152.97
1984M11	AK	85.67	1984	11	11/1/1984	State	161.63	152.97
1984M12	AK	84.7	1984	12	12/1/1984	State	161.63	152.97
1985M01	AK	83.78	1985	1	1/1/1985	State	161.63	152.97
1985M02	AK	83.17	1985	2	2/1/1985	State	161.63	152.97
1985M03	AK	82.96	1985	3	3/1/1985	State	161.63	152.97
1985M04	AK	83.12	1985	4	4/1/1985	State	161.63	152.97
1985M05	AK	83.44	1985	5	5/1/1985	State	161.63	152.97
1985M06	AK	83.51	1985	6	6/1/1985	State	161.63	152.97
1985M07	AK	83.03	1985	7	7/1/1985	State	161.63	152.97
1985M08	AK	82.15	1985	8	8/1/1985	State	161.63	152.97
1985M09	AK	81.26	1985	9	9/1/1985	State	161.63	152.97
1985M10	AK	80.64	1985	10	10/1/1985	State	161.63	152.97
1985M11	AK	80.34	1985	11	11/1/1985	State	161.63	152.97
1985M12	AK	80.23	1985	12	12/1/1985	State	161.63	152.97
1986M01	AK	80.21	1986	1	1/1/1986	State	161.63	152.97
1986M02	AK	80.28	1986	2	2/1/1986	State	161.63	152.97
1986M03	AK	80.39	1986	3	3/1/1986	State	161.63	152.97
1986M04	AK	80.54	1986	4	4/1/1986	State	161.63	152.97
1986M05	AK	80.64	1986	5	5/1/1986	State	161.63	152.97
1986M06	AK	80.44	1986	6	6/1/1986	State	161.63	152.97
1986M07	AK	79.79	1986	7	7/1/1986	State	161.63	152.97
1986M08	AK	78.89	1986	8	8/1/1986	State	161.63	152.97
1986M09	AK	78.02	1986	9	9/1/1986	State	161.63	152.97
1986M10	AK	77.29	1986	10	10/1/1986	State	161.63	152.97
1986M11	AK	76.69	1986	11	11/1/1986	State	161.63	152.97
1986M12	AK	76.02	1986	12	12/1/1986	State	161.63	152.97
1987M01	AK	75.11	1987	1	1/1/1987	State	161.63	152.97
1987M02	AK	73.95	1987	2	2/1/1987	State	161.63	152.97
1987M03	AK	72.53	1987	3	3/1/1987	State	161.63	152.97
1987M04	AK	70.9	1987	4	4/1/1987	State	161.63	152.97
1987M05	AK	69.18	1987	5	5/1/1987	State	161.63	152.97
1987M06	AK	67.51	1987	6	6/1/1987	State	161.63	152.97
1987M07	AK	66.03	1987	7	7/1/1987	State	161.63	152.97
1987M08	AK	64.71	1987	8	8/1/1987	State	161.63	152.97
1987M09	AK	63.49	1987	9	9/1/1987	State	161.63	152.97
1987M10	AK	62.45	1987	10	10/1/1987	State	161.63	152.97
1987M11	AK	61.85	1987	11	11/1/1987	State	161.63	152.97
1987M12	AK	61.94	1987	12	12/1/1987	State	161.63	152.97
1988M01	AK	62.82	1988	1	1/1/1988	State	161.63	152.97
1988M02	AK	64.24	1988	2	2/1/1988	State	161.63	152.97
1988M03	AK	65.57	1988	3	3/1/1988	State	161.63	152.97
1988M04	AK	66.3	1988	4	4/1/1988	State	161.63	152.97
1988M05	AK	66.75	1988	5	5/1/1988	State	161.63	152.97
1988M06	AK	67.52	1988	6	6/1/1988	State	161.63	152.97
1988M07	AK	68.65	1988	7	7/1/1988	State	161.63	152.97
1988M08	AK	70.01	1988	8	8/1/1988	State	161.63	152.97
1988M09	AK	71.6	1988	9	9/1/1988	State	161.63	152.97
1988M10	AK	73.24	1988	10	10/1/1988	State	161.63	152.97
1988M11	AK	74.34	1988	11	11/1/1988	State	161.63	152.97
1988M12	AK	74.26	1988	12	12/1/1988	State	161.63	152.97
1989M01	AK	72.64	1989	1	1/1/1989	State	161.63	152.97
1989M02	AK	69.56	1989	2	2/1/1989	State	161.63	152.97
1989M03	AK	65.74	1989	3	3/1/1989	State	161.63	152.97
1989M04	AK	62.35	1989	4	4/1/1989	State	161.63	152.97
1989M05	AK	60.19	1989	5	5/1/1989	State	161.63	152.97
1989M06	AK	59.09	1989	6	6/1/1989	State	161.63	152.97
1989M07	AK	58.45	1989	7	7/1/1989	State	161.63	152.97
1989M08	AK	57.92	1989	8	8/1/1989	State	161.63	152.97
1989M09	AK	57.43	1989	9	9/1/1989	State	161.63	152.97
1989M10	AK	56.92	1989	10	10/1/1989	State	161.63	152.97
1989M11	AK	56.41	1989	11	11/1/1989	State	161.63	152.97
1989M12	AK	56.07	1989	12	12/1/1989	State	161.63	152.97
1990M01	AK	56.1	1990	1	1/1/1990	State	161.63	152.97
1990M02	AK	56.72	1990	2	2/1/1990	State	161.63	152.97
1990M03	AK	58.13	1990	3	3/1/1990	State	161.63	152.97
1990M04	AK	60.43	1990	4	4/1/1990	State	161.63	152.97
1990M05	AK	63.43	1990	5	5/1/1990	State	161.63	152.97
1990M06	AK	66.44	1990	6	6/1/1990	State	161.63	152.97
1990M07	AK	68.65	1990	7	7/1/1990	State	161.63	152.97
1990M08	AK	69.69	1990	8	8/1/1990	State	161.63	152.97
1990M09	AK	69.79	1990	9	9/1/1990	State	161.63	152.97
1990M10	AK	69.46	1990	10	10/1/1990	State	161.63	152.97
1990M11	AK	69.03	1990	11	11/1/1990	State	161.63	152.97
1990M12	AK	68.78	1990	12	12/1/1990	State	161.63	152.97
1991M01	AK	68.88	1991	1	1/1/1991	State	161.63	152.97
1991M02	AK	69.24	1991	2	2/1/1991	State	161.63	152.97
1991M03	AK	69.75	1991	3	3/1/1991	State	161.63	152.97
1991M04	AK	70.44	1991	4	4/1/1991	State	161.63	152.97
1991M05	AK	71.29	1991	5	5/1/1991	State	161.63	152.97
1991M06	AK	72.18	1991	6	6/1/1991	State	161.63	152.97
1991M07	AK	72.92	1991	7	7/1/1991	State	161.63	152.97
1991M08	AK	73.31	1991	8	8/1/1991	State	161.63	152.97
1991M09	AK	73.31	1991	9	9/1/1991	State	161.63	152.97
1991M10	AK	73.08	1991	10	10/1/1991	State	161.63	152.97
1991M11	AK	72.87	1991	11	11/1/1991	State	161.63	152.97
1991M12	AK	72.89	1991	12	12/1/1991	State	161.63	152.97
1992M01	AK	73.21	1992	1	1/1/1992	State	161.63	152.97
1992M02	AK	73.75	1992	2	2/1/1992	State	161.63	152.97
1992M03	AK	74.37	1992	3	3/1/1992	State	161.63	152.97
1992M04	AK	74.91	1992	4	4/1/1992	State	161.63	152.97
1992M05	AK	75.23	1992	5	5/1/1992	State	161.63	152.97
1992M06	AK	75.43	1992	6	6/1/1992	State	161.63	152.97
1992M07	AK	75.6	1992	7	7/1/1992	State	161.63	152.97
1992M08	AK	75.66	1992	8	8/1/1992	State	161.63	152.97
1992M09	AK	75.56	1992	9	9/1/1992	State	161.63	152.97
1992M10	AK	75.41	1992	10	10/1/1992	State	161.63	152.97
1992M11	AK	75.32	1992	11	11/1/1992	State	161.63	152.97
1992M12	AK	75.3	1992	12	12/1/1992	State	161.63	152.97
1993M01	AK	75.37	1993	1	1/1/1993	State	161.63	152.97
1993M02	AK	75.48	1993	2	2/1/1993	State	161.63	152.97
1993M03	AK	75.63	1993	3	3/1/1993	State	161.63	152.97
1993M04	AK	75.91	1993	4	4/1/1993	State	161.63	152.97
1993M05	AK	76.41	1993	5	5/1/1993	State	161.63	152.97
1993M06	AK	77.11	1993	6	6/1/1993	State	161.63	152.97
1993M07	AK	77.86	1993	7	7/1/1993	State	161.63	152.97
1993M08	AK	78.47	1993	8	8/1/1993	State	161.63	152.97
1993M09	AK	78.81	1993	9	9/1/1993	State	161.63	152.97
1993M10	AK	78.92	1993	10	10/1/1993	State	161.63	152.97
1993M11	AK	78.91	1993	11	11/1/1993	State	161.63	152.97
1993M12	AK	78.94	1993	12	12/1/1993	State	161.63	152.97
1994M01	AK	79.16	1994	1	1/1/1994	State	161.63	152.97
1994M02	AK	79.7	1994	2	2/1/1994	State	161.63	152.97
1994M03	AK	80.44	1994	3	3/1/1994	State	161.63	152.97
1994M04	AK	81.14	1994	4	4/1/1994	State	161.63	152.97
1994M05	AK	81.68	1994	5	5/1/1994	State	161.63	152.97
1994M06	AK	82.15	1994	6	6/1/1994	State	161.63	152.97
1994M07	AK	82.49	1994	7	7/1/1994	State	161.63	152.97
1994M08	AK	82.44	1994	8	8/1/1994	State	161.63	152.97
1994M09	AK	82.11	1994	9	9/1/1994	State	161.63	152.97
1994M10	AK	81.84	1994	10	10/1/1994	State	161.63	152.97
1994M11	AK	81.83	1994	11	11/1/1994	State	161.63	152.97
1994M12	AK	82.12	1994	12	12/1/1994	State	161.63	152.97
1995M01	AK	82.6	1995	1	1/1/1995	State	161.63	152.97
1995M02	AK	83.11	1995	2	2/1/1995	State	161.63	152.97
1995M03	AK	83.59	1995	3	3/1/1995	State	161.63	152.97
1995M04	AK	84.08	1995	4	4/1/1995	State	161.63	152.97
1995M05	AK	84.5	1995	5	5/1/1995	State	161.63	152.97
1995M06	AK	84.83	1995	6	6/1/1995	State	161.63	152.97
1995M07	AK	85.05	1995	7	7/1/1995	State	161.63	152.97
1995M08	AK	85.14	1995	8	8/1/1995	State	161.63	152.97
1995M09	AK	85.06	1995	9	9/1/1995	State	161.63	152.97
1995M10	AK	84.91	1995	10	10/1/1995	State	161.63	152.97
1995M11	AK	84.84	1995	11	11/1/1995	State	161.63	152.97
1995M12	AK	84.94	1995	12	12/1/1995	State	161.63	152.97
1996M01	AK	85.19	1996	1	1/1/1996	State	161.63	152.97
1996M02	AK	85.59	1996	2	2/1/1996	State	161.63	152.97
1996M03	AK	86.15	1996	3	3/1/1996	State	161.63	152.97
1996M04	AK	86.79	1996	4	4/1/1996	State	161.63	152.97
1996M05	AK	87.42	1996	5	5/1/1996	State	161.63	152.97
1996M06	AK	87.94	1996	6	6/1/1996	State	161.63	152.97
1996M07	AK	88.25	1996	7	7/1/1996	State	161.63	152.97
1996M08	AK	88.34	1996	8	8/1/1996	State	161.63	152.97
1996M09	AK	88.27	1996	9	9/1/1996	State	161.63	152.97
1996M10	AK	88.21	1996	10	10/1/1996	State	161.63	152.97
1996M11	AK	88.21	1996	11	11/1/1996	State	161.63	152.97
1996M12	AK	88.28	1996	12	12/1/1996	State	161.63	152.97
1997M01	AK	88.47	1997	1	1/1/1997	State	161.63	152.97
1997M02	AK	88.84	1997	2	2/1/1997	State	161.63	152.97
1997M03	AK	89.34	1997	3	3/1/1997	State	161.63	152.97
1997M04	AK	89.86	1997	4	4/1/1997	State	161.63	152.97
1997M05	AK	90.28	1997	5	5/1/1997	State	161.63	152.97
1997M06	AK	90.5	1997	6	6/1/1997	State	161.63	152.97
1997M07	AK	90.57	1997	7	7/1/1997	State	161.63	152.97
1997M08	AK	90.71	1997	8	8/1/1997	State	161.63	152.97
1997M09	AK	90.99	1997	9	9/1/1997	State	161.63	152.97
1997M10	AK	91.29	1997	10	10/1/1997	State	161.63	152.97
1997M11	AK	91.43	1997	11	11/1/1997	State	161.63	152.97
1997M12	AK	91.41	1997	12	12/1/1997	State	161.63	152.97
1998M01	AK	91.37	1998	1	1/1/1998	State	161.63	152.97
1998M02	AK	91.56	1998	2	2/1/1998	State	161.63	152.97
1998M03	AK	92.05	1998	3	3/1/1998	State	161.63	152.97
1998M04	AK	92.78	1998	4	4/1/1998	State	161.63	152.97
1998M05	AK	93.57	1998	5	5/1/1998	State	161.63	152.97
1998M06	AK	94.12	1998	6	6/1/1998	State	161.63	152.97
1998M07	AK	94.32	1998	7	7/1/1998	State	161.63	152.97
1998M08	AK	94.26	1998	8	8/1/1998	State	161.63	152.97
1998M09	AK	94.05	1998	9	9/1/1998	State	161.63	152.97
1998M10	AK	93.84	1998	10	10/1/1998	State	161.63	152.97
1998M11	AK	93.68	1998	11	11/1/1998	State	161.63	152.97
1998M12	AK	93.53	1998	12	12/1/1998	State	161.63	152.97
1999M01	AK	93.49	1999	1	1/1/1999	State	161.63	152.97
1999M02	AK	93.73	1999	2	2/1/1999	State	161.63	152.97
1999M03	AK	94.34	1999	3	3/1/1999	State	161.63	152.97
1999M04	AK	95.21	1999	4	4/1/1999	State	161.63	152.97
1999M05	AK	95.93	1999	5	5/1/1999	State	161.63	152.97
1999M06	AK	96.36	1999	6	6/1/1999	State	161.63	152.97
1999M07	AK	96.72	1999	7	7/1/1999	State	161.63	152.97
1999M08	AK	97.02	1999	8	8/1/1999	State	161.63	152.97
1999M09	AK	97.08	1999	9	9/1/1999	State	161.63	152.97
1999M10	AK	96.88	1999	10	10/1/1999	State	161.63	152.97
1999M11	AK	96.62	1999	11	11/1/1999	State	161.63	152.97
1999M12	AK	96.48	1999	12	12/1/1999	State	161.63	152.97
2000M01	AK	96.43	2000	1	1/1/2000	State	161.63	152.97
2000M02	AK	96.51	2000	2	2/1/2000	State	161.63	152.97
2000M03	AK	96.84	2000	3	3/1/2000	State	161.63	152.97
2000M04	AK	97.4	2000	4	4/1/2000	State	161.63	152.97
2000M05	AK	98.04	2000	5	5/1/2000	State	161.63	152.97
2000M06	AK	98.61	2000	6	6/1/2000	State	161.63	152.97
2000M07	AK	98.98	2000	7	7/1/2000	State	161.63	152.97
2000M08	AK	99.2	2000	8	8/1/2000	State	161.63	152.97
2000M09	AK	99.38	2000	9	9/1/2000	State	161.63	152.97
2000M10	AK	99.56	2000	10	10/1/2000	State	161.63	152.97
2000M11	AK	99.74	2000	11	11/1/2000	State	161.63	152.97
2000M12	AK	100	2000	12	12/1/2000	State	161.63	152.97
2001M01	AK	100.37	2001	1	1/1/2001	State	161.63	152.97
2001M02	AK	100.84	2001	2	2/1/2001	State	161.63	152.97
2001M03	AK	101.46	2001	3	3/1/2001	State	161.63	152.97
2001M04	AK	102.26	2001	4	4/1/2001	State	161.63	152.97
2001M05	AK	103.15	2001	5	5/1/2001	State	161.63	152.97
2001M06	AK	104.06	2001	6	6/1/2001	State	161.63	152.97
2001M07	AK	104.95	2001	7	7/1/2001	State	161.63	152.97
2001M08	AK	105.68	2001	8	8/1/2001	State	161.63	152.97
2001M09	AK	106.1	2001	9	9/1/2001	State	161.63	152.97
2001M10	AK	106.14	2001	10	10/1/2001	State	161.63	152.97
2001M11	AK	106.02	2001	11	11/1/2001	State	161.63	152.97
2001M12	AK	106.15	2001	12	12/1/2001	State	161.63	152.97
2002M01	AK	106.56	2002	1	1/1/2002	State	161.63	152.97
2002M02	AK	107.19	2002	2	2/1/2002	State	161.63	152.97
2002M03	AK	108.08	2002	3	3/1/2002	State	161.63	152.97
2002M04	AK	109.2	2002	4	4/1/2002	State	161.63	152.97
2002M05	AK	110.27	2002	5	5/1/2002	State	161.63	152.97
2002M06	AK	111.07	2002	6	6/1/2002	State	161.63	152.97
2002M07	AK	111.63	2002	7	7/1/2002	State	161.63	152.97
2002M08	AK	111.91	2002	8	8/1/2002	State	161.63	152.97
2002M09	AK	111.99	2002	9	9/1/2002	State	161.63	152.97
2002M10	AK	112.07	2002	10	10/1/2002	State	161.63	152.97
2002M11	AK	112.34	2002	11	11/1/2002	State	161.63	152.97
2002M12	AK	112.84	2002	12	12/1/2002	State	161.63	152.97
2003M01	AK	113.5	2003	1	1/1/2003	State	161.63	152.97
2003M02	AK	114.31	2003	2	2/1/2003	State	161.63	152.97
2003M03	AK	115.24	2003	3	3/1/2003	State	161.63	152.97
2003M04	AK	116.22	2003	4	4/1/2003	State	161.63	152.97
2003M05	AK	117.38	2003	5	5/1/2003	State	161.63	152.97
2003M06	AK	118.6	2003	6	6/1/2003	State	161.63	152.97
2003M07	AK	119.73	2003	7	7/1/2003	State	161.63	152.97
2003M08	AK	120.66	2003	8	8/1/2003	State	161.63	152.97
2003M09	AK	121.11	2003	9	9/1/2003	State	161.63	152.97
2003M10	AK	121.2	2003	10	10/1/2003	State	161.63	152.97
2003M11	AK	121.39	2003	11	11/1/2003	State	161.63	152.97
2003M12	AK	121.9	2003	12	12/1/2003	State	161.63	152.97
2004M01	AK	122.66	2004	1	1/1/2004	State	161.63	152.97
2004M02	AK	123.53	2004	2	2/1/2004	State	161.63	152.97
2004M03	AK	124.57	2004	3	3/1/2004	State	161.63	152.97
2004M04	AK	125.99	2004	4	4/1/2004	State	161.63	152.97
2004M05	AK	127.73	2004	5	5/1/2004	State	161.63	152.97
2004M06	AK	129.49	2004	6	6/1/2004	State	161.63	152.97
2004M07	AK	130.99	2004	7	7/1/2004	State	161.63	152.97
2004M08	AK	132	2004	8	8/1/2004	State	161.63	152.97
2004M09	AK	132.47	2004	9	9/1/2004	State	161.63	152.97
2004M10	AK	132.8	2004	10	10/1/2004	State	161.63	152.97
2004M11	AK	133.38	2004	11	11/1/2004	State	161.63	152.97
2004M12	AK	134.16	2004	12	12/1/2004	State	161.63	152.97
2005M01	AK	135.09	2005	1	1/1/2005	State	161.63	152.97
2005M02	AK	136.23	2005	2	2/1/2005	State	161.63	152.97
2005M03	AK	137.71	2005	3	3/1/2005	State	161.63	152.97
2005M04	AK	139.39	2005	4	4/1/2005	State	161.63	152.97
2005M05	AK	141.14	2005	5	5/1/2005	State	161.63	152.97
2005M06	AK	143.13	2005	6	6/1/2005	State	161.63	152.97
2005M07	AK	145.32	2005	7	7/1/2005	State	161.63	152.97
2005M08	AK	147.16	2005	8	8/1/2005	State	161.63	152.97
2005M09	AK	148.3	2005	9	9/1/2005	State	161.63	152.97
2005M10	AK	148.89	2005	10	10/1/2005	State	161.63	152.97
2005M11	AK	149.07	2005	11	11/1/2005	State	161.63	152.97
2005M12	AK	149.23	2005	12	12/1/2005	State	161.63	152.97
2006M01	AK	149.82	2006	1	1/1/2006	State	161.63	152.97
2006M02	AK	150.83	2006	2	2/1/2006	State	161.63	152.97
2006M03	AK	152.2	2006	3	3/1/2006	State	161.63	152.97
2006M04	AK	153.8	2006	4	4/1/2006	State	161.63	152.97
2006M05	AK	155.35	2006	5	5/1/2006	State	161.63	152.97
2006M06	AK	156.73	2006	6	6/1/2006	State	161.63	152.97
2006M07	AK	157.73	2006	7	7/1/2006	State	161.63	152.97
2006M08	AK	157.92	2006	8	8/1/2006	State	161.63	152.97
2006M09	AK	157.35	2006	9	9/1/2006	State	161.63	152.97
2006M10	AK	156.58	2006	10	10/1/2006	State	161.63	152.97
2006M11	AK	156.04	2006	11	11/1/2006	State	161.63	152.97
2006M12	AK	155.79	2006	12	12/1/2006	State	161.63	152.97
2007M01	AK	155.94	2007	1	1/1/2007	State	161.63	152.97
2007M02	AK	156.67	2007	2	2/1/2007	State	161.63	152.97
2007M03	AK	157.77	2007	3	3/1/2007	State	161.63	152.97
2007M04	AK	159.04	2007	4	4/1/2007	State	161.63	152.97
2007M05	AK	160.31	2007	5	5/1/2007	State	161.63	152.97
2007M06	AK	161.25	2007	6	6/1/2007	State	161.63	152.97
2007M07	AK	161.63	2007	7	7/1/2007	State	161.63	152.97
2007M08	AK	161.39	2007	8	8/1/2007	State	161.63	152.97
2007M09	AK	160.56	2007	9	9/1/2007	State	161.63	152.97
2007M10	AK	159.18	2007	10	10/1/2007	State	161.63	152.97
2007M11	AK	157.43	2007	11	11/1/2007	State	161.63	152.97
2007M12	AK	155.73	2007	12	12/1/2007	State	161.63	152.97
2008M01	AK	154.69	2008	1	1/1/2008	State	161.63	152.97
2008M02	AK	154.56	2008	2	2/1/2008	State	161.63	152.97
2008M03	AK	155.13	2008	3	3/1/2008	State	161.63	152.97
2008M04	AK	156.23	2008	4	4/1/2008	State	161.63	152.97
2008M05	AK	157.52	2008	5	5/1/2008	State	161.63	152.97
2008M06	AK	158.55	2008	6	6/1/2008	State	161.63	152.97
2008M07	AK	159.02	2008	7	7/1/2008	State	161.63	152.97
2008M08	AK	158.74	2008	8	8/1/2008	State	161.63	152.97
2008M09	AK	157.83	2008	9	9/1/2008	State	161.63	152.97
2008M10	AK	156.61	2008	10	10/1/2008	State	161.63	152.97
2008M11	AK	155.27	2008	11	11/1/2008	State	161.63	152.97
2008M12	AK	154.12	2008	12	12/1/2008	State	161.63	152.97
2009M01	AK	153.55	2009	1	1/1/2009	State	161.63	152.97
2009M02	AK	153.63	2009	2	2/1/2009	State	161.63	152.97
2009M03	AK	154.09	2009	3	3/1/2009	State	161.63	152.97
