Cycle	state	hpi	year	month	date	type	pmax	pmin
2000M05	OK	99.4	2000	5	5/1/2000	State	133.4	125.75
2000M06	OK	99.88	2000	6	6/1/2000	State	133.4	125.75
2000M07	OK	100.1	2000	7	7/1/2000	State	133.4	125.75
2000M08	OK	100.28	2000	8	8/1/2000	State	133.4	125.75
2000M09	OK	100.51	2000	9	9/1/2000	State	133.4	125.75
2000M10	OK	100.58	2000	10	10/1/2000	State	133.4	125.75
2000M11	OK	100.39	2000	11	11/1/2000	State	133.4	125.75
2000M12	OK	100	2000	12	12/1/2000	State	133.4	125.75
2001M01	OK	99.8	2001	1	1/1/2001	State	133.4	125.75
2001M02	OK	100.12	2001	2	2/1/2001	State	133.4	125.75
2001M03	OK	100.81	2001	3	3/1/2001	State	133.4	125.75
2001M04	OK	101.71	2001	4	4/1/2001	State	133.4	125.75
2001M05	OK	102.68	2001	5	5/1/2001	State	133.4	125.75
2001M06	OK	103.29	2001	6	6/1/2001	State	133.4	125.75
2001M07	OK	103.44	2001	7	7/1/2001	State	133.4	125.75
2001M08	OK	103.37	2001	8	8/1/2001	State	133.4	125.75
2001M09	OK	103.44	2001	9	9/1/2001	State	133.4	125.75
2001M10	OK	103.55	2001	10	10/1/2001	State	133.4	125.75
2001M11	OK	103.58	2001	11	11/1/2001	State	133.4	125.75
2001M12	OK	103.7	2001	12	12/1/2001	State	133.4	125.75
2002M01	OK	103.87	2002	1	1/1/2002	State	133.4	125.75
2002M02	OK	104.2	2002	2	2/1/2002	State	133.4	125.75
2002M03	OK	104.83	2002	3	3/1/2002	State	133.4	125.75
2002M04	OK	105.68	2002	4	4/1/2002	State	133.4	125.75
2002M05	OK	106.51	2002	5	5/1/2002	State	133.4	125.75
2002M06	OK	107.16	2002	6	6/1/2002	State	133.4	125.75
2002M07	OK	107.53	2002	7	7/1/2002	State	133.4	125.75
2002M08	OK	107.59	2002	8	8/1/2002	State	133.4	125.75
2002M09	OK	107.63	2002	9	9/1/2002	State	133.4	125.75
2002M10	OK	107.8	2002	10	10/1/2002	State	133.4	125.75
2002M11	OK	108	2002	11	11/1/2002	State	133.4	125.75
2002M12	OK	108.09	2002	12	12/1/2002	State	133.4	125.75
2003M01	OK	108.06	2003	1	1/1/2003	State	133.4	125.75
2003M02	OK	108.12	2003	2	2/1/2003	State	133.4	125.75
2003M03	OK	108.42	2003	3	3/1/2003	State	133.4	125.75
2003M04	OK	108.95	2003	4	4/1/2003	State	133.4	125.75
2003M05	OK	109.64	2003	5	5/1/2003	State	133.4	125.75
2003M06	OK	110.42	2003	6	6/1/2003	State	133.4	125.75
2003M07	OK	111.17	2003	7	7/1/2003	State	133.4	125.75
2003M08	OK	111.7	2003	8	8/1/2003	State	133.4	125.75
2003M09	OK	111.84	2003	9	9/1/2003	State	133.4	125.75
2003M10	OK	111.86	2003	10	10/1/2003	State	133.4	125.75
2003M11	OK	111.88	2003	11	11/1/2003	State	133.4	125.75
2003M12	OK	111.74	2003	12	12/1/2003	State	133.4	125.75
2004M01	OK	111.65	2004	1	1/1/2004	State	133.4	125.75
2004M02	OK	111.97	2004	2	2/1/2004	State	133.4	125.75
2004M03	OK	112.73	2004	3	3/1/2004	State	133.4	125.75
2004M04	OK	113.6	2004	4	4/1/2004	State	133.4	125.75
2004M05	OK	114.39	2004	5	5/1/2004	State	133.4	125.75
2004M06	OK	115.02	2004	6	6/1/2004	State	133.4	125.75
2004M07	OK	115.37	2004	7	7/1/2004	State	133.4	125.75
2004M08	OK	115.46	2004	8	8/1/2004	State	133.4	125.75
2004M09	OK	115.67	2004	9	9/1/2004	State	133.4	125.75
2004M10	OK	116.03	2004	10	10/1/2004	State	133.4	125.75
2004M11	OK	116.19	2004	11	11/1/2004	State	133.4	125.75
2004M12	OK	116.09	2004	12	12/1/2004	State	133.4	125.75
2005M01	OK	116.05	2005	1	1/1/2005	State	133.4	125.75
2005M02	OK	116.56	2005	2	2/1/2005	State	133.4	125.75
2005M03	OK	117.7	2005	3	3/1/2005	State	133.4	125.75
2005M04	OK	119	2005	4	4/1/2005	State	133.4	125.75
2005M05	OK	120.16	2005	5	5/1/2005	State	133.4	125.75
2005M06	OK	121.15	2005	6	6/1/2005	State	133.4	125.75
2005M07	OK	121.78	2005	7	7/1/2005	State	133.4	125.75
2005M08	OK	121.89	2005	8	8/1/2005	State	133.4	125.75
2005M09	OK	121.95	2005	9	9/1/2005	State	133.4	125.75
2005M10	OK	122.07	2005	10	10/1/2005	State	133.4	125.75
2005M11	OK	122.35	2005	11	11/1/2005	State	133.4	125.75
2005M12	OK	122.79	2005	12	12/1/2005	State	133.4	125.75
2006M01	OK	123.19	2006	1	1/1/2006	State	133.4	125.75
2006M02	OK	123.79	2006	2	2/1/2006	State	133.4	125.75
2006M03	OK	124.71	2006	3	3/1/2006	State	133.4	125.75
2006M04	OK	125.95	2006	4	4/1/2006	State	133.4	125.75
2006M05	OK	127.1	2006	5	5/1/2006	State	133.4	125.75
2006M06	OK	127.69	2006	6	6/1/2006	State	133.4	125.75
2006M07	OK	127.78	2006	7	7/1/2006	State	133.4	125.75
2006M08	OK	127.78	2006	8	8/1/2006	State	133.4	125.75
2006M09	OK	127.88	2006	9	9/1/2006	State	133.4	125.75
2006M10	OK	127.85	2006	10	10/1/2006	State	133.4	125.75
2006M11	OK	127.76	2006	11	11/1/2006	State	133.4	125.75
2006M12	OK	128.02	2006	12	12/1/2006	State	133.4	125.75
2007M01	OK	128.41	2007	1	1/1/2007	State	133.4	125.75
2007M02	OK	128.72	2007	2	2/1/2007	State	133.4	125.75
2007M03	OK	129.21	2007	3	3/1/2007	State	133.4	125.75
2007M04	OK	129.91	2007	4	4/1/2007	State	133.4	125.75
2007M05	OK	130.83	2007	5	5/1/2007	State	133.4	125.75
2007M06	OK	131.88	2007	6	6/1/2007	State	133.4	125.75
2007M07	OK	132.74	2007	7	7/1/2007	State	133.4	125.75
2007M08	OK	133.33	2007	8	8/1/2007	State	133.4	125.75
2007M09	OK	133.4	2007	9	9/1/2007	State	133.4	125.75
2007M10	OK	132.71	2007	10	10/1/2007	State	133.4	125.75
2007M11	OK	131.6	2007	11	11/1/2007	State	133.4	125.75
2007M12	OK	130.46	2007	12	12/1/2007	State	133.4	125.75
2008M01	OK	129.58	2008	1	1/1/2008	State	133.4	125.75
2008M02	OK	129.41	2008	2	2/1/2008	State	133.4	125.75
2008M03	OK	130.14	2008	3	3/1/2008	State	133.4	125.75
2008M04	OK	131.25	2008	4	4/1/2008	State	133.4	125.75
2008M05	OK	132.36	2008	5	5/1/2008	State	133.4	125.75
2008M06	OK	133.25	2008	6	6/1/2008	State	133.4	125.75
2008M07	OK	133.58	2008	7	7/1/2008	State	133.4	125.75
2008M08	OK	132.98	2008	8	8/1/2008	State	133.4	125.75
2008M09	OK	131.71	2008	9	9/1/2008	State	133.4	125.75
2008M10	OK	130.53	2008	10	10/1/2008	State	133.4	125.75
2008M11	OK	129.41	2008	11	11/1/2008	State	133.4	125.75
2008M12	OK	128.34	2008	12	12/1/2008	State	133.4	125.75
2009M01	OK	127.93	2009	1	1/1/2009	State	133.4	125.75
2009M02	OK	128.29	2009	2	2/1/2009	State	133.4	125.75
2009M03	OK	129.14	2009	3	3/1/2009	State	133.4	125.75
2009M04	OK	130	2009	4	4/1/2009	State	133.4	125.75
2009M05	OK	130.42	2009	5	5/1/2009	State	133.4	125.75
2009M06	OK	130.62	2009	6	6/1/2009	State	133.4	125.75
2009M07	OK	131.09	2009	7	7/1/2009	State	133.4	125.75
2009M08	OK	131.71	2009	8	8/1/2009	State	133.4	125.75
2009M09	OK	132.17	2009	9	9/1/2009	State	133.4	125.75
2009M10	OK	132.27	2009	10	10/1/2009	State	133.4	125.75
2009M11	OK	131.94	2009	11	11/1/2009	State	133.4	125.75
2009M12	OK	131.19	2009	12	12/1/2009	State	133.4	125.75
2010M01	OK	130.3	2010	1	1/1/2010	State	133.4	125.75
2010M02	OK	129.85	2010	2	2/1/2010	State	133.4	125.75
2010M03	OK	130.22	2010	3	3/1/2010	State	133.4	125.75
2010M04	OK	131.17	2010	4	4/1/2010	State	133.4	125.75
2010M05	OK	131.93	2010	5	5/1/2010	State	133.4	125.75
2010M06	OK	132.31	2010	6	6/1/2010	State	133.4	125.75
2010M07	OK	132.38	2010	7	7/1/2010	State	133.4	125.75
2010M08	OK	131.79	2010	8	8/1/2010	State	133.4	125.75
2010M09	OK	130.77	2010	9	9/1/2010	State	133.4	125.75
2010M10	OK	129.85	2010	10	10/1/2010	State	133.4	125.75
2010M11	OK	128.85	2010	11	11/1/2010	State	133.4	125.75
2010M12	OK	127.54	2010	12	12/1/2010	State	133.4	125.75
2011M01	OK	126.27	2011	1	1/1/2011	State	133.4	125.75
2011M02	OK	125.75	2011	2	2/1/2011	State	133.4	125.75
2011M03	OK	126.34	2011	3	3/1/2011	State	133.4	125.75
2011M04	OK	127.82	2011	4	4/1/2011	State	133.4	125.75
2011M05	OK	129.35	2011	5	5/1/2011	State	133.4	125.75
2011M06	OK	130.06	2011	6	6/1/2011	State	133.4	125.75
2011M07	OK	129.8	2011	7	7/1/2011	State	133.4	125.75
2011M08	OK	128.95	2011	8	8/1/2011	State	133.4	125.75
2011M09	OK	128	2011	9	9/1/2011	State	133.4	125.75
2011M10	OK	127.4	2011	10	10/1/2011	State	133.4	125.75
2011M11	OK	127.23	2011	11	11/1/2011	State	133.4	125.75
2011M12	OK	127.21	2011	12	12/1/2011	State	133.4	125.75
2012M01	OK	127.29	2012	1	1/1/2012	State	133.4	125.75
2012M02	OK	127.78	2012	2	2/1/2012	State	133.4	125.75
2012M03	OK	128.77	2012	3	3/1/2012	State	133.4	125.75
2012M04	OK	129.82	2012	4	4/1/2012	State	133.4	125.75
2012M05	OK	130.65	2012	5	5/1/2012	State	133.4	125.75
2012M06	OK	131.28	2012	6	6/1/2012	State	133.4	125.75
2012M07	OK	131.72	2012	7	7/1/2012	State	133.4	125.75
2012M08	OK	132.15	2012	8	8/1/2012	State	133.4	125.75
2012M09	OK	132.44	2012	9	9/1/2012	State	133.4	125.75
2012M10	OK	132.39	2012	10	10/1/2012	State	133.4	125.75
2012M11	OK	132.03	2012	11	11/1/2012	State	133.4	125.75
2012M12	OK	131.56	2012	12	12/1/2012	State	133.4	125.75
2013M01	OK	131.59	2013	1	1/1/2013	State	133.4	125.75
2013M02	OK	132.29	2013	2	2/1/2013	State	133.4	125.75
2013M03	OK	133.41	2013	3	3/1/2013	State	133.4	125.75
2013M04	OK	134.64	2013	4	4/1/2013	State	133.4	125.75
2013M05	OK	135.77	2013	5	5/1/2013	State	133.4	125.75
2013M06	OK	136.69	2013	6	6/1/2013	State	133.4	125.75
2013M07	OK	137.22	2013	7	7/1/2013	State	133.4	125.75
2013M08	OK	137.25	2013	8	8/1/2013	State	133.4	125.75
2013M09	OK	136.95	2013	9	9/1/2013	State	133.4	125.75
2013M10	OK	136.44	2013	10	10/1/2013	State	133.4	125.75
2013M11	OK	136	2013	11	11/1/2013	State	133.4	125.75
2013M12	OK	135.75	2013	12	12/1/2013	State	133.4	125.75
2014M01	OK	135.66	2014	1	1/1/2014	State	133.4	125.75
2014M02	OK	136.05	2014	2	2/1/2014	State	133.4	125.75
2014M03	OK	137.2	2014	3	3/1/2014	State	133.4	125.75
2014M04	OK	138.77	2014	4	4/1/2014	State	133.4	125.75
2014M05	OK	140.04	2014	5	5/1/2014	State	133.4	125.75
2014M06	OK	140.87	2014	6	6/1/2014	State	133.4	125.75
2014M07	OK	141.46	2014	7	7/1/2014	State	133.4	125.75
2014M08	OK	141.94	2014	8	8/1/2014	State	133.4	125.75
2014M09	OK	142.46	2014	9	9/1/2014	State	133.4	125.75
2014M10	OK	142.85	2014	10	10/1/2014	State	133.4	125.75
2014M11	OK	142.89	2014	11	11/1/2014	State	133.4	125.75
2014M12	OK	142.68	2014	12	12/1/2014	State	133.4	125.75
2015M01	OK	142.72	2015	1	1/1/2015	State	133.4	125.75
2015M02	OK	143.16	2015	2	2/1/2015	State	133.4	125.75
2015M03	OK	143.85	2015	3	3/1/2015	State	133.4	125.75
2015M04	OK	145.08	2015	4	4/1/2015	State	133.4	125.75
2015M05	OK	146.83	2015	5	5/1/2015	State	133.4	125.75
2015M06	OK	148.28	2015	6	6/1/2015	State	133.4	125.75
2015M07	OK	148.63	2015	7	7/1/2015	State	133.4	125.75
2015M08	OK	148.18	2015	8	8/1/2015	State	133.4	125.75
2015M09	OK	147.61	2015	9	9/1/2015	State	133.4	125.75
2015M10	OK	147.22	2015	10	10/1/2015	State	133.4	125.75
2015M11	OK	146.85	2015	11	11/1/2015	State	133.4	125.75
2015M12	OK	146.63	2015	12	12/1/2015	State	133.4	125.75
2016M01	OK	146.87	2016	1	1/1/2016	State	133.4	125.75
2016M02	OK	147.73	2016	2	2/1/2016	State	133.4	125.75
2016M03	OK	149.05	2016	3	3/1/2016	State	133.4	125.75
1975M01	OR	19.65	1975	1	1/1/1975	State	182.01	125.04
1975M02	OR	20.15	1975	2	2/1/1975	State	182.01	125.04
1975M03	OR	20.62	1975	3	3/1/1975	State	182.01	125.04
1975M04	OR	21.06	1975	4	4/1/1975	State	182.01	125.04
1975M05	OR	21.47	1975	5	5/1/1975	State	182.01	125.04
1975M06	OR	21.87	1975	6	6/1/1975	State	182.01	125.04
1975M07	OR	22.21	1975	7	7/1/1975	State	182.01	125.04
1975M08	OR	22.46	1975	8	8/1/1975	State	182.01	125.04
1975M09	OR	22.63	1975	9	9/1/1975	State	182.01	125.04
1975M10	OR	22.74	1975	10	10/1/1975	State	182.01	125.04
1975M11	OR	22.81	1975	11	11/1/1975	State	182.01	125.04
1975M12	OR	22.88	1975	12	12/1/1975	State	182.01	125.04
1976M01	OR	23	1976	1	1/1/1976	State	182.01	125.04
1976M02	OR	23.15	1976	2	2/1/1976	State	182.01	125.04
1976M03	OR	23.38	1976	3	3/1/1976	State	182.01	125.04
1976M04	OR	23.68	1976	4	4/1/1976	State	182.01	125.04
1976M05	OR	24.05	1976	5	5/1/1976	State	182.01	125.04
1976M06	OR	24.53	1976	6	6/1/1976	State	182.01	125.04
1976M07	OR	25.05	1976	7	7/1/1976	State	182.01	125.04
1976M08	OR	25.51	1976	8	8/1/1976	State	182.01	125.04
1976M09	OR	25.9	1976	9	9/1/1976	State	182.01	125.04
1976M10	OR	26.24	1976	10	10/1/1976	State	182.01	125.04
1976M11	OR	26.62	1976	11	11/1/1976	State	182.01	125.04
1976M12	OR	27.04	1976	12	12/1/1976	State	182.01	125.04
1977M01	OR	27.4	1977	1	1/1/1977	State	182.01	125.04
1977M02	OR	27.64	1977	2	2/1/1977	State	182.01	125.04
1977M03	OR	27.85	1977	3	3/1/1977	State	182.01	125.04
1977M04	OR	28.17	1977	4	4/1/1977	State	182.01	125.04
1977M05	OR	28.71	1977	5	5/1/1977	State	182.01	125.04
1977M06	OR	29.4	1977	6	6/1/1977	State	182.01	125.04
1977M07	OR	30.08	1977	7	7/1/1977	State	182.01	125.04
1977M08	OR	30.64	1977	8	8/1/1977	State	182.01	125.04
1977M09	OR	31.05	1977	9	9/1/1977	State	182.01	125.04
1977M10	OR	31.34	1977	10	10/1/1977	State	182.01	125.04
1977M11	OR	31.6	1977	11	11/1/1977	State	182.01	125.04
1977M12	OR	31.93	1977	12	12/1/1977	State	182.01	125.04
1978M01	OR	32.35	1978	1	1/1/1978	State	182.01	125.04
1978M02	OR	32.83	1978	2	2/1/1978	State	182.01	125.04
1978M03	OR	33.35	1978	3	3/1/1978	State	182.01	125.04
1978M04	OR	33.97	1978	4	4/1/1978	State	182.01	125.04
1978M05	OR	34.64	1978	5	5/1/1978	State	182.01	125.04
1978M06	OR	35.31	1978	6	6/1/1978	State	182.01	125.04
1978M07	OR	35.94	1978	7	7/1/1978	State	182.01	125.04
1978M08	OR	36.49	1978	8	8/1/1978	State	182.01	125.04
1978M09	OR	36.93	1978	9	9/1/1978	State	182.01	125.04
1978M10	OR	37.34	1978	10	10/1/1978	State	182.01	125.04
1978M11	OR	37.74	1978	11	11/1/1978	State	182.01	125.04
1978M12	OR	38.11	1978	12	12/1/1978	State	182.01	125.04
1979M01	OR	38.4	1979	1	1/1/1979	State	182.01	125.04
1979M02	OR	38.59	1979	2	2/1/1979	State	182.01	125.04
1979M03	OR	38.73	1979	3	3/1/1979	State	182.01	125.04
1979M04	OR	38.94	1979	4	4/1/1979	State	182.01	125.04
1979M05	OR	39.32	1979	5	5/1/1979	State	182.01	125.04
1979M06	OR	39.78	1979	6	6/1/1979	State	182.01	125.04
1979M07	OR	40.25	1979	7	7/1/1979	State	182.01	125.04
1979M08	OR	40.74	1979	8	8/1/1979	State	182.01	125.04
1979M09	OR	41.18	1979	9	9/1/1979	State	182.01	125.04
1979M10	OR	41.45	1979	10	10/1/1979	State	182.01	125.04
1979M11	OR	41.51	1979	11	11/1/1979	State	182.01	125.04
1979M12	OR	41.48	1979	12	12/1/1979	State	182.01	125.04
1980M01	OR	41.46	1980	1	1/1/1980	State	182.01	125.04
1980M02	OR	41.55	1980	2	2/1/1980	State	182.01	125.04
1980M03	OR	41.76	1980	3	3/1/1980	State	182.01	125.04
1980M04	OR	42.04	1980	4	4/1/1980	State	182.01	125.04
1980M05	OR	42.36	1980	5	5/1/1980	State	182.01	125.04
1980M06	OR	42.72	1980	6	6/1/1980	State	182.01	125.04
1980M07	OR	43.06	1980	7	7/1/1980	State	182.01	125.04
1980M08	OR	43.24	1980	8	8/1/1980	State	182.01	125.04
1980M09	OR	43.22	1980	9	9/1/1980	State	182.01	125.04
1980M10	OR	43.01	1980	10	10/1/1980	State	182.01	125.04
1980M11	OR	42.66	1980	11	11/1/1980	State	182.01	125.04
1980M12	OR	42.3	1980	12	12/1/1980	State	182.01	125.04
1981M01	OR	42.01	1981	1	1/1/1981	State	182.01	125.04
1981M02	OR	41.79	1981	2	2/1/1981	State	182.01	125.04
1981M03	OR	41.61	1981	3	3/1/1981	State	182.01	125.04
1981M04	OR	41.39	1981	4	4/1/1981	State	182.01	125.04
1981M05	OR	41.07	1981	5	5/1/1981	State	182.01	125.04
1981M06	OR	40.61	1981	6	6/1/1981	State	182.01	125.04
1981M07	OR	40.01	1981	7	7/1/1981	State	182.01	125.04
1981M08	OR	39.37	1981	8	8/1/1981	State	182.01	125.04
1981M09	OR	38.79	1981	9	9/1/1981	State	182.01	125.04
1981M10	OR	38.36	1981	10	10/1/1981	State	182.01	125.04
1981M11	OR	38.19	1981	11	11/1/1981	State	182.01	125.04
1981M12	OR	38.33	1981	12	12/1/1981	State	182.01	125.04
1982M01	OR	38.7	1982	1	1/1/1982	State	182.01	125.04
1982M02	OR	39.14	1982	2	2/1/1982	State	182.01	125.04
1982M03	OR	39.62	1982	3	3/1/1982	State	182.01	125.04
1982M04	OR	40.07	1982	4	4/1/1982	State	182.01	125.04
1982M05	OR	40.47	1982	5	5/1/1982	State	182.01	125.04
1982M06	OR	40.78	1982	6	6/1/1982	State	182.01	125.04
1982M07	OR	41.03	1982	7	7/1/1982	State	182.01	125.04
1982M08	OR	41.29	1982	8	8/1/1982	State	182.01	125.04
1982M09	OR	41.6	1982	9	9/1/1982	State	182.01	125.04
1982M10	OR	41.91	1982	10	10/1/1982	State	182.01	125.04
1982M11	OR	42.13	1982	11	11/1/1982	State	182.01	125.04
1982M12	OR	42.25	1982	12	12/1/1982	State	182.01	125.04
1983M01	OR	42.25	1983	1	1/1/1983	State	182.01	125.04
1983M02	OR	42.12	1983	2	2/1/1983	State	182.01	125.04
1983M03	OR	41.93	1983	3	3/1/1983	State	182.01	125.04
1983M04	OR	41.74	1983	4	4/1/1983	State	182.01	125.04
1983M05	OR	41.58	1983	5	5/1/1983	State	182.01	125.04
1983M06	OR	41.45	1983	6	6/1/1983	State	182.01	125.04
1983M07	OR	41.31	1983	7	7/1/1983	State	182.01	125.04
1983M08	OR	41.16	1983	8	8/1/1983	State	182.01	125.04
1983M09	OR	41.05	1983	9	9/1/1983	State	182.01	125.04
1983M10	OR	41	1983	10	10/1/1983	State	182.01	125.04
1983M11	OR	40.99	1983	11	11/1/1983	State	182.01	125.04
1983M12	OR	40.97	1983	12	12/1/1983	State	182.01	125.04
1984M01	OR	40.84	1984	1	1/1/1984	State	182.01	125.04
1984M02	OR	40.63	1984	2	2/1/1984	State	182.01	125.04
1984M03	OR	40.41	1984	3	3/1/1984	State	182.01	125.04
1984M04	OR	40.18	1984	4	4/1/1984	State	182.01	125.04
1984M05	OR	39.94	1984	5	5/1/1984	State	182.01	125.04
1984M06	OR	39.71	1984	6	6/1/1984	State	182.01	125.04
1984M07	OR	39.53	1984	7	7/1/1984	State	182.01	125.04
1984M08	OR	39.58	1984	8	8/1/1984	State	182.01	125.04
1984M09	OR	40.04	1984	9	9/1/1984	State	182.01	125.04
1984M10	OR	40.81	1984	10	10/1/1984	State	182.01	125.04
1984M11	OR	41.61	1984	11	11/1/1984	State	182.01	125.04
1984M12	OR	42.02	1984	12	12/1/1984	State	182.01	125.04
1985M01	OR	41.75	1985	1	1/1/1985	State	182.01	125.04
1985M02	OR	41.1	1985	2	2/1/1985	State	182.01	125.04
1985M03	OR	40.49	1985	3	3/1/1985	State	182.01	125.04
1985M04	OR	40.05	1985	4	4/1/1985	State	182.01	125.04
1985M05	OR	39.76	1985	5	5/1/1985	State	182.01	125.04
1985M06	OR	39.57	1985	6	6/1/1985	State	182.01	125.04
1985M07	OR	39.54	1985	7	7/1/1985	State	182.01	125.04
1985M08	OR	39.66	1985	8	8/1/1985	State	182.01	125.04
1985M09	OR	39.81	1985	9	9/1/1985	State	182.01	125.04
1985M10	OR	39.93	1985	10	10/1/1985	State	182.01	125.04
1985M11	OR	39.95	1985	11	11/1/1985	State	182.01	125.04
1985M12	OR	39.72	1985	12	12/1/1985	State	182.01	125.04
1986M01	OR	39.31	1986	1	1/1/1986	State	182.01	125.04
1986M02	OR	38.87	1986	2	2/1/1986	State	182.01	125.04
1986M03	OR	38.61	1986	3	3/1/1986	State	182.01	125.04
1986M04	OR	38.94	1986	4	4/1/1986	State	182.01	125.04
1986M05	OR	39.67	1986	5	5/1/1986	State	182.01	125.04
1986M06	OR	40.17	1986	6	6/1/1986	State	182.01	125.04
1986M07	OR	40.16	1986	7	7/1/1986	State	182.01	125.04
1986M08	OR	39.73	1986	8	8/1/1986	State	182.01	125.04
1986M09	OR	39.19	1986	9	9/1/1986	State	182.01	125.04
1986M10	OR	39.13	1986	10	10/1/1986	State	182.01	125.04
1986M11	OR	39.51	1986	11	11/1/1986	State	182.01	125.04
1986M12	OR	39.78	1986	12	12/1/1986	State	182.01	125.04
1987M01	OR	39.87	1987	1	1/1/1987	State	182.01	125.04
1987M02	OR	39.93	1987	2	2/1/1987	State	182.01	125.04
1987M03	OR	39.97	1987	3	3/1/1987	State	182.01	125.04
1987M04	OR	40.01	1987	4	4/1/1987	State	182.01	125.04
1987M05	OR	40.08	1987	5	5/1/1987	State	182.01	125.04
1987M06	OR	40.07	1987	6	6/1/1987	State	182.01	125.04
1987M07	OR	39.99	1987	7	7/1/1987	State	182.01	125.04
1987M08	OR	39.97	1987	8	8/1/1987	State	182.01	125.04
1987M09	OR	40.01	1987	9	9/1/1987	State	182.01	125.04
1987M10	OR	40.02	1987	10	10/1/1987	State	182.01	125.04
1987M11	OR	39.93	1987	11	11/1/1987	State	182.01	125.04
1987M12	OR	39.83	1987	12	12/1/1987	State	182.01	125.04
1988M01	OR	39.77	1988	1	1/1/1988	State	182.01	125.04
1988M02	OR	39.8	1988	2	2/1/1988	State	182.01	125.04
1988M03	OR	39.97	1988	3	3/1/1988	State	182.01	125.04
1988M04	OR	40.29	1988	4	4/1/1988	State	182.01	125.04
1988M05	OR	40.68	1988	5	5/1/1988	State	182.01	125.04
1988M06	OR	41.12	1988	6	6/1/1988	State	182.01	125.04
1988M07	OR	41.6	1988	7	7/1/1988	State	182.01	125.04
1988M08	OR	41.99	1988	8	8/1/1988	State	182.01	125.04
1988M09	OR	42.12	1988	9	9/1/1988	State	182.01	125.04
1988M10	OR	42.07	1988	10	10/1/1988	State	182.01	125.04
1988M11	OR	42.12	1988	11	11/1/1988	State	182.01	125.04
1988M12	OR	42.34	1988	12	12/1/1988	State	182.01	125.04
1989M01	OR	42.56	1989	1	1/1/1989	State	182.01	125.04
1989M02	OR	42.8	1989	2	2/1/1989	State	182.01	125.04
1989M03	OR	43.09	1989	3	3/1/1989	State	182.01	125.04
1989M04	OR	43.4	1989	4	4/1/1989	State	182.01	125.04
1989M05	OR	43.86	1989	5	5/1/1989	State	182.01	125.04
1989M06	OR	44.51	1989	6	6/1/1989	State	182.01	125.04
1989M07	OR	45.08	1989	7	7/1/1989	State	182.01	125.04
1989M08	OR	45.38	1989	8	8/1/1989	State	182.01	125.04
1989M09	OR	45.57	1989	9	9/1/1989	State	182.01	125.04
1989M10	OR	45.9	1989	10	10/1/1989	State	182.01	125.04
1989M11	OR	46.39	1989	11	11/1/1989	State	182.01	125.04
1989M12	OR	46.94	1989	12	12/1/1989	State	182.01	125.04
1990M01	OR	47.53	1990	1	1/1/1990	State	182.01	125.04
1990M02	OR	48.18	1990	2	2/1/1990	State	182.01	125.04
1990M03	OR	48.95	1990	3	3/1/1990	State	182.01	125.04
1990M04	OR	49.82	1990	4	4/1/1990	State	182.01	125.04
1990M05	OR	50.69	1990	5	5/1/1990	State	182.01	125.04
1990M06	OR	51.53	1990	6	6/1/1990	State	182.01	125.04
1990M07	OR	52.32	1990	7	7/1/1990	State	182.01	125.04
1990M08	OR	52.96	1990	8	8/1/1990	State	182.01	125.04
1990M09	OR	53.42	1990	9	9/1/1990	State	182.01	125.04
1990M10	OR	53.69	1990	10	10/1/1990	State	182.01	125.04
1990M11	OR	53.76	1990	11	11/1/1990	State	182.01	125.04
1990M12	OR	53.76	1990	12	12/1/1990	State	182.01	125.04
1991M01	OR	53.91	1991	1	1/1/1991	State	182.01	125.04
1991M02	OR	54.24	1991	2	2/1/1991	State	182.01	125.04
1991M03	OR	54.66	1991	3	3/1/1991	State	182.01	125.04
1991M04	OR	55.16	1991	4	4/1/1991	State	182.01	125.04
1991M05	OR	55.67	1991	5	5/1/1991	State	182.01	125.04
1991M06	OR	56.15	1991	6	6/1/1991	State	182.01	125.04
1991M07	OR	56.6	1991	7	7/1/1991	State	182.01	125.04
1991M08	OR	56.95	1991	8	8/1/1991	State	182.01	125.04
1991M09	OR	57.18	1991	9	9/1/1991	State	182.01	125.04
1991M10	OR	57.42	1991	10	10/1/1991	State	182.01	125.04
1991M11	OR	57.79	1991	11	11/1/1991	State	182.01	125.04
1991M12	OR	58.27	1991	12	12/1/1991	State	182.01	125.04
1992M01	OR	58.77	1992	1	1/1/1992	State	182.01	125.04
1992M02	OR	59.28	1992	2	2/1/1992	State	182.01	125.04
1992M03	OR	59.76	1992	3	3/1/1992	State	182.01	125.04
1992M04	OR	60.18	1992	4	4/1/1992	State	182.01	125.04
1992M05	OR	60.68	1992	5	5/1/1992	State	182.01	125.04
1992M06	OR	61.2	1992	6	6/1/1992	State	182.01	125.04
1992M07	OR	61.51	1992	7	7/1/1992	State	182.01	125.04
1992M08	OR	61.77	1992	8	8/1/1992	State	182.01	125.04
1992M09	OR	62.21	1992	9	9/1/1992	State	182.01	125.04
1992M10	OR	62.74	1992	10	10/1/1992	State	182.01	125.04
1992M11	OR	63.18	1992	11	11/1/1992	State	182.01	125.04
1992M12	OR	63.46	1992	12	12/1/1992	State	182.01	125.04
1993M01	OR	63.65	1993	1	1/1/1993	State	182.01	125.04
1993M02	OR	63.95	1993	2	2/1/1993	State	182.01	125.04
1993M03	OR	64.48	1993	3	3/1/1993	State	182.01	125.04
1993M04	OR	65.11	1993	4	4/1/1993	State	182.01	125.04
