date	rate	drate	name	year	month	week
11/24/1989	9.74	0.02	up	1989	11	48
12/1/1989	9.74	0	no change	1989	12	49
12/8/1989	9.76	0.02	up	1989	12	50
12/15/1989	9.75	-0.01	down	1989	12	51
12/22/1989	9.69	-0.06	down	1989	12	52
12/29/1989	9.78	0.09	up	1989	12	53
1/5/1990	9.83	0.05	up	1990	1	2
1/12/1990	9.8	-0.03	down	1990	1	3
1/19/1990	9.9	0.1	up	1990	1	4
1/26/1990	10.05	0.15	up	1990	1	5
2/2/1990	10.17	0.12	up	1990	2	6
2/9/1990	10.21	0.04	up	1990	2	7
2/16/1990	10.1	-0.11	down	1990	2	8
2/23/1990	10.31	0.21	up	1990	2	9
3/2/1990	10.23	-0.08	down	1990	3	10
3/9/1990	10.29	0.06	up	1990	3	11
3/16/1990	10.34	0.05	up	1990	3	12
3/23/1990	10.26	-0.08	down	1990	3	13
3/30/1990	10.22	-0.04	down	1990	3	14
4/6/1990	10.26	0.04	up	1990	4	15
4/13/1990	10.25	-0.01	down	1990	4	16
4/20/1990	10.41	0.16	up	1990	4	17
4/27/1990	10.56	0.15	up	1990	4	18
5/4/1990	10.67	0.11	up	1990	5	19
5/11/1990	10.54	-0.13	down	1990	5	20
5/18/1990	10.37	-0.17	down	1990	5	21
5/25/1990	10.33	-0.04	down	1990	5	22
6/1/1990	10.29	-0.04	down	1990	6	23
6/8/1990	10.1	-0.19	down	1990	6	24
6/15/1990	10.12	0.02	up	1990	6	25
6/22/1990	10.16	0.04	up	1990	6	26
6/29/1990	10.15	-0.01	down	1990	6	27
7/6/1990	10.06	-0.09	down	1990	7	28
7/13/1990	10.11	0.05	up	1990	7	29
7/20/1990	9.99	-0.12	down	1990	7	30
7/27/1990	9.98	-0.01	down	1990	7	31
8/3/1990	9.84	-0.14	down	1990	8	32
8/10/1990	10.08	0.24	up	1990	8	33
8/17/1990	10.05	-0.03	down	1990	8	34
8/24/1990	10.29	0.24	up	1990	8	35
8/31/1990	10.24	-0.05	down	1990	8	36
9/7/1990	10.19	-0.05	down	1990	9	37
9/14/1990	10.13	-0.06	down	1990	9	38
9/21/1990	10.16	0.03	up	1990	9	39
9/28/1990	10.22	0.06	up	1990	9	40
10/5/1990	10.08	-0.14	down	1990	10	41
10/12/1990	10.22	0.14	up	1990	10	42
10/19/1990	10.24	0.02	up	1990	10	43
10/26/1990	10.17	-0.07	down	1990	10	44
11/2/1990	10.13	-0.04	down	1990	11	45
11/9/1990	10.09	-0.04	down	1990	11	46
11/16/1990	10.02	-0.07	down	1990	11	47
11/23/1990	9.93	-0.09	down	1990	11	48
11/30/1990	9.9	-0.03	down	1990	11	49
12/7/1990	9.81	-0.09	down	1990	12	50
12/14/1990	9.56	-0.25	down	1990	12	51
12/21/1990	9.64	0.08	up	1990	12	52
12/28/1990	9.68	0.04	up	1990	12	53
1/4/1991	9.56	-0.12	down	1991	1	2
1/11/1991	9.63	0.07	up	1991	1	3
1/18/1991	9.75	0.12	up	1991	1	4
1/25/1991	9.61	-0.14	down	1991	1	5
2/1/1991	9.56	-0.05	down	1991	2	6
2/8/1991	9.36	-0.2	down	1991	2	7
2/15/1991	9.25	-0.11	down	1991	2	8
2/22/1991	9.29	0.04	up	1991	2	9
3/1/1991	9.4	0.11	up	1991	3	10
3/8/1991	9.49	0.09	up	1991	3	11
3/15/1991	9.5	0.01	up	1991	3	12
3/22/1991	9.59	0.09	up	1991	3	13
3/29/1991	9.52	-0.07	down	1991	3	14
4/5/1991	9.49	-0.03	down	1991	4	15
4/12/1991	9.48	-0.01	down	1991	4	16
4/19/1991	9.47	-0.01	down	1991	4	17
4/26/1991	9.53	0.06	up	1991	4	18
5/3/1991	9.47	-0.06	down	1991	5	19
5/10/1991	9.47	0	no change	1991	5	20
5/17/1991	9.5	0.03	up	1991	5	21
5/24/1991	9.47	-0.03	down	1991	5	22
5/31/1991	9.45	-0.02	down	1991	5	23
6/7/1991	9.48	0.03	up	1991	6	24
6/14/1991	9.66	0.18	up	1991	6	25
6/21/1991	9.65	-0.01	down	1991	6	26
6/28/1991	9.67	0.02	up	1991	6	27
7/5/1991	9.62	-0.05	down	1991	7	28
7/12/1991	9.64	0.02	up	1991	7	29
7/19/1991	9.54	-0.1	down	1991	7	30
7/26/1991	9.5	-0.04	down	1991	7	31
8/2/1991	9.44	-0.06	down	1991	8	32
8/9/1991	9.27	-0.17	down	1991	8	33
8/16/1991	9.19	-0.08	down	1991	8	34
8/23/1991	9.17	-0.02	down	1991	8	35
8/30/1991	9.15	-0.02	down	1991	8	36
9/6/1991	9.14	-0.01	down	1991	9	37
9/13/1991	9.02	-0.12	down	1991	9	38
9/20/1991	8.95	-0.07	down	1991	9	39
9/27/1991	8.92	-0.03	down	1991	9	40
10/4/1991	8.87	-0.05	down	1991	10	41
10/11/1991	8.82	-0.05	down	1991	10	42
10/18/1991	8.82	0	no change	1991	10	43
10/25/1991	8.91	0.09	up	1991	10	44
11/1/1991	8.78	-0.13	down	1991	11	45
11/8/1991	8.76	-0.02	down	1991	11	46
11/15/1991	8.69	-0.07	down	1991	11	47
11/22/1991	8.63	-0.06	down	1991	11	48
11/29/1991	8.7	0.07	up	1991	11	49
12/6/1991	8.62	-0.08	down	1991	12	50
12/13/1991	8.53	-0.09	down	1991	12	51
12/20/1991	8.49	-0.04	down	1991	12	52
12/27/1991	8.35	-0.14	down	1991	12	53
1/3/1992	8.24	-0.11	down	1992	1	2
1/10/1992	8.23	-0.01	down	1992	1	3
1/17/1992	8.45	0.22	up	1992	1	4
1/24/1992	8.56	0.11	up	1992	1	5
1/31/1992	8.68	0.12	up	1992	1	6
2/7/1992	8.67	-0.01	down	1992	2	7
2/14/1992	8.73	0.06	up	1992	2	8
2/21/1992	8.82	0.09	up	1992	2	9
2/28/1992	8.83	0.01	up	1992	2	10
3/6/1992	8.85	0.02	up	1992	3	11
3/13/1992	8.88	0.03	up	1992	3	12
3/20/1992	9.03	0.15	up	1992	3	13
3/27/1992	8.98	-0.05	down	1992	3	14
4/3/1992	8.96	-0.02	down	1992	4	15
4/10/1992	8.84	-0.12	down	1992	4	16
4/17/1992	8.76	-0.08	down	1992	4	17
4/24/1992	8.85	0.09	up	1992	4	18
5/1/1992	8.84	-0.01	down	1992	5	19
5/8/1992	8.75	-0.09	down	1992	5	20
5/15/1992	8.64	-0.11	down	1992	5	21
5/22/1992	8.53	-0.11	down	1992	5	22
5/29/1992	8.6	0.07	up	1992	5	23
6/5/1992	8.59	-0.01	down	1992	6	24
6/12/1992	8.54	-0.05	down	1992	6	25
6/19/1992	8.48	-0.06	down	1992	6	26
6/26/1992	8.43	-0.05	down	1992	6	27
7/3/1992	8.29	-0.14	down	1992	7	28
7/10/1992	8.13	-0.16	down	1992	7	29
7/17/1992	8.09	-0.04	down	1992	7	30
7/24/1992	8.08	-0.01	down	1992	7	31
7/31/1992	8.05	-0.03	down	1992	7	32
8/7/1992	8.06	0.01	up	1992	8	33
8/14/1992	7.96	-0.1	down	1992	8	34
8/21/1992	7.87	-0.09	down	1992	8	35
8/28/1992	8.01	0.14	up	1992	8	36
9/4/1992	7.94	-0.07	down	1992	9	37
9/11/1992	7.84	-0.1	down	1992	9	38
9/18/1992	7.89	0.05	up	1992	9	39
9/24/1992	8.02	0.13	up	1992	9	39
10/2/1992	7.93	-0.09	down	1992	10	41
10/9/1992	8.01	0.08	up	1992	10	42
10/16/1992	8.06	0.05	up	1992	10	43
10/23/1992	8.23	0.17	up	1992	10	44
10/30/1992	8.21	-0.02	down	1992	10	45
11/6/1992	8.29	0.08	up	1992	11	46
11/13/1992	8.32	0.03	up	1992	11	47
11/20/1992	8.32	0	no change	1992	11	48
11/27/1992	8.29	-0.03	down	1992	11	49
12/4/1992	8.34	0.05	up	1992	12	50
12/11/1992	8.23	-0.11	down	1992	12	51
12/18/1992	8.19	-0.04	down	1992	12	52
12/25/1992	8.13	-0.06	down	1992	12	53
12/31/1992	8.14	0.01	up	1992	12	53
1/8/1993	8.07	-0.07	down	1993	1	2
1/15/1993	8.04	-0.03	down	1993	1	3
1/22/1993	8	-0.04	down	1993	1	4
1/29/1993	7.86	-0.14	down	1993	1	5
2/5/1993	7.8	-0.06	down	1993	2	6
2/12/1993	7.75	-0.05	down	1993	2	7
2/19/1993	7.65	-0.1	down	1993	2	8
2/26/1993	7.53	-0.12	down	1993	2	9
3/5/1993	7.44	-0.09	down	1993	3	10
3/12/1993	7.47	0.03	up	1993	3	11
3/19/1993	7.57	0.1	up	1993	3	12
3/26/1993	7.5	-0.07	down	1993	3	13
4/2/1993	7.53	0.03	up	1993	4	14
4/9/1993	7.57	0.04	up	1993	4	15
4/16/1993	7.45	-0.12	down	1993	4	16
4/23/1993	7.38	-0.07	down	1993	4	17
4/30/1993	7.43	0.05	up	1993	4	18
5/7/1993	7.42	-0.01	down	1993	5	19
5/14/1993	7.42	0	no change	1993	5	20
5/21/1993	7.52	0.1	up	1993	5	21
5/28/1993	7.5	-0.02	down	1993	5	22
6/4/1993	7.47	-0.03	down	1993	6	23
6/11/1993	7.48	0.01	up	1993	6	24
6/18/1993	7.38	-0.1	down	1993	6	25
6/25/1993	7.34	-0.04	down	1993	6	26
7/2/1993	7.23	-0.11	down	1993	7	27
7/9/1993	7.19	-0.04	down	1993	7	28
7/16/1993	7.16	-0.03	down	1993	7	29
7/23/1993	7.2	0.04	up	1993	7	30
7/30/1993	7.25	0.05	up	1993	7	31
8/6/1993	7.21	-0.04	down	1993	8	32
8/13/1993	7.17	-0.04	down	1993	8	33
8/20/1993	7.1	-0.07	down	1993	8	34
8/27/1993	6.97	-0.13	down	1993	8	35
9/3/1993	6.93	-0.04	down	1993	9	36
9/10/1993	6.82	-0.11	down	1993	9	37
9/17/1993	6.96	0.14	up	1993	9	38
9/24/1993	6.95	-0.01	down	1993	9	39
10/1/1993	6.89	-0.06	down	1993	10	40
10/8/1993	6.87	-0.02	down	1993	10	41
10/15/1993	6.81	-0.06	down	1993	10	42
10/22/1993	6.74	-0.07	down	1993	10	43
10/29/1993	6.86	0.12	up	1993	10	44
11/5/1993	7.11	0.25	up	1993	11	45
11/12/1993	7.12	0.01	up	1993	11	46
11/19/1993	7.08	-0.04	down	1993	11	47
11/26/1993	7.31	0.23	up	1993	11	48
12/4/1993	7.25	-0.06	down	1993	12	49
12/10/1993	7.14	-0.11	down	1993	12	50
12/17/1993	7.17	0.03	up	1993	12	51
12/24/1993	7.17	0	no change	1993	12	52
12/31/1993	7.13	-0.04	down	1993	12	53
1/7/1994	7.23	0.1	up	1994	1	2
1/14/1994	6.99	-0.24	down	1994	1	3
1/21/1994	7.05	0.06	up	1994	1	4
1/28/1994	6.97	-0.08	down	1994	1	5
2/4/1994	6.97	0	no change	1994	2	6
2/11/1994	7.21	0.24	up	1994	2	7
2/18/1994	7.11	-0.1	down	1994	2	8
2/25/1994	7.32	0.21	up	1994	2	9
3/4/1994	7.51	0.19	up	1994	3	10
3/11/1994	7.63	0.12	up	1994	3	11
3/18/1994	7.76	0.13	up	1994	3	12
3/25/1994	7.8	0.04	up	1994	3	13
4/1/1994	8.04	0.24	up	1994	4	14
4/8/1994	8.47	0.43	up	1994	4	15
4/15/1994	8.26	-0.21	down	1994	4	16
4/22/1994	8.49	0.23	up	1994	4	17
4/29/1994	8.32	-0.17	down	1994	4	18
5/6/1994	8.53	0.21	up	1994	5	19
5/13/1994	8.77	0.24	up	1994	5	20
5/20/1994	8.56	-0.21	down	1994	5	21
5/27/1994	8.53	-0.03	down	1994	5	22
6/3/1994	8.55	0.02	up	1994	6	23
6/10/1994	8.25	-0.3	down	1994	6	24
6/17/1994	8.33	0.08	up	1994	6	25
6/24/1994	8.46	0.13	up	1994	6	26
7/1/1994	8.57	0.11	up	1994	7	27
7/8/1994	8.68	0.11	up	1994	7	28
7/15/1994	8.72	0.04	up	1994	7	29
7/22/1994	8.53	-0.19	down	1994	7	30
7/29/1994	8.57	0.04	up	1994	7	31
8/5/1994	8.38	-0.19	down	1994	8	32
8/12/1994	8.57	0.19	up	1994	8	33
8/19/1994	8.54	-0.03	down	1994	8	34
8/26/1994	8.56	0.02	up	1994	8	35
9/2/1994	8.48	-0.08	down	1994	9	36
9/9/1994	8.51	0.03	up	1994	9	37
9/16/1994	8.66	0.15	up	1994	9	38
9/23/1994	8.73	0.07	up	1994	9	39
9/30/1994	8.82	0.09	up	1994	9	40
10/7/1994	8.89	0.07	up	1994	10	41
10/14/1994	8.93	0.04	up	1994	10	42
10/21/1994	8.85	-0.08	down	1994	10	43
10/28/1994	9.03	0.18	up	1994	10	44
11/4/1994	9.05	0.02	up	1994	11	45
11/11/1994	9.19	0.14	up	1994	11	46
11/18/1994	9.19	0	no change	1994	11	47
11/25/1994	9.25	0.06	up	1994	11	48
12/2/1994	9.23	-0.02	down	1994	12	49
12/9/1994	9.15	-0.08	down	1994	12	50
12/16/1994	9.25	0.1	up	1994	12	51
12/23/1994	9.18	-0.07	down	1994	12	52
12/30/1994	9.18	0	no change	1994	12	53
1/6/1995	9.22	0.04	up	1995	1	2
1/13/1995	9.19	-0.03	down	1995	1	3
1/20/1995	9.05	-0.14	down	1995	1	4
1/27/1995	9.13	0.08	up	1995	1	5
2/3/1995	8.94	-0.19	down	1995	2	6
2/10/1995	8.8	-0.14	down	1995	2	7
2/17/1995	8.84	0.04	up	1995	2	8
2/24/1995	8.73	-0.11	down	1995	2	9
3/3/1995	8.53	-0.2	down	1995	3	10
3/10/1995	8.62	0.09	up	1995	3	11
3/17/1995	8.38	-0.24	down	1995	3	12
3/24/1995	8.4	0.02	up	1995	3	13
3/31/1995	8.38	-0.02	down	1995	3	14
4/7/1995	8.41	0.03	up	1995	4	15
4/14/1995	8.37	-0.04	down	1995	4	16
4/21/1995	8.24	-0.13	down	1995	4	17
4/28/1995	8.26	0.02	up	1995	4	18
5/5/1995	8.27	0.01	up	1995	5	19
5/12/1995	7.87	-0.4	down	1995	5	20
5/19/1995	7.83	-0.04	down	1995	5	21
5/26/1995	7.85	0.02	up	1995	5	22
6/2/1995	7.71	-0.14	down	1995	6	23
6/9/1995	7.51	-0.2	down	1995	6	24
6/16/1995	7.55	0.04	up	1995	6	25
6/23/1995	7.53	-0.02	down	1995	6	26
6/30/1995	7.53	0	no change	1995	6	27
7/7/1995	7.63	0.1	up	1995	7	28
7/14/1995	7.41	-0.22	down	1995	7	29
7/21/1995	7.6	0.19	up	1995	7	30
7/28/1995	7.79	0.19	up	1995	7	31
8/4/1995	7.82	0.03	up	1995	8	32
8/11/1995	7.8	-0.02	down	1995	8	33
8/18/1995	7.94	0.14	up	1995	8	34
8/25/1995	7.88	-0.06	down	1995	8	35
9/1/1995	7.76	-0.12	down	1995	9	36
9/8/1995	7.63	-0.13	down	1995	9	37
9/15/1995	7.6	-0.03	down	1995	9	38
9/22/1995	7.57	-0.03	down	1995	9	39
9/29/1995	7.62	0.05	up	1995	9	40
10/6/1995	7.57	-0.05	down	1995	10	41
10/13/1995	7.5	-0.07	down	1995	10	42
10/20/1995	7.38	-0.12	down	1995	10	43
10/27/1995	7.45	0.07	up	1995	10	44
11/3/1995	7.44	-0.01	down	1995	11	45
11/9/1995	7.37	-0.07	down	1995	11	45
11/17/1995	7.35	-0.02	down	1995	11	47
11/24/1995	7.35	0	no change	1995	11	48
12/1/1995	7.33	-0.02	down	1995	12	49
12/8/1995	7.18	-0.15	down	1995	12	50
12/15/1995	7.15	-0.03	down	1995	12	51
12/22/1995	7.23	0.08	up	1995	12	52
12/29/1995	7.11	-0.12	down	1995	12	53
1/5/1996	7.02	-0.09	down	1996	1	2
1/12/1996	7.08	0.06	up	1996	1	3
1/19/1996	7.02	-0.06	down	1996	1	4
1/26/1996	7	-0.02	down	1996	1	5
2/2/1996	7.02	0.02	up	1996	2	6
2/9/1996	7.02	0	no change	1996	2	7
2/16/1996	6.94	-0.08	down	1996	2	8
2/23/1996	7.32	0.38	up	1996	2	9
3/1/1996	7.41	0.09	up	1996	3	10
3/8/1996	7.38	-0.03	down	1996	3	11
3/15/1996	7.83	0.45	up	1996	3	12
3/22/1996	7.81	-0.02	down	1996	3	13
3/29/1996	7.69	-0.12	down	1996	3	14
4/5/1996	7.78	0.09	up	1996	4	15
4/12/1996	8.05	0.27	up	1996	4	16
4/19/1996	7.95	-0.1	down	1996	4	17
4/26/1996	7.92	-0.03	down	1996	4	18
5/3/1996	7.99	0.07	up	1996	5	19
5/10/1996	8.24	0.25	up	1996	5	20
5/17/1996	8.08	-0.16	down	1996	5	21
5/24/1996	8.01	-0.07	down	1996	5	22
5/31/1996	8.03	0.02	up	1996	5	23
6/7/1996	8.3	0.27	up	1996	6	24
6/14/1996	8.39	0.09	up	1996	6	25
6/21/1996	8.3	-0.09	down	1996	6	26
6/28/1996	8.29	-0.01	down	1996	6	27
7/5/1996	8.14	-0.15	down	1996	7	28
7/12/1996	8.42	0.28	up	1996	7	29
7/19/1996	8.23	-0.19	down	1996	7	30
7/26/1996	8.19	-0.04	down	1996	7	31
8/2/1996	8.23	0.04	up	1996	8	32
8/9/1996	7.88	-0.35	down	1996	8	33
8/16/1996	7.88	0	no change	1996	8	34
8/23/1996	7.93	0.05	up	1996	8	35
8/30/1996	8.09	0.16	up	1996	8	36
9/6/1996	8.34	0.25	up	1996	9	37
9/13/1996	8.28	-0.06	down	1996	9	38
9/20/1996	8.14	-0.14	down	1996	9	39
9/27/1996	8.16	0.02	up	1996	9	40
10/4/1996	8.06	-0.1	down	1996	10	41
10/11/1996	7.86	-0.2	down	1996	10	42
10/18/1996	7.88	0.02	up	1996	10	43
10/25/1996	7.86	-0.02	down	1996	10	44
11/1/1996	7.78	-0.08	down	1996	11	45
11/8/1996	7.67	-0.11	down	1996	11	46
11/15/1996	7.59	-0.08	down	1996	11	47
11/22/1996	7.53	-0.06	down	1996	11	48
11/29/1996	7.52	-0.01	down	1996	11	49
12/6/1996	7.44	-0.08	down	1996	12	50
12/13/1996	7.57	0.13	up	1996	12	51
12/20/1996	7.74	0.17	up	1996	12	52
12/27/1996	7.64	-0.1	down	1996	12	53
1/3/1997	7.67	0.03	up	1997	1	2
1/10/1997	7.85	0.18	up	1997	1	3
1/17/1997	7.87	0.02	up	1997	1	4
1/24/1997	7.85	-0.02	down	1997	1	5
1/31/1997	7.88	0.03	up	1997	1	6
2/7/1997	7.74	-0.14	down	1997	2	7
2/14/1997	7.65	-0.09	down	1997	2	8
2/21/1997	7.56	-0.09	down	1997	2	9
2/28/1997	7.65	0.09	up	1997	2	10
3/7/1997	7.84	0.19	up	1997	3	11
3/14/1997	7.84	0	no change	1997	3	12
3/21/1997	7.94	0.1	up	1997	3	13
3/28/1997	7.97	0.03	up	1997	3	14
4/4/1997	8.18	0.21	up	1997	4	15
4/11/1997	8.15	-0.03	down	1997	4	16
4/18/1997	8.16	0.01	up	1997	4	17
4/25/1997	8.08	-0.08	down	1997	4	18
5/2/1997	8.01	-0.07	down	1997	5	19
5/9/1997	7.94	-0.07	down	1997	5	20
5/16/1997	7.91	-0.03	down	1997	5	21
5/23/1997	7.92	0.01	up	1997	5	22
5/30/1997	7.94	0.02	up	1997	5	23
6/6/1997	7.85	-0.09	down	1997	6	24
6/13/1997	7.72	-0.13	down	1997	6	25
6/20/1997	7.61	-0.11	down	1997	6	26
6/27/1997	7.58	-0.03	down	1997	6	27
7/4/1997	7.62	0.04	up	1997	7	28
7/11/1997	7.47	-0.15	down	1997	7	29
7/18/1997	7.47	0	no change	1997	7	30
7/25/1997	7.43	-0.04	down	1997	7	31
8/1/1997	7.36	-0.07	down	1997	8	32
8/8/1997	7.46	0.1	up	1997	8	33
8/15/1997	7.54	0.08	up	1997	8	34
8/22/1997	7.46	-0.08	down	1997	8	35
8/29/1997	7.58	0.12	up	1997	8	36
9/5/1997	7.53	-0.05	down	1997	9	37
9/12/1997	7.53	0	no change	1997	9	38
9/19/1997	7.38	-0.15	down	1997	9	39
9/26/1997	7.28	-0.1	down	1997	9	40
10/3/1997	7.31	0.03	up	1997	10	41
10/10/1997	7.26	-0.05	down	1997	10	42
10/17/1997	7.34	0.08	up	1997	10	43
10/24/1997	7.35	0.01	up	1997	10	44
10/31/1997	7.21	-0.14	down	1997	10	45
11/7/1997	7.24	0.03	up	1997	11	46
11/14/1997	7.23	-0.01	down	1997	11	47
11/21/1997	7.18	-0.05	down	1997	11	48
11/28/1997	7.17	-0.01	down	1997	11	49
12/5/1997	7.15	-0.02	down	1997	12	50
12/12/1997	7.17	0.02	up	1997	12	51
12/19/1997	7.07	-0.1	down	1997	12	52
12/26/1997	6.99	-0.08	down	1997	12	53
1/2/1998	7.03	0.04	up	1998	1	2
1/9/1998	6.94	-0.09	down	1998	1	3
1/16/1998	6.89	-0.05	down	1998	1	4
1/23/1998	6.99	0.1	up	1998	1	5
1/30/1998	7.12	0.13	up	1998	1	6
2/6/1998	7.03	-0.09	down	1998	2	7
2/13/1998	7.06	0.03	up	1998	2	8
2/20/1998	6.99	-0.07	down	1998	2	9
2/28/1998	7.09	0.1	up	1998	2	10
3/6/1998	7.19	0.1	up	1998	3	11
3/13/1998	7.16	-0.03	down	1998	3	12
3/20/1998	7.08	-0.08	down	1998	3	13
3/27/1998	7.08	0	no change	1998	3	14
4/3/1998	7.15	0.07	up	1998	4	15
4/10/1998	7.09	-0.06	down	1998	4	16
4/17/1998	7.17	0.08	up	1998	4	17
4/24/1998	7.15	-0.02	down	1998	4	18
5/1/1998	7.22	0.07	up	1998	5	19
5/8/1998	7.14	-0.08	down	1998	5	20
5/15/1998	7.19	0.05	up	1998	5	21
5/22/1998	7.1	-0.09	down	1998	5	22
5/29/1998	7.07	-0.03	down	1998	5	23
6/5/1998	7.05	-0.02	down	1998	6	24
6/12/1998	7.04	-0.01	down	1998	6	25
6/19/1998	6.94	-0.1	down	1998	6	26
6/26/1998	6.96	0.02	up	1998	6	27
7/3/1998	6.98	0.02	up	1998	7	28
7/10/1998	6.91	-0.07	down	1998	7	29
7/17/1998	6.94	0.03	up	1998	7	30
7/24/1998	6.96	0.02	up	1998	7	31
7/31/1998	6.97	0.01	up	1998	7	32
8/7/1998	6.94	-0.03	down	1998	8	33
8/14/1998	6.91	-0.03	down	1998	8	34
8/21/1998	6.92	0.01	up	1998	8	35
8/28/1998	6.92	0	no change	1998	8	36
9/4/1998	6.82	-0.1	down	1998	9	37
9/11/1998	6.77	-0.05	down	1998	9	38
9/18/1998	6.66	-0.11	down	1998	9	39
9/25/1998	6.64	-0.02	down	1998	9	40
10/2/1998	6.6	-0.04	down	1998	10	41
10/9/1998	6.49	-0.11	down	1998	10	42
10/16/1998	6.9	0.41	up	1998	10	43
10/23/1998	6.73	-0.17	down	1998	10	44
10/30/1998	6.83	0.1	up	1998	10	45
11/6/1998	6.89	0.06	up	1998	11	46
11/13/1998	6.93	0.04	up	1998	11	47
11/20/1998	6.86	-0.07	down	1998	11	48
11/27/1998	6.78	-0.08	down	1998	11	49
12/4/1998	6.71	-0.07	down	1998	12	50
12/11/1998	6.69	-0.02	down	1998	12	51
12/18/1998	6.69	0	no change	1998	12	52
12/25/1998	6.77	0.08	up	1998	12	53
12/31/1998	6.83	0.06	up	1998	12	53
1/8/1999	6.79	-0.04	down	1999	1	2
1/15/1999	6.83	0.04	up	1999	1	3
1/22/1999	6.78	-0.05	down	1999	1	4
1/29/1999	6.74	-0.04	down	1999	1	5
2/5/1999	6.75	0.01	up	1999	2	6
2/12/1999	6.77	0.02	up	1999	2	7
2/19/1999	6.82	0.05	up	1999	2	8
2/26/1999	6.89	0.07	up	1999	2	9
3/5/1999	7.06	0.17	up	1999	3	10
3/12/1999	7.11	0.05	up	1999	3	11
3/19/1999	7.01	-0.1	down	1999	3	12
3/26/1999	6.98	-0.03	down	1999	3	13
4/2/1999	6.98	0	no change	1999	4	14
4/9/1999	6.92	-0.06	down	1999	4	15
4/16/1999	6.87	-0.05	down	1999	4	16
4/23/1999	6.88	0.01	up	1999	4	17
4/30/1999	6.93	0.05	up	1999	4	18
5/7/1999	7.02	0.09	up	1999	5	19
5/14/1999	7.1	0.08	up	1999	5	20
5/21/1999	7.23	0.13	up	1999	5	21
5/28/1999	7.23	0	no change	1999	5	22
6/4/1999	7.41	0.18	up	1999	6	23
6/11/1999	7.51	0.1	up	1999	6	24
6/18/1999	7.65	0.14	up	1999	6	25
6/25/1999	7.63	-0.02	down	1999	6	26
7/2/1999	7.71	0.08	up	1999	7	27
7/9/1999	7.65	-0.06	down	1999	7	28
7/16/1999	7.58	-0.07	down	1999	7	29
7/23/1999	7.52	-0.06	down	1999	7	30
7/30/1999	7.7	0.18	up	1999	7	31
8/6/1999	7.89	0.19	up	1999	8	32
8/13/1999	8.15	0.26	up	1999	8	33
8/20/1999	7.93	-0.22	down	1999	8	34
8/27/1999	7.8	-0.13	down	1999	8	35
9/3/1999	7.83	0.03	up	1999	9	36
9/10/1999	7.88	0.05	up	1999	9	37
9/17/1999	7.82	-0.06	down	1999	9	38
9/24/1999	7.76	-0.06	down	1999	9	39
10/1/1999	7.7	-0.06	down	1999	10	40
10/8/1999	7.82	0.12	up	1999	10	41
10/15/1999	7.85	0.03	up	1999	10	42
10/22/1999	7.93	0.08	up	1999	10	43
10/29/1999	7.96	0.03	up	1999	10	44
11/5/1999	7.84	-0.12	down	1999	11	45
11/12/1999	7.67	-0.17	down	1999	11	46
11/19/1999	7.69	0.02	up	1999	11	47
11/26/1999	7.75	0.06	up	1999	11	48
12/3/1999	7.84	0.09	up	1999	12	49
12/10/1999	7.84	0	no change	1999	12	50
12/17/1999	7.86	0.02	up	1999	12	51
12/24/1999	7.96	0.1	up	1999	12	52
12/31/1999	8.06	0.1	up	1999	12	53
1/7/2000	8.15	0.09	up	2000	1	2
1/14/2000	8.18	0.03	up	2000	1	3
1/21/2000	8.26	0.08	up	2000	1	4
1/28/2000	8.25	-0.01	down	2000	1	5
2/4/2000	8.25	0	no change	2000	2	6
2/11/2000	8.36	0.11	up	2000	2	7
2/18/2000	8.38	0.02	up	2000	2	8
2/25/2000	8.31	-0.07	down	2000	2	9
3/3/2000	8.27	-0.04	down	2000	3	10
3/10/2000	8.23	-0.04	down	2000	3	11
3/17/2000	8.24	0.01	up	2000	3	12
3/24/2000	8.23	-0.01	down	2000	3	13
3/31/2000	8.23	0	no change	2000	3	14
4/7/2000	8.2	-0.03	down	2000	4	15
4/14/2000	8.12	-0.08	down	2000	4	16
4/21/2000	8.16	0.04	up	2000	4	17
4/28/2000	8.13	-0.03	down	2000	4	18
5/5/2000	8.28	0.15	up	2000	5	19
5/12/2000	8.52	0.24	up	2000	5	20
5/19/2000	8.64	0.12	up	2000	5	21
5/26/2000	8.62	-0.02	down	2000	5	22
6/2/2000	8.54	-0.08	down	2000	6	23
6/9/2000	8.32	-0.22	down	2000	6	24
6/16/2000	8.22	-0.1	down	2000	6	25
6/23/2000	8.14	-0.08	down	2000	6	26
6/30/2000	8.22	0.08	up	2000	6	27
7/7/2000	8.16	-0.06	down	2000	7	28
7/14/2000	8.09	-0.07	down	2000	7	29
7/21/2000	8.21	0.12	up	2000	7	30
7/28/2000	8.13	-0.08	down	2000	7	31
8/4/2000	8.12	-0.01	down	2000	8	32
8/11/2000	8.04	-0.08	down	2000	8	33
8/18/2000	7.96	-0.08	down	2000	8	34
8/25/2000	7.99	0.03	up	2000	8	35
9/1/2000	7.96	-0.03	down	2000	9	36
9/8/2000	7.94	-0.02	down	2000	9	37
9/15/2000	7.88	-0.06	down	2000	9	38
9/22/2000	7.9	0.02	up	2000	9	39
9/29/2000	7.88	-0.02	down	2000	9	40
10/6/2000	7.83	-0.05	down	2000	10	41
10/13/2000	7.84	0.01	up	2000	10	42
10/20/2000	7.83	-0.01	down	2000	10	43
10/27/2000	7.68	-0.15	down	2000	10	44
