cbsa.code	cbsa.name
38840	"Port Clinton, OH Micro Area"
38860	"Portland-South Portland, ME Metro Area"
38900	"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
38920	"Port Lavaca, TX Micro Area"
38940	"Port St. Lucie, FL Metro Area"
39020	"Portsmouth, OH Micro Area"
39060	"Pottsville, PA Micro Area"
39140	"Prescott, AZ Metro Area"
39220	"Price, UT Micro Area"
39260	"Prineville, OR Micro Area"
39300	"Providence-Warwick, RI-MA Metro Area"
39340	"Provo-Orem, UT Metro Area"
39380	"Pueblo, CO Metro Area"
39420	"Pullman, WA Micro Area"
39460	"Punta Gorda, FL Metro Area"
39500	"Quincy, IL-MO Micro Area"
39540	"Racine, WI Metro Area"
39580	"Raleigh, NC Metro Area"
39660	"Rapid City, SD Metro Area"
39700	"Raymondville, TX Micro Area"
39740	"Reading, PA Metro Area"
39780	"Red Bluff, CA Micro Area"
39820	"Redding, CA Metro Area"
39860	"Red Wing, MN Micro Area"
39900	"Reno, NV Metro Area"
39940	"Rexburg, ID Micro Area"
39980	"Richmond, IN Micro Area"
40060	"Richmond, VA Metro Area"
40080	"Richmond-Berea, KY Micro Area"
40100	"Rio Grande City, TX Micro Area"
40140	"Riverside-San Bernardino-Ontario, CA Metro Area"
40180	"Riverton, WY Micro Area"
40220	"Roanoke, VA Metro Area"
40260	"Roanoke Rapids, NC Micro Area"
40300	"Rochelle, IL Micro Area"
40340	"Rochester, MN Metro Area"
40380	"Rochester, NY Metro Area"
40420	"Rockford, IL Metro Area"
40460	"Rockingham, NC Micro Area"
40540	"Rock Springs, WY Micro Area"
40580	"Rocky Mount, NC Metro Area"
40620	"Rolla, MO Micro Area"
40660	"Rome, GA Metro Area"
40700	"Roseburg, OR Micro Area"
40740	"Roswell, NM Micro Area"
40780	"Russellville, AR Micro Area"
40820	"Ruston, LA Micro Area"
40860	"Rutland, VT Micro Area"
40900	"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
40940	"Safford, AZ Micro Area"
40980	"Saginaw, MI Metro Area"
41060	"St. Cloud, MN Metro Area"
41100	"St. George, UT Metro Area"
41140	"St. Joseph, MO-KS Metro Area"
41180	"St. Louis, MO-IL Metro Area"
41220	"St. Marys, GA Micro Area"
41400	"Salem, OH Micro Area"
41420	"Salem, OR Metro Area"
41460	"Salina, KS Micro Area"
41500	"Salinas, CA Metro Area"
41540	"Salisbury, MD-DE Metro Area"
41620	"Salt Lake City, UT Metro Area"
41660	"San Angelo, TX Metro Area"
41700	"San Antonio-New Braunfels, TX Metro Area"
41740	"San Diego-Carlsbad, CA Metro Area"
41760	"Sandpoint, ID Micro Area"
41780	"Sandusky, OH Micro Area"
41820	"Sanford, NC Micro Area"
41860	"San Francisco-Oakland-Hayward, CA Metro Area"
41900	"San Germán, PR Metro Area"
41940	"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
41980	"San Juan-Carolina-Caguas, PR Metro Area"
42020	"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
42100	"Santa Cruz-Watsonville, CA Metro Area"
42140	"Santa Fe, NM Metro Area"
42180	"Santa Isabel, PR Micro Area"
42200	"Santa Maria-Santa Barbara, CA Metro Area"
42220	"Santa Rosa, CA Metro Area"
42300	"Sault Ste. Marie, MI Micro Area"
42340	"Savannah, GA Metro Area"
42380	"Sayre, PA Micro Area"
42420	"Scottsbluff, NE Micro Area"
42460	"Scottsboro, AL Micro Area"
42540	"Scranton--Wilkes-Barre--Hazleton, PA Metro Area"
42620	"Searcy, AR Micro Area"
42660	"Seattle-Tacoma-Bellevue, WA Metro Area"
42680	"Sebastian-Vero Beach, FL Metro Area"
42700	"Sebring, FL Metro Area"
42740	"Sedalia, MO Micro Area"
42780	"Selinsgrove, PA Micro Area"
42820	"Selma, AL Micro Area"
42860	"Seneca, SC Micro Area"
42900	"Seneca Falls, NY Micro Area"
42940	"Sevierville, TN Micro Area"
42980	"Seymour, IN Micro Area"
43020	"Shawano, WI Micro Area"
43060	"Shawnee, OK Micro Area"
43100	"Sheboygan, WI Metro Area"
43140	"Shelby, NC Micro Area"
43180	"Shelbyville, TN Micro Area"
43220	"Shelton, WA Micro Area"
43260	"Sheridan, WY Micro Area"
43300	"Sherman-Denison, TX Metro Area"
43320	"Show Low, AZ Micro Area"
43340	"Shreveport-Bossier City, LA Metro Area"
43380	"Sidney, OH Micro Area"
43420	"Sierra Vista-Douglas, AZ Metro Area"
43460	"Sikeston, MO Micro Area"
43500	"Silver City, NM Micro Area"
43580	"Sioux City, IA-NE-SD Metro Area"
43620	"Sioux Falls, SD Metro Area"
43660	"Snyder, TX Micro Area"
43700	"Somerset, KY Micro Area"
43740	"Somerset, PA Micro Area"
43760	"Sonora, CA Micro Area"
43780	"South Bend-Mishawaka, IN-MI Metro Area"
43900	"Spartanburg, SC Metro Area"
43940	"Spearfish, SD Micro Area"
43980	"Spencer, IA Micro Area"
44020	"Spirit Lake, IA Micro Area"
44060	"Spokane-Spokane Valley, WA Metro Area"
44100	"Springfield, IL Metro Area"
44140	"Springfield, MA Metro Area"
44180	"Springfield, MO Metro Area"
44220	"Springfield, OH Metro Area"
44260	"Starkville, MS Micro Area"
44300	"State College, PA Metro Area"
44340	"Statesboro, GA Micro Area"
44420	"Staunton-Waynesboro, VA Metro Area"
44460	"Steamboat Springs, CO Micro Area"
44500	"Stephenville, TX Micro Area"
44540	"Sterling, CO Micro Area"
44580	"Sterling, IL Micro Area"
44620	"Stevens Point, WI Micro Area"
44660	"Stillwater, OK Micro Area"
44700	"Stockton-Lodi, CA Metro Area"
44740	"Storm Lake, IA Micro Area"
44780	"Sturgis, MI Micro Area"
44860	"Sulphur Springs, TX Micro Area"
44900	"Summerville, GA Micro Area"
44920	"Summit Park, UT Micro Area"
44940	"Sumter, SC Metro Area"
44980	"Sunbury, PA Micro Area"
45000	"Susanville, CA Micro Area"
45020	"Sweetwater, TX Micro Area"
45060	"Syracuse, NY Metro Area"
45140	"Tahlequah, OK Micro Area"
45180	"Talladega-Sylacauga, AL Micro Area"
45220	"Tallahassee, FL Metro Area"
45300	"Tampa-St. Petersburg-Clearwater, FL Metro Area"
45340	"Taos, NM Micro Area"
45380	"Taylorville, IL Micro Area"
45460	"Terre Haute, IN Metro Area"
45500	"Texarkana, TX-AR Metro Area"
45520	"The Dalles, OR Micro Area"
45540	"The Villages, FL Metro Area"
45580	"Thomaston, GA Micro Area"
45620	"Thomasville, GA Micro Area"
45660	"Tiffin, OH Micro Area"
45700	"Tifton, GA Micro Area"
45740	"Toccoa, GA Micro Area"
45780	"Toledo, OH Metro Area"
45820	"Topeka, KS Metro Area"
45860	"Torrington, CT Micro Area"
45900	"Traverse City, MI Micro Area"
45940	"Trenton, NJ Metro Area"
45980	"Troy, AL Micro Area"
46020	"Truckee-Grass Valley, CA Micro Area"
46060	"Tucson, AZ Metro Area"
46100	"Tullahoma-Manchester, TN Micro Area"
46140	"Tulsa, OK Metro Area"
46180	"Tupelo, MS Micro Area"
46220	"Tuscaloosa, AL Metro Area"
46300	"Twin Falls, ID Micro Area"
46340	"Tyler, TX Metro Area"
46380	"Ukiah, CA Micro Area"
46460	"Union City, TN-KY Micro Area"
46500	"Urbana, OH Micro Area"
46520	"Urban Honolulu, HI Metro Area"
46540	"Utica-Rome, NY Metro Area"
46620	"Uvalde, TX Micro Area"
46660	"Valdosta, GA Metro Area"
46700	"Vallejo-Fairfield, CA Metro Area"
46740	"Valley, AL Micro Area"
46780	"Van Wert, OH Micro Area"
46820	"Vermillion, SD Micro Area"
46860	"Vernal, UT Micro Area"
46900	"Vernon, TX Micro Area"
46980	"Vicksburg, MS Micro Area"
47020	"Victoria, TX Metro Area"
47080	"Vidalia, GA Micro Area"
47180	"Vincennes, IN Micro Area"
47220	"Vineland-Bridgeton, NJ Metro Area"
47240	"Vineyard Haven, MA Micro Area"
47260	"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47300	"Visalia-Porterville, CA Metro Area"
47340	"Wabash, IN Micro Area"
47380	"Waco, TX Metro Area"
47420	"Wahpeton, ND-MN Micro Area"
47460	"Walla Walla, WA Metro Area"
47540	"Wapakoneta, OH Micro Area"
47580	"Warner Robins, GA Metro Area"
47620	"Warren, PA Micro Area"
47660	"Warrensburg, MO Micro Area"
47700	"Warsaw, IN Micro Area"
47780	"Washington, IN Micro Area"
47820	"Washington, NC Micro Area"
47900	"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47920	"Washington Court House, OH Micro Area"
47940	"Waterloo-Cedar Falls, IA Metro Area"
47980	"Watertown, SD Micro Area"
48020	"Watertown-Fort Atkinson, WI Micro Area"
48060	"Watertown-Fort Drum, NY Metro Area"
48100	"Wauchula, FL Micro Area"
48140	"Wausau, WI Metro Area"
48180	"Waycross, GA Micro Area"
48220	"Weatherford, OK Micro Area"
48260	"Weirton-Steubenville, WV-OH Metro Area"
48300	"Wenatchee, WA Metro Area"
48460	"West Plains, MO Micro Area"
48540	"Wheeling, WV-OH Metro Area"
48580	"Whitewater-Elkhorn, WI Micro Area"
48620	"Wichita, KS Metro Area"
48660	"Wichita Falls, TX Metro Area"
48700	"Williamsport, PA Metro Area"
48780	"Williston, ND Micro Area"
48820	"Willmar, MN Micro Area"
48900	"Wilmington, NC Metro Area"
48940	"Wilmington, OH Micro Area"
48980	"Wilson, NC Micro Area"
49020	"Winchester, VA-WV Metro Area"
49080	"Winnemucca, NV Micro Area"
49100	"Winona, MN Micro Area"
49180	"Winston-Salem, NC Metro Area"
49220	"Wisconsin Rapids-Marshfield, WI Micro Area"
49260	"Woodward, OK Micro Area"
49300	"Wooster, OH Micro Area"
49340	"Worcester, MA-CT Metro Area"
49380	"Worthington, MN Micro Area"
49420	"Yakima, WA Metro Area"
49460	"Yankton, SD Micro Area"
49620	"York-Hanover, PA Metro Area"
49660	"Youngstown-Warren-Boardman, OH-PA Metro Area"
49700	"Yuba City, CA Metro Area"
49740	"Yuma, AZ Metro Area"
49780	"Zanesville, OH Micro Area"
49820	"Zapata, TX Micro Area"
