cbsa	cbsa.name	metro.micro	city	FIPS.st	FIPS.place	state	name	metro.pop
26300	"Hot Springs, AR"	Metropolitan Statistical Area	Hot Springs	05	33400	AR	Hot Springs AR	97177
26340	"Houghton, MI"	Micropolitan Statistical Area	Houghton	26	39360	MI	Houghton MI	38548
26380	"Houma-Thibodaux, LA"	Metropolitan Statistical Area	Houma	22	36255	LA	Houma LA	212297
26380	"Houma-Thibodaux, LA"	Metropolitan Statistical Area	Thibodaux	22	75425	LA	Thibodaux LA	212297
26420	"Houston-The Woodlands-Sugar Land, TX"	Metropolitan Statistical Area	Baytown	48	06128	TX	Baytown TX	6656947
26420	"Houston-The Woodlands-Sugar Land, TX"	Metropolitan Statistical Area	Conroe	48	16432	TX	Conroe TX	6656947
26420	"Houston-The Woodlands-Sugar Land, TX"	Metropolitan Statistical Area	Houston	48	35000	TX	Houston TX	6656947
26420	"Houston-The Woodlands-Sugar Land, TX"	Metropolitan Statistical Area	Sugar Land	48	70808	TX	Sugar Land TX	6656947
26420	"Houston-The Woodlands-Sugar Land, TX"	Metropolitan Statistical Area	The Woodlands	48	72656	TX	The Woodlands TX	6656947
26460	"Hudson, NY"	Micropolitan Statistical Area	Hudson	36	35969	NY	Hudson NY	61509
26500	"Huntingdon, PA"	Micropolitan Statistical Area	Huntingdon	42	36368	PA	Huntingdon PA	45668
26540	"Huntington, IN"	Micropolitan Statistical Area	Huntington	18	35302	IN	Huntington IN	36630
26580	"Huntington-Ashland, WV-KY-OH"	Metropolitan Statistical Area	Ashland	21	02368	WV	Ashland WV	361580
26580	"Huntington-Ashland, WV-KY-OH"	Metropolitan Statistical Area	Huntington	54	39460	WV	Huntington WV	361580
26620	"Huntsville, AL"	Metropolitan Statistical Area	Huntsville	01	37000	AL	Huntsville AL	444752
26660	"Huntsville, TX"	Micropolitan Statistical Area	Huntsville	48	35528	TX	Huntsville TX	85101
26700	"Huron, SD"	Micropolitan Statistical Area	Huron	46	31060	SD	Huron SD	18372
26740	"Hutchinson, KS"	Micropolitan Statistical Area	Hutchinson	20	33625	KS	Hutchinson KS	63718
26780	"Hutchinson, MN"	Micropolitan Statistical Area	Hutchinson	27	30644	MN	Hutchinson MN	35932
26820	"Idaho Falls, ID"	Metropolitan Statistical Area	Idaho Falls	16	39700	ID	Idaho Falls ID	139747
26860	"Indiana, PA"	Micropolitan Statistical Area	Indiana	42	36816	PA	Indiana PA	86966
26900	"Indianapolis-Carmel-Anderson, IN"	Metropolitan Statistical Area	Anderson	18	01468	IN	Anderson IN	1988817
26900	"Indianapolis-Carmel-Anderson, IN"	Metropolitan Statistical Area	Carmel	18	10342	IN	Carmel IN	1988817
26900	"Indianapolis-Carmel-Anderson, IN"	Metropolitan Statistical Area	Indianapolis city (balance)	18	36003	IN	Indianapolis city (balance) IN	1988817
26940	"Indianola, MS"	Micropolitan Statistical Area	Indianola	28	34740	MS	Indianola MS	27005
26960	"Ionia, MI"	Micropolitan Statistical Area	Ionia	26	40860	MI	Ionia MI	64223
26980	"Iowa City, IA"	Metropolitan Statistical Area	Iowa City	19	38595	IA	Iowa City IA	166498
27020	"Iron Mountain, MI-WI"	Micropolitan Statistical Area	Iron Mountain	26	40960	MI	Iron Mountain MI	30252
27060	"Ithaca, NY"	Metropolitan Statistical Area	Ithaca	36	38077	NY	Ithaca NY	104926
27100	"Jackson, MI"	Metropolitan Statistical Area	Jackson	26	41420	MI	Jackson MI	159494
27140	"Jackson, MS"	Metropolitan Statistical Area	Jackson	28	36000	MS	Jackson MS	578777
27160	"Jackson, OH"	Micropolitan Statistical Area	Jackson	39	37842	OH	Jackson OH	32596
27180	"Jackson, TN"	Metropolitan Statistical Area	Jackson	47	37640	TN	Jackson TN	129682
27220	"Jackson, WY-ID"	Micropolitan Statistical Area	Jackson	56	40120	WY	Jackson WY	33689
27260	"Jacksonville, FL"	Metropolitan Statistical Area	Jacksonville	12	35000	FL	Jacksonville FL	1449481
27300	"Jacksonville, IL"	Micropolitan Statistical Area	Jacksonville	17	38115	IL	Jacksonville IL	39920
27340	"Jacksonville, NC"	Metropolitan Statistical Area	Jacksonville	37	34200	NC	Jacksonville NC	186311
27380	"Jacksonville, TX"	Micropolitan Statistical Area	Jacksonville	48	37216	TX	Jacksonville TX	51542
27420	"Jamestown, ND"	Micropolitan Statistical Area	Jamestown	38	40580	ND	Jamestown ND	21103
27460	"Jamestown-Dunkirk-Fredonia, NY"	Micropolitan Statistical Area	Dunkirk	36	21105	NY	Dunkirk NY	130779
27460	"Jamestown-Dunkirk-Fredonia, NY"	Micropolitan Statistical Area	Fredonia	36	27419	NY	Fredonia NY	130779
27460	"Jamestown-Dunkirk-Fredonia, NY"	Micropolitan Statistical Area	Jamestown	36	38264	NY	Jamestown NY	130779
27500	"Janesville-Beloit, WI"	Metropolitan Statistical Area	Beloit	55	06500	WI	Beloit WI	161448
27500	"Janesville-Beloit, WI"	Metropolitan Statistical Area	Janesville	55	37825	WI	Janesville WI	161448
27540	"Jasper, IN"	Micropolitan Statistical Area	Jasper	18	37782	IN	Jasper IN	55055
27580	"Jayuya, PR"	Micropolitan Statistical Area	Jayuya	72	38370	PR	Jayuya PR	15328
27600	"Jefferson, GA"	Micropolitan Statistical Area	Jefferson	13	41988	GA	Jefferson GA	63360
27620	"Jefferson City, MO"	Metropolitan Statistical Area	Jefferson City	29	37000	MO	Jefferson City MO	151145
27660	"Jennings, LA"	Micropolitan Statistical Area	Jennings	22	38355	LA	Jennings LA	0
27700	"Jesup, GA"	Micropolitan Statistical Area	Jesup	13	42268	GA	Jesup GA	29534
27740	"Johnson City, TN"	Metropolitan Statistical Area	Johnson City	47	38320	TN	Johnson City TN	200648
27780	"Johnstown, PA"	Metropolitan Statistical Area	Johnstown	42	38288	PA	Johnstown PA	136411
27860	"Jonesboro, AR"	Metropolitan Statistical Area	Jonesboro	05	35710	AR	Jonesboro AR	128394
27900	"Joplin, MO"	Metropolitan Statistical Area	Joplin	29	37592	MO	Joplin MO	177211
27920	"Junction City, KS"	Micropolitan Statistical Area	Junction City	20	35750	KS	Junction City KS	37030
27940	"Juneau, AK"	Micropolitan Statistical Area	Juneau	02	36400	AK	Juneau AK	32756
27980	"Kahului-Wailuku-Lahaina, HI"	Metropolitan Statistical Area	Kahului	15	22700	HI	Kahului HI	164726
27980	"Kahului-Wailuku-Lahaina, HI"	Metropolitan Statistical Area	Lahaina	15	42950	HI	Lahaina HI	164726
27980	"Kahului-Wailuku-Lahaina, HI"	Metropolitan Statistical Area	Wailuku	15	77450	HI	Wailuku HI	164726
28020	"Kalamazoo-Portage, MI"	Metropolitan Statistical Area	Kalamazoo	26	42160	MI	Kalamazoo MI	335340
28020	"Kalamazoo-Portage, MI"	Metropolitan Statistical Area	Portage	26	65560	MI	Portage MI	335340
28060	"Kalispell, MT"	Micropolitan Statistical Area	Kalispell	30	40075	MT	Kalispell MT	96165
28100	"Kankakee, IL"	Metropolitan Statistical Area	Kankakee	17	38934	IL	Kankakee IL	110879
28140	"Kansas City, MO-KS"	Metropolitan Statistical Area	Kansas City	20	36000	MO	Kansas City MO	2087471
28140	"Kansas City, MO-KS"	Metropolitan Statistical Area	Overland Park	20	53775	MO	Overland Park MO	2087471
28140	"Kansas City, MO-KS"	Metropolitan Statistical Area	Kansas City	29	38000	MO	Kansas City MO	2087471
28180	"Kapaa, HI"	Micropolitan Statistical Area	Kapaa	15	28850	HI	Kapaa HI	71735
28260	"Kearney, NE"	Micropolitan Statistical Area	Kearney	31	25055	NE	Kearney NE	55448
28300	"Keene, NH"	Micropolitan Statistical Area	Keene	33	39300	NH	Keene NH	75909
28340	"Kendallville, IN"	Micropolitan Statistical Area	Kendallville	18	39402	IN	Kendallville IN	47733
28380	"Kennett, MO"	Micropolitan Statistical Area	Kennett	29	38306	MO	Kennett MO	30895
28420	"Kennewick-Richland, WA"	Metropolitan Statistical Area	Kennewick	53	35275	WA	Kennewick WA	279116
28420	"Kennewick-Richland, WA"	Metropolitan Statistical Area	Richland	53	58235	WA	Richland WA	279116
28500	"Kerrville, TX"	Micropolitan Statistical Area	Kerrville	48	39040	TX	Kerrville TX	50955
28540	"Ketchikan, AK"	Micropolitan Statistical Area	Ketchikan	02	38970	AK	Ketchikan AK	13709
28580	"Key West, FL"	Micropolitan Statistical Area	Key West	12	36550	FL	Key West FL	77482
28620	"Kill Devil Hills, NC"	Micropolitan Statistical Area	Kill Devil Hills	37	35720	NC	Kill Devil Hills NC	39733
28660	"Killeen-Temple, TX"	Metropolitan Statistical Area	Killeen	48	39148	TX	Killeen TX	431032
28660	"Killeen-Temple, TX"	Metropolitan Statistical Area	Temple	48	72176	TX	Temple TX	431032
28700	"Kingsport-Bristol-Bristol, TN-VA"	Metropolitan Statistical Area	Bristol	47	08540	TN	Bristol TN	307120
28700	"Kingsport-Bristol-Bristol, TN-VA"	Metropolitan Statistical Area	Kingsport	47	39560	TN	Kingsport TN	307120
28700	"Kingsport-Bristol-Bristol, TN-VA"	Metropolitan Statistical Area	Bristol	51	09816	TN	Bristol TN	307120
28740	"Kingston, NY"	Metropolitan Statistical Area	Kingston	36	39727	NY	Kingston NY	180143
28780	"Kingsville, TX"	Micropolitan Statistical Area	Kingsville	48	39352	TX	Kingsville TX	32264
28820	"Kinston, NC"	Micropolitan Statistical Area	Kinston	37	35920	NC	Kinston NC	58106
28860	"Kirksville, MO"	Micropolitan Statistical Area	Kirksville	29	39026	MO	Kirksville MO	29814
28900	"Klamath Falls, OR"	Micropolitan Statistical Area	Klamath Falls	41	39700	OR	Klamath Falls OR	66016
28940	"Knoxville, TN"	Metropolitan Statistical Area	Knoxville	47	40000	TN	Knoxville TN	861424
29020	"Kokomo, IN"	Metropolitan Statistical Area	Kokomo	18	40392	IN	Kokomo IN	82556
29060	"Laconia, NH"	Micropolitan Statistical Area	Laconia	33	40180	NH	Laconia NH	60641
29100	"La Crosse-Onalaska, WI-MN"	Metropolitan Statistical Area	La Crosse	55	40775	WI	La Crosse WI	136985
29100	"La Crosse-Onalaska, WI-MN"	Metropolitan Statistical Area	Onalaska	55	59925	WI	Onalaska WI	136985
29180	"Lafayette, LA"	Metropolitan Statistical Area	Lafayette	22	40735	LA	Lafayette LA	490488
29200	"Lafayette-West Lafayette, IN"	Metropolitan Statistical Area	Lafayette	18	40788	IN	Lafayette IN	214363
29200	"Lafayette-West Lafayette, IN"	Metropolitan Statistical Area	West Lafayette	18	82862	IN	West Lafayette IN	214363
29260	"La Grande, OR"	Micropolitan Statistical Area	La Grande	41	40350	OR	La Grande OR	25790
29300	"LaGrange, GA"	Micropolitan Statistical Area	LaGrange	13	44340	GA	LaGrange GA	69763
29340	"Lake Charles, LA"	Metropolitan Statistical Area	Lake Charles	22	41155	LA	Lake Charles LA	205605
29380	"Lake City, FL"	Micropolitan Statistical Area	Lake City	12	37775	FL	Lake City FL	68348
29420	"Lake Havasu City-Kingman, AZ"	Metropolitan Statistical Area	Kingman	04	37620	AZ	Kingman AZ	204737
29420	"Lake Havasu City-Kingman, AZ"	Metropolitan Statistical Area	Lake Havasu City	04	39370	AZ	Lake Havasu City AZ	204737
29460	"Lakeland-Winter Haven, FL"	Metropolitan Statistical Area	Lakeland	12	38250	FL	Lakeland FL	650092
29460	"Lakeland-Winter Haven, FL"	Metropolitan Statistical Area	Winter Haven	12	78275	FL	Winter Haven FL	650092
29500	"Lamesa, TX"	Micropolitan Statistical Area	Lamesa	48	41164	TX	Lamesa TX	13520
29540	"Lancaster, PA"	Metropolitan Statistical Area	Lancaster	42	41216	PA	Lancaster PA	536624
29620	"Lansing-East Lansing, MI"	Metropolitan Statistical Area	East Lansing	26	24120	MI	East Lansing MI	472276
29620	"Lansing-East Lansing, MI"	Metropolitan Statistical Area	Lansing	26	46000	MI	Lansing MI	472276
29660	"Laramie, WY"	Micropolitan Statistical Area	Laramie	56	45050	WY	Laramie WY	37956
29700	"Laredo, TX"	Metropolitan Statistical Area	Laredo	48	41464	TX	Laredo TX	269721
29740	"Las Cruces, NM"	Metropolitan Statistical Area	Las Cruces	35	39380	NM	Las Cruces NM	214295
29780	"Las Vegas, NM"	Micropolitan Statistical Area	Las Vegas	35	39940	NM	Las Vegas NM	27967
29820	"Las Vegas-Henderson-Paradise, NV"	Metropolitan Statistical Area	Henderson	32	31900	NV	Henderson NV	2114801
29820	"Las Vegas-Henderson-Paradise, NV"	Metropolitan Statistical Area	Las Vegas	32	40000	NV	Las Vegas NV	2114801
29820	"Las Vegas-Henderson-Paradise, NV"	Metropolitan Statistical Area	Paradise	32	54600	NV	Paradise NV	2114801
29860	"Laurel, MS"	Micropolitan Statistical Area	Laurel	28	39640	MS	Laurel MS	84784
29900	"Laurinburg, NC"	Micropolitan Statistical Area	Laurinburg	37	37220	NC	Laurinburg NC	35509
29940	"Lawrence, KS"	Metropolitan Statistical Area	Lawrence	20	38900	KS	Lawrence KS	118053
29980	"Lawrenceburg, TN"	Micropolitan Statistical Area	Lawrenceburg	47	41340	TN	Lawrenceburg TN	42564
30020	"Lawton, OK"	Metropolitan Statistical Area	Lawton	40	41850	OK	Lawton OK	130644
30060	"Lebanon, MO"	Micropolitan Statistical Area	Lebanon	29	41168	MO	Lebanon MO	35473
30140	"Lebanon, PA"	Metropolitan Statistical Area	Lebanon	42	42168	PA	Lebanon PA	137067
30220	"Levelland, TX"	Micropolitan Statistical Area	Levelland	48	42448	TX	Levelland TX	23433
30260	"Lewisburg, PA"	Micropolitan Statistical Area	Lewisburg	42	42976	PA	Lewisburg PA	44954
30280	"Lewisburg, TN"	Micropolitan Statistical Area	Lewisburg	47	41860	TN	Lewisburg TN	31552
30300	"Lewiston, ID-WA"	Metropolitan Statistical Area	Lewiston	16	46540	ID	Lewiston ID	62153
30340	"Lewiston-Auburn, ME"	Metropolitan Statistical Area	Auburn	23	02060	ME	Auburn ME	107233
30340	"Lewiston-Auburn, ME"	Metropolitan Statistical Area	Lewiston	23	38740	ME	Lewiston ME	107233
30380	"Lewistown, PA"	Micropolitan Statistical Area	Lewistown	42	43000	PA	Lewistown PA	46500
30420	"Lexington, NE"	Micropolitan Statistical Area	Lexington	31	26910	NE	Lexington NE	25859
30460	"Lexington-Fayette, KY"	Metropolitan Statistical Area	Lexington-Fayette	21	46027	KY	Lexington-Fayette KY	500535
30580	"Liberal, KS"	Micropolitan Statistical Area	Liberal	20	39825	KS	Liberal KS	23152
30620	"Lima, OH"	Metropolitan Statistical Area	Lima	39	43554	OH	Lima OH	104425
30660	"Lincoln, IL"	Micropolitan Statistical Area	Lincoln	17	43536	IL	Lincoln IL	29494
30700	"Lincoln, NE"	Metropolitan Statistical Area	Lincoln	31	28000	NE	Lincoln NE	323578
30780	"Little Rock-North Little Rock-Conway, AR"	Metropolitan Statistical Area	Conway	05	15190	AR	Conway AR	731612
30780	"Little Rock-North Little Rock-Conway, AR"	Metropolitan Statistical Area	Little Rock	05	41000	AR	Little Rock AR	731612
30780	"Little Rock-North Little Rock-Conway, AR"	Metropolitan Statistical Area	North Little Rock	05	50450	AR	North Little Rock AR	731612
30820	"Lock Haven, PA"	Micropolitan Statistical Area	Lock Haven	42	44128	PA	Lock Haven PA	39441
30860	"Logan, UT-ID"	Metropolitan Statistical Area	Logan	49	45860	UT	Logan UT	133857
30880	"Logan, WV"	Micropolitan Statistical Area	Logan	54	48148	WV	Logan WV	34707
30900	"Logansport, IN"	Micropolitan Statistical Area	Logansport	18	44658	IN	Logansport IN	37979
30940	"London, KY"	Micropolitan Statistical Area	London	21	47476	KY	London KY	127953
30980	"Longview, TX"	Metropolitan Statistical Area	Longview	48	43888	TX	Longview TX	217781
31020	"Longview, WA"	Metropolitan Statistical Area	Longview	53	40245	WA	Longview WA	103468
31060	"Los Alamos, NM"	Micropolitan Statistical Area	Los Alamos	35	42320	NM	Los Alamos NM	17785
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Anaheim	06	02000	CA	Anaheim CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Arcadia	06	02462	CA	Arcadia CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Burbank	06	08954	CA	Burbank CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Carson	06	11530	CA	Carson CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Costa Mesa	06	16532	CA	Costa Mesa CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Fountain Valley	06	25380	CA	Fountain Valley CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Gardena	06	28168	CA	Gardena CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Glendale	06	30000	CA	Glendale CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Irvine	06	36770	CA	Irvine CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Long Beach	06	43000	CA	Long Beach CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Los Angeles	06	44000	CA	Los Angeles CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Monterey Park	06	48914	CA	Monterey Park CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Newport Beach	06	51182	CA	Newport Beach CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Orange	06	53980	CA	Orange CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Pasadena	06	56000	CA	Pasadena CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Santa Ana	06	69000	CA	Santa Ana CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Santa Monica	06	70000	CA	Santa Monica CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Torrance	06	80000	CA	Torrance CA	13340068
31080	"Los Angeles-Long Beach-Anaheim, CA"	Metropolitan Statistical Area	Tustin	06	80854	CA	Tustin CA	13340068
31140	"Louisville/Jefferson County, KY-IN"	Metropolitan Statistical Area	Louisville/Jefferson County metro government (balance)	21	48006	KY	Louisville/Jefferson County metro government (balance) KY	1278413
31180	"Lubbock, TX"	Metropolitan Statistical Area	Lubbock	48	45000	TX	Lubbock TX	311154
31220	"Ludington, MI"	Micropolitan Statistical Area	Ludington	26	49640	MI	Ludington MI	28783
31260	"Lufkin, TX"	Micropolitan Statistical Area	Lufkin	48	45072	TX	Lufkin TX	88255
31300	"Lumberton, NC"	Micropolitan Statistical Area	Lumberton	37	39700	NC	Lumberton NC	134197
31340	"Lynchburg, VA"	Metropolitan Statistical Area	Lynchburg	51	47672	VA	Lynchburg VA	259950
31380	"Macomb, IL"	Micropolitan Statistical Area	Macomb	17	45889	IL	Macomb IL	31333
31420	"Macon-Bibb County, GA"	Metropolitan Statistical Area	Macon-Bibb County	13	49008	GA	Macon-Bibb County GA	230096
31460	"Madera, CA"	Metropolitan Statistical Area	Madera	06	45022	CA	Madera CA	154998
31500	"Madison, IN"	Micropolitan Statistical Area	Madison	18	45990	IN	Madison IN	32416
31540	"Madison, WI"	Metropolitan Statistical Area	Madison	55	48000	WI	Madison WI	641385
31580	"Madisonville, KY"	Micropolitan Statistical Area	Madisonville	21	49368	KY	Madisonville KY	46222
31620	"Magnolia, AR"	Micropolitan Statistical Area	Magnolia	05	43460	AR	Magnolia AR	24114
31660	"Malone, NY"	Micropolitan Statistical Area	Malone	36	44710	NY	Malone NY	50660
31680	"Malvern, AR"	Micropolitan Statistical Area	Malvern	05	43610	AR	Malvern AR	33426
31700	"Manchester-Nashua, NH"	Metropolitan Statistical Area	Manchester	33	45140	NH	Manchester NH	406678
31700	"Manchester-Nashua, NH"	Metropolitan Statistical Area	Nashua	33	50260	NH	Nashua NH	406678
31740	"Manhattan, KS"	Metropolitan Statistical Area	Manhattan	20	44250	KS	Manhattan KS	98545
31820	"Manitowoc, WI"	Micropolitan Statistical Area	Manitowoc	55	48500	WI	Manitowoc WI	79806
31860	"Mankato-North Mankato, MN"	Metropolitan Statistical Area	Mankato	27	39878	MN	Mankato MN	99134
31860	"Mankato-North Mankato, MN"	Metropolitan Statistical Area	North Mankato	27	47068	MN	North Mankato MN	99134
31900	"Mansfield, OH"	Metropolitan Statistical Area	Mansfield	39	47138	OH	Mansfield OH	121707
31930	"Marietta, OH"	Micropolitan Statistical Area	Marietta	39	47628	OH	Marietta OH	61112
31940	"Marinette, WI-MI"	Micropolitan Statistical Area	Marinette	55	49300	WI	Marinette WI	64432
31980	"Marion, IN"	Micropolitan Statistical Area	Marion	18	46908	IN	Marion IN	67979
32000	"Marion, NC"	Micropolitan Statistical Area	Marion	37	41420	NC	Marion NC	44989
32020	"Marion, OH"	Micropolitan Statistical Area	Marion	39	47754	OH	Marion OH	65355
32100	"Marquette, MI"	Micropolitan Statistical Area	Marquette	26	51900	MI	Marquette MI	67215
32140	"Marshall, MN"	Micropolitan Statistical Area	Marshall	27	40688	MN	Marshall MN	25673
32180	"Marshall, MO"	Micropolitan Statistical Area	Marshall	29	46316	MO	Marshall MO	23258
32220	"Marshall, TX"	Micropolitan Statistical Area	Marshall	48	46776	TX	Marshall TX	66746
32260	"Marshalltown, IA"	Micropolitan Statistical Area	Marshalltown	19	49755	IA	Marshalltown IA	40746
32280	"Martin, TN"	Micropolitan Statistical Area	Martin	47	46240	TN	Martin TN	33960
32300	"Martinsville, VA"	Micropolitan Statistical Area	Martinsville	51	49784	VA	Martinsville VA	65526
32340	"Maryville, MO"	Micropolitan Statistical Area	Maryville	29	46640	MO	Maryville MO	22810
32380	"Mason City, IA"	Micropolitan Statistical Area	Mason City	19	50160	IA	Mason City IA	50586
32420	"Mayagüez, PR"	Metropolitan Statistical Area	Mayagüez	72	52431	PR	Mayagüez PR	95988
32460	"Mayfield, KY"	Micropolitan Statistical Area	Mayfield	21	50898	KY	Mayfield KY	37421
32500	"Maysville, KY"	Micropolitan Statistical Area	Maysville	21	51024	KY	Maysville KY	17099
32540	"McAlester, OK"	Micropolitan Statistical Area	McAlester	40	44800	OK	McAlester OK	44610
32580	"McAllen-Edinburg-Mission, TX"	Metropolitan Statistical Area	Edinburg	48	22660	TX	Edinburg TX	842304
32580	"McAllen-Edinburg-Mission, TX"	Metropolitan Statistical Area	McAllen	48	45384	TX	McAllen TX	842304
32580	"McAllen-Edinburg-Mission, TX"	Metropolitan Statistical Area	Mission	48	48768	TX	Mission TX	842304
32620	"McComb, MS"	Micropolitan Statistical Area	McComb	28	43280	MS	McComb MS	52530
32660	"McMinnville, TN"	Micropolitan Statistical Area	McMinnville	47	45100	TN	McMinnville TN	40435
32700	"McPherson, KS"	Micropolitan Statistical Area	McPherson	20	43950	KS	McPherson KS	28941
32740	"Meadville, PA"	Micropolitan Statistical Area	Meadville	42	48360	PA	Meadville PA	86484
32780	"Medford, OR"	Metropolitan Statistical Area	Medford	41	47000	OR	Medford OR	212567
32820	"Memphis, TN-MS-AR"	Metropolitan Statistical Area	Memphis	47	48000	TN	Memphis TN	1344127
32860	"Menomonie, WI"	Micropolitan Statistical Area	Menomonie	55	51025	WI	Menomonie WI	44497
32900	"Merced, CA"	Metropolitan Statistical Area	Merced	06	46898	CA	Merced CA	268455
32940	"Meridian, MS"	Micropolitan Statistical Area	Meridian	28	46640	MS	Meridian MS	104499
32980	"Merrill, WI"	Micropolitan Statistical Area	Merrill	55	51250	WI	Merrill WI	27980
33020	"Mexico, MO"	Micropolitan Statistical Area	Mexico	29	47648	MO	Mexico MO	26096
33060	"Miami, OK"	Micropolitan Statistical Area	Miami	40	48000	OK	Miami OK	31981
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Boca Raton	12	07300	FL	Boca Raton FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Deerfield Beach	12	16725	FL	Deerfield Beach FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Delray Beach	12	17100	FL	Delray Beach FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Fort Lauderdale	12	24000	FL	Fort Lauderdale FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Jupiter	12	35875	FL	Jupiter FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Kendall	12	36100	FL	Kendall FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Miami	12	45000	FL	Miami FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Miami Beach	12	45025	FL	Miami Beach FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	Pompano Beach	12	58050	FL	Pompano Beach FL	6012331
33100	"Miami-Fort Lauderdale-West Palm Beach, FL"	Metropolitan Statistical Area	West Palm Beach	12	76600	FL	West Palm Beach FL	6012331
33140	"Michigan City-La Porte, IN"	Metropolitan Statistical Area	La Porte	18	42246	IN	La Porte IN	110884
33140	"Michigan City-La Porte, IN"	Metropolitan Statistical Area	Michigan City	18	48798	IN	Michigan City IN	110884
33180	"Middlesborough, KY"	Micropolitan Statistical Area	Middlesborough	21	51924	KY	Middlesborough KY	27337
33220	"Midland, MI"	Metropolitan Statistical Area	Midland	26	53780	MI	Midland MI	83632
33260	"Midland, TX"	Metropolitan Statistical Area	Midland	48	48072	TX	Midland TX	166718
33300	"Milledgeville, GA"	Micropolitan Statistical Area	Milledgeville	13	51492	GA	Milledgeville GA	54010
33340	"Milwaukee-Waukesha-West Allis, WI"	Metropolitan Statistical Area	Milwaukee	55	53000	WI	Milwaukee WI	1575747
33340	"Milwaukee-Waukesha-West Allis, WI"	Metropolitan Statistical Area	Waukesha	55	84250	WI	Waukesha WI	1575747
33340	"Milwaukee-Waukesha-West Allis, WI"	Metropolitan Statistical Area	West Allis	55	85300	WI	West Allis WI	1575747
33420	"Mineral Wells, TX"	Micropolitan Statistical Area	Mineral Wells	48	48684	TX	Mineral Wells TX	27895
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	Bloomington	27	06616	MN	Bloomington MN	3524583
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	Eagan	27	17288	MN	Eagan MN	3524583
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	Eden Prairie	27	18116	MN	Eden Prairie MN	3524583
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	Minneapolis	27	43000	MN	Minneapolis MN	3524583
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	Plymouth	27	51730	MN	Plymouth MN	3524583
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	Metropolitan Statistical Area	St. Paul	27	58000	MN	St. Paul MN	3524583
33500	"Minot, ND"	Micropolitan Statistical Area	Minot	38	53380	ND	Minot ND	79814
33540	"Missoula, MT"	Metropolitan Statistical Area	Missoula	30	50200	MT	Missoula MT	114181
33580	"Mitchell, SD"	Micropolitan Statistical Area	Mitchell	46	43100	SD	Mitchell SD	23243
33620	"Moberly, MO"	Micropolitan Statistical Area	Moberly	29	49034	MO	Moberly MO	25104
