"state","geo","date","hpi","year","month","type","hpa12","lat","long","metro.pop","fips","statename","division","region"
"AK","AK","1/1/1975",34.40008666,1975,1,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1975",34.91119442,1975,2,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1975",35.43431594,1975,3,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1975",35.98026489,1975,4,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1975",36.57678642,1975,5,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1975",37.21558128,1975,6,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1975",37.85443385,1975,7,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1975",38.43644796,1975,8,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1975",38.94344593,1975,9,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1975",39.40458232,1975,10,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1975",39.81614355,1975,11,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1975",40.15835316,1975,12,"State",NA,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1976",40.43322273,1976,1,"State",0.175381420681572,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1976",40.66316487,1976,2,"State",0.164760058931264,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1976",40.8754614,1976,3,"State",0.153555820555795,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1976",41.08321329,1976,4,"State",0.141826315498257,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1976",41.28871081,1976,5,"State",0.128822809524446,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1976",41.48798014,1976,6,"State",0.114801346991079,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1976",41.65842007,1976,7,"State",0.100489845788567,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1976",41.79150284,1976,8,"State",0.0872883697133391,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1976",41.95329548,1976,9,"State",0.0772877047246958,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1976",42.20350802,1976,10,"State",0.0710304623272047,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1976",42.53864441,1976,11,"State",0.0683768094361314,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1976",42.94221779,1976,12,"State",0.0693221810891611,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1977",43.37445458,1977,1,"State",0.0727429487785478,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1977",43.77808957,1977,2,"State",0.076603105290953,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1977",44.10561028,1977,3,"State",0.0790241570215033,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1977",44.35592526,1977,4,"State",0.0796605646909465,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1977",44.57050253,1977,5,"State",0.0794839958821181,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1977",44.77870469,1977,6,"State",0.0793175406200914,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1977",44.99667647,1977,7,"State",0.0801340135893445,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1977",45.21637125,1977,8,"State",0.0819513101290521,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1977",45.42432467,1977,9,"State",0.0827355551044782,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1977",45.63888671,1977,10,"State",0.0814003112815169,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1977",45.89543591,1977,11,"State",0.0789115766747583,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1977",46.21876314,1977,12,"State",0.076301260592158,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1978",46.60407246,1978,1,"State",0.074458985392964,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1978",47.06890333,1978,2,"State",0.075170337315384,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1978",47.64536171,1978,3,"State",0.0802562623559282,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1978",48.29742706,1978,4,"State",0.0888607728707314,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1978",48.95786127,1978,5,"State",0.0984363758754327,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1978",49.54248165,1978,6,"State",0.106384876315188,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1978",49.96334459,1978,7,"State",0.110378554809739,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1978",50.21668026,1978,8,"State",0.110586251655477,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1978",50.40582723,1978,9,"State",0.109665968535356,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1978",50.65682602,1978,10,"State",0.109948766758601,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1978",51.03974363,1978,11,"State",0.112087566399584,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1978",51.57232082,1978,12,"State",0.115830829652098,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1979",52.23226,1979,1,"State",0.120766002688513,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1979",53.02336632,1979,2,"State",0.126505241650804,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1979",53.9818034,1979,3,"State",0.13299178477367,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1979",55.03629613,1979,4,"State",0.139528531439745,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1979",55.94520651,1979,5,"State",0.142721619342503,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1979",56.45787788,1979,6,"State",0.139585180226837,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1979",56.53932986,1979,7,"State",0.131616194311303,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1979",56.33580563,1979,8,"State",0.121854438372227,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1979",56.02492147,1979,9,"State",0.111477076139635,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1979",55.75230866,1979,10,"State",0.100588272901035,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1979",55.59002368,1979,11,"State",0.0891517027002748,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1979",55.53359097,1979,12,"State",0.0768100036417945,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1980",55.51954495,1980,1,"State",0.0629359125950131,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1980",55.46994476,1980,2,"State",0.0461415147660507,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1980",55.33800951,1980,3,"State",0.0251233938953586,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1980",55.14529963,1980,4,"State",0.00198057477818869,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1980",54.96119458,1980,5,"State",-0.0175888515099879,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1980",54.85873335,1980,6,"State",-0.0283245596548801,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1980",54.89401588,1980,7,"State",-0.029100344557922,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1980",55.10947384,1980,8,"State",-0.0217682480313542,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1980",55.5334382,1980,9,"State",-0.00877258293459959,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1980",56.15872268,1980,10,"State",0.00728963570779606,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1980",56.95791899,1980,11,"State",0.0246068488452926,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1980",57.90342711,1980,12,"State",0.042673922190269,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1981",58.96276163,1981,1,"State",0.0620180998079309,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1981",60.09244136,1981,2,"State",0.083333355026763,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1981",61.25270611,1981,3,"State",0.106883074623983,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1981",62.42032975,1981,4,"State",0.1319247545813,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1981",63.57995387,1981,5,"State",0.15681535592271,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1981",64.73560424,1981,6,"State",0.180041905579287,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1981",65.90952554,1981,7,"State",0.200668679152209,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1981",67.1050086,1981,8,"State",0.217667379565749,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1981",68.30440389,1981,9,"State",0.229968935904999,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1981",69.48529134,1981,10,"State",0.237301847763465,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1981",70.61795658,1981,11,"State",0.239826837641282,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1981",71.67267308,1981,12,"State",0.237796736000485,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1982",72.62750821,1982,1,"State",0.231752146647206,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1982",73.47570979,1982,2,"State",0.222711344839926,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1982",74.23688841,1982,3,"State",0.211977284345324,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1982",74.9421786,1982,4,"State",0.200605297987872,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1982",75.59439503,1982,5,"State",0.188965867835726,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1982",76.15092953,1982,6,"State",0.176337664937504,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1982",76.56255345,1982,7,"State",0.161631081739994,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1982",76.82662118,1982,8,"State",0.144871638985231,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1982",77.00615318,1982,9,"State",0.127396606871991,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1982",77.20598406,1982,10,"State",0.111112619248032,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1982",77.51031736,1982,11,"State",0.0976006827978937,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1982",77.94840647,1982,12,"State",0.0875610343567781,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1983",78.51355135,1983,1,"State",0.0810442666293976,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1983",79.19224168,1983,2,"State",0.0778016558987773,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1983",79.96951677,1983,3,"State",0.0772207521460151,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1983",80.83403881,1983,4,"State",0.0786187474138895,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1983",81.77573383,1983,5,"State",0.0817698031388028,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1983",82.72791288,1983,6,"State",0.086367735634914,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1983",83.58277054,1983,7,"State",0.0916925673669522,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1983",84.28366747,1983,8,"State",0.0970633118503104,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1983",84.82262597,1983,9,"State",0.101504522264983,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1983",85.19306047,1983,10,"State",0.103451520076383,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1983",85.36971259,1983,11,"State",0.101398052513406,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1983",85.35811384,1983,12,"State",0.0950591257160822,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1984",85.19663292,1984,1,"State",0.0851201029005548,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1984",84.9453208,1984,2,"State",0.0726470042765939,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1984",84.750566,1984,3,"State",0.0597858962153137,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1984",84.8267729,1984,4,"State",0.0493942174457582,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1984",85.22738817,1984,5,"State",0.0422087846643542,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1984",85.73564171,1984,6,"State",0.0363568803477832,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1984",86.14463739,1984,7,"State",0.0306506572281422,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1984",86.42978679,1984,8,"State",0.0254630509613727,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1984",86.5366112,1984,9,"State",0.0202066985123308,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1984",86.2685391,1984,10,"State",0.0126240168397134,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1984",85.55331111,1984,11,"State",0.00215062830165236,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1984",84.58163908,1984,12,"State",-0.00909667195148511,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1985",83.68706485,1985,1,"State",-0.0177186353293738,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1985",83.12942026,1985,2,"State",-0.0213772874467737,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1985",82.97256275,1985,3,"State",-0.0209792492713265,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1985",83.15464251,1985,4,"State",-0.0197122952204161,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1985",83.46878292,1985,5,"State",-0.0206342736502986,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1985",83.53518883,1985,6,"State",-0.025665555609218,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1985",83.06023012,1985,7,"State",-0.0358049829153736,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1985",82.17998872,1985,8,"State",-0.0491705259012822,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1985",81.28473731,1985,9,"State",-0.0606896181532008,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1985",80.65134338,1985,10,"State",-0.0651129111330923,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1985",80.33668529,1985,11,"State",-0.060975148154029,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1985",80.20815244,1985,12,"State",-0.051707281717057,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1986",80.18088574,1986,1,"State",-0.0418963087818225,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1986",80.24034153,1986,2,"State",-0.0347539862658006,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1986",80.34882814,1986,3,"State",-0.0316217135284278,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1986",80.49767391,1986,4,"State",-0.0319521378458272,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1986",80.60630139,1986,5,"State",-0.0342940370023548,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1986",80.42427647,1986,6,"State",-0.0372407413399272,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1986",79.78030202,1986,7,"State",-0.0394885506007072,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1986",78.89109806,1986,8,"State",-0.0400205781386239,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1986",78.02304444,1986,9,"State",-0.0401267566082018,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1986",77.28577493,1986,10,"State",-0.0417298498568419,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1986",76.67983437,1986,11,"State",-0.0455190664986921,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1986",75.99323245,1986,12,"State",-0.0525497703385326,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1987",75.06715395,1987,1,"State",-0.0637774420026005,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1987",73.88599183,1987,2,"State",-0.0791914587953774,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1987",72.44651539,1987,3,"State",-0.0983500684817827,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1987",70.80749053,1987,4,"State",-0.120378427218084,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1987",69.08656173,1987,5,"State",-0.142913636543918,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1987",67.4396523,1987,6,"State",-0.161451550948594,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1987",65.97337816,1987,7,"State",-0.173061814889329,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1987",64.65674415,1987,8,"State",-0.180430419401365,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1987",63.43177087,1987,9,"State",-0.187012358652843,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1987",62.38859288,1987,10,"State",-0.192754514831388,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1987",61.77392223,1987,11,"State",-0.194391553691615,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1987",61.86836755,1987,12,"State",-0.185870036641664,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1988",62.75517343,1988,1,"State",-0.164012885425237,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1988",64.17960224,1988,2,"State",-0.131369821932321,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1988",65.51273836,1988,3,"State",-0.0957089101204319,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1988",66.23571479,1988,4,"State",-0.0645662726609836,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1988",66.69870139,1988,5,"State",-0.0345633113040434,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1988",67.47954096,1988,6,"State",0.000591471910657893,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1988",68.62521324,1988,7,"State",0.0401955327127361,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1988",70.00020412,1988,8,"State",0.0826435051787249,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1988",71.60798024,1988,9,"State",0.128897699967367,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1988",73.25339262,1988,10,"State",0.174147215676072,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1988",74.31576711,1988,11,"State",0.203028145651874,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1988",74.20343614,1988,12,"State",0.199376015215388,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1989",72.58195555,1989,1,"State",0.15658919548619,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1989",69.52786892,1989,2,"State",0.0833328112567624,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1989",65.74885784,1989,3,"State",0.00360417662138457,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1989",62.39325324,1989,4,"State",-0.0580119284917888,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1989",60.24278544,1989,5,"State",-0.0967922285660561,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1989",59.13613107,1989,6,"State",-0.123643548419301,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1989",58.48106381,1989,7,"State",-0.147819568800803,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1989",57.94869729,1989,8,"State",-0.172163881255837,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1989",57.44022835,1989,9,"State",-0.19785157802965,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1989",56.90970834,1989,10,"State",-0.223111636136533,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1989",56.39294692,1989,11,"State",-0.241171165783314,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1989",56.03965971,1989,12,"State",-0.24478349487388,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1990",56.05860972,1990,1,"State",-0.227650876926531,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1990",56.67276237,1990,2,"State",-0.184891421953279,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1990",58.08241909,1990,3,"State",-0.116601854417856,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1990",60.38773189,1990,4,"State",-0.0321432405886198,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1990",63.38886375,1990,5,"State",0.0522233208013496,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1990",66.40256137,1990,6,"State",0.122876322284234,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1990",68.61728224,1990,7,"State",0.173324795577107,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1990",69.65302488,1990,8,"State",0.201977406522645,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1990",69.75288482,1990,9,"State",0.214355980532936,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1990",69.40915326,1990,10,"State",0.219636425569494,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1990",68.97433414,1990,11,"State",0.223102141440634,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1990",68.71489692,1990,12,"State",0.226183336508344,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1991",68.8121716,1991,1,"State",0.227504070181211,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1991",69.17984087,1991,2,"State",0.220689410167532,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1991",69.69603669,1991,3,"State",0.199950652571899,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1991",70.3930698,1991,4,"State",0.165684942899087,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1991",71.24356163,1991,5,"State",0.123912899132854,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1991",72.12507014,1991,6,"State",0.0861790366506159,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1991",72.85484079,1991,7,"State",0.0617564323690125,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1991",73.23914172,1991,8,"State",0.0514854429678862,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1991",73.23333653,1991,9,"State",0.0498968855407405,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","10/1/1991",73.01147966,1991,10,"State",0.0518998753162432,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","11/1/1991",72.82145545,1991,11,"State",0.0557761282942051,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","12/1/1991",72.85153169,1991,12,"State",0.0601999705364618,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","1/1/1992",73.17675365,1992,1,"State",0.0634274714562271,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","2/1/1992",73.72043962,1992,2,"State",0.0656347093733924,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","3/1/1992",74.34653094,1992,3,"State",0.0667253759447595,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","4/1/1992",74.88517799,1992,4,"State",0.0638146369062029,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","5/1/1992",75.21426145,1992,5,"State",0.0557341565911826,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","6/1/1992",75.41267359,1992,6,"State",0.0455819792427032,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","7/1/1992",75.57956554,1992,7,"State",0.037399364550859,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","8/1/1992",75.63448159,1992,8,"State",0.0327057337612937,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
"AK","AK","9/1/1992",75.53006423,1992,9,"State",0.0313617787858012,NA,NA,NA,2,"Alaska","Pacific Division","West Region"
